ID,Description,NGenes,Direction,PValue,FDR
WP477,Cytoplasmic ribosomal proteins,86,Down,1.435933234517491e-15,1.003717330927726e-12
WP3945,TYROBP causal network in microglia,54,Down,6.250935781993461e-8,2.1847020558067146e-5
WP5193,Cholesterol synthesis disorders,17,Up,2.3535640484018703e-7,5.483804232776358e-5
WP197,Cholesterol biosynthesis pathway,15,Up,7.863296371129416e-7,1.3741110408548656e-4
WP3869,Cannabinoid receptor signaling,24,Up,1.98701420230637e-6,2.473991874758983e-4
WP2328,Allograft rejection,54,Down,2.3244194780280896e-6,2.473991874758983e-4
WP5333,Enterocyte cholesterol metabolism,30,Up,2.4775312050519142e-6,2.473991874758983e-4
WP4462,Platelet mediated interactions with vascular and circulating cells,12,Down,3.290806440551167e-5,0.002378877347122312
WP2806,Complement system,60,Down,3.8946377755362895e-5,0.002378877347122312
WP3896,Dengue 2 interactions with complement and coagulation cascades,37,Down,3.949072457206791e-5,0.002378877347122312
WP558,Complement and coagulation cascades,37,Down,3.949072457206791e-5,0.002378877347122312
WP4875,Disruption of postsynaptic signaling by CNV,33,Up,4.0839096087936686e-5,0.002378877347122312
WP2865,IL1 and megakaryocytes in obesity,19,Down,5.5063314176775055e-5,0.002780121800208161
WP4559,Interactions between immune cells and microRNAs in tumor microenvironment,17,Down,5.5681981692295066e-5,0.002780121800208161
WP2267,Synaptic vesicle pathway,48,Up,6.530377081344123e-5,0.003043155719906361
WP545,Complement activation,17,Down,8.90019005554467e-5,0.0038882705305160778
WP5284,Cell interactions in pancreatic cancer microenvironment,16,Down,1.2810220118366717e-4,0.005120020162947173
WP5491,Transcriptional regulation of memory B cell differentiation,33,Down,1.3184601277975552e-4,0.005120020162947173
WP5312,Metabolic pathways of fibroblasts,30,Down,1.8026712003555638e-4,0.006631932468676521
WP5090,Complement system in neuronal development and plasticity,83,Down,2.5011532251575876e-4,0.008442605243033809
WP4222,Phosphodiesterases in neuronal function,49,Up,2.6096116960554774e-4,0.008442605243033809
WP4718,Cholesterol metabolism with Bloch and Kandutsch Russell pathways,44,Up,2.657186199524232e-4,0.008442605243033809
WP5055,Burn wound healing,56,Down,3.531771595629216e-4,0.010733514544977486
WP5329,Cholesterol biosynthesis pathway in hepatocytes,40,Up,6.131184456457964e-4,0.017416252068233957
WP4549,Fragile X syndrome,117,Up,6.228988579482817e-4,0.017416252068233957
WP1982,Sterol regulatory element binding proteins SREBP signaling,65,Up,6.942416922069743e-4,0.01866442087894904
WP408,Oxidative stress response,27,Down,8.699172734240569e-4,0.022521191634200587
WP4190,Mevalonate arm of cholesterol biosynthesis pathway,13,Up,9.501753499117301e-4,0.023720448913867834
WP3877,MYD88 distinct input output pathway,16,Down,0.0011762350058775667,0.028351319624428245
WP5420,ADHD and autism ASD pathways,315,Up,0.0013016713438284912,0.030328942311203845
WP58,Monoamine GPCRs,29,Up,0.0016129659471558252,0.03636978055038457
WP5560,Lupus therapies,15,Down,0.0016872568648174581,0.036516710812082576
WP4136,Fibrin complement receptor 3 signaling,33,Down,0.00172396488812407,0.036516710812082576
WP3937,Microglia pathogen phagocytosis pathway,35,Down,0.00192034460437618,0.03937077295979274
WP176,Folate metabolism,44,Down,0.001971354869231396,0.03937077295979274
WP4542,Leukocyte intrinsic Hippo pathway functions,31,Down,0.0021629576184392005,0.04114948484346351
WP2525,Trans sulfuration one carbon metabolism and related pathways,59,Down,0.0022096420703757247,0.04114948484346351
WP4539,Synaptic signaling associated with autism spectrum disorder,49,Up,0.002237024927112465,0.04114948484346351
WP5398,NRXN1 deletion syndrome,17,Up,0.002434388717614675,0.04240066330259371
WP5198,Inflammatory bowel disease signaling,22,Down,0.002454801227350483,0.04240066330259371
WP560,TGF beta receptor signaling,47,Down,0.002504885178977434,0.04240066330259371
WP4537,Hippo YAP signaling,20,Down,0.0025476793400700084,0.04240066330259371
WP5473,Cytokine cytokine receptor interaction,105,Down,0.002752219256364884,0.044739564190675665
WP1433,Nucleotide binding oligomerization domain NOD pathway,32,Down,0.0028995783086566097,0.04598286030202893
WP4816,TGF beta receptor signaling in skeletal dysplasias,51,Down,0.0030320571797459715,0.04598286030202893
WP117,GPCRs other,55,Up,0.003058780368350203,0.04598286030202893
WP4494,Selective expression of chemokine receptors during T cell polarization,13,Down,0.003091837531037711,0.04598286030202893
WP2911,miRNA targets in ECM and membrane receptors,21,Down,0.003599219109771898,0.05241362828605327
WP536,Calcium regulation in cardiac cells,141,Up,0.0038312877239962853,0.054654492225987825
WP1772,Apoptosis modulation and signaling,77,Down,0.003984080497227691,0.05569744535124313
WP4148,Splicing factor NOVA regulated synaptic proteins,41,Up,0.004100451188920281,0.05620030158931914
WP5299,Ganglio series sphingolipid metabolism,13,Up,0.004187433642234167,0.056288771460032354
WP453,Inflammatory response pathway,16,Down,0.004273399776141747,0.05636049893439776
WP2849,Hematopoietic stem cell differentiation,37,Down,0.004579555956015256,0.05820966799385951
WP4585,Cancer immunotherapy by PD 1 blockade,13,Down,0.004580159856455326,0.05820966799385951
WP5078,T cell modulation and desmoplasia in pancreatic cancer,34,Down,0.0049073141191367025,0.06125379587993848
WP1423,Ganglio sphingolipid metabolism,12,Up,0.005084488285042551,0.06161712675023915
WP5304,Cholesterol metabolism,57,Up,0.005207053232093421,0.06161712675023915
WP35,G protein signaling,85,Up,0.005213607209510309,0.06161712675023915
WP5146,Lung pathology of COVID 19,12,Down,0.0052890237553853345,0.06161712675023915
WP3391,Senescence associated secretory phenotype SASP,62,Down,0.005701906317799808,0.06517058220519731
WP5285,Immune infiltration in pancreatic cancer,17,Down,0.005853881617036075,0.06517058220519731
WP2878,PPAR alpha pathway,16,Down,0.005873743460554264,0.06517058220519731
WP4478,LTF danger signal response pathway,11,Down,0.006728382981912455,0.07348655788057509
WP3678,Amplification and expansion of oncogenic pathways as metastatic traits,16,Down,0.007541034316952524,0.08109512288538177
WP5218,Extrafollicular and follicular B cell activation by SARS CoV 2,42,Down,0.007684857008003079,0.08138962194839625
WP4868,Type I interferon induction and signaling during SARS CoV 2 infection,28,Down,0.007917337918919123,0.08260028664663384
WP4923,Autophagy,29,Up,0.008514709927208382,0.0875262093988038
WP5373,Osteoarthritic chondrocyte hypertrophy,42,Down,0.0089707779541768045,0.0891378813930542
WP5123,Mitochondrial fatty acid oxidation disorders,19,Down,0.009022127489964053,0.0891378813930542
WP2112,IL17 signaling,27,Down,0.00905406234464499,0.0891378813930542
WP3679,Cell type dependent selectivity of CCK2R signaling,13,Up,0.009904599915535307,0.09615715751332195
WP4298,Acute viral myocarditis,68,Down,0.010066038160958043,0.09638576266451605
WP1533,Vitamin B12 metabolism,33,Down,0.0103637827681002,0.09789573182300053
WP4863,Host pathogen interaction of human coronaviruses autophagy,19,Up,0.010565696981274818,0.0984722958654813
WP3858,Toll like receptor signaling related to MyD88,30,Down,0.010770615571522224,0.09906131953281624
WP5376,17p13 3 YWHAE copy number variation,19,Up,0.011762037170632936,0.10677485691262886
WP3591,Sleep regulation,25,Up,0.011964018177940036,0.10721600905615494
WP2864,Apoptosis related network due to altered Notch3 in ovarian cancer,50,Down,0.012531865606851081,0.11051685464992966
WP2038,Microtubule cytoskeleton regulation,43,Up,0.012704666010401409,0.11051685464992966
WP5027,nsp1 from SARS CoV 2 inhibits translation initiation in the host cell,17,Down,0.012806674143983265,0.11051685464992966
WP4879,Overlap between signal transduction pathways contributing to LMNA laminopathies,52,Down,0.01301034203374924,0.11090523270232583
WP15,Selenium micronutrient network,62,Down,0.0136341548801225,0.11309686150966469
WP501,GPCRs class C metabotropic glutamate pheromone,11,Up,0.013671687211335855,0.11309686150966469
WP4630,Measles virus infection,104,Down,0.013752837236511445,0.11309686150966469
WP2882,Nuclear receptors meta pathway,233,Down,0.01410716868920825,0.11466175481112285
WP5485,Post COVID neuroinflammation,11,Down,0.014524431886308345,0.116696297569305
WP5231,Hippocampal synaptogenesis and neurogenesis,23,Up,0.015056121566987159,0.11848214959022633
WP455,GPCRs class A rhodopsin like,128,Up,0.015167946930257477,0.11848214959022633
WP384,Apoptosis modulation by HSP70,18,Down,0.015367957356919877,0.11848214959022633
WP5283,Chronic hyperglycemia impairment of neuron function,31,Up,0.015601147542631595,0.11848214959022633
WP107,Translation factors,50,Down,0.015709430645845637,0.11848214959022633
WP5265,Neurogenesis regulation in the olfactory epithelium,52,Up,0.015763719473377753,0.11848214959022633
WP5200,Dravet syndrome,28,Up,0.01593687291579116,0.11850929966104277
WP4337,ncRNAs involved in STAT3 signaling in hepatocellular carcinoma,11,Down,0.01634229530174827,0.11984438752664188
WP5500,Bempedoic acid therapy in atherosclerosis and metabolic syndrome,22,Up,0.016459315025118198,0.11984438752664188
WP3892,Development of pulmonary dendritic cells and macrophage subsets,10,Down,0.01751701386852287,0.12623085251646893
WP368,Mitochondrial long chain fatty acid beta oxidation,17,Down,0.018482682691475277,0.13183056327899204
WP5095,Overview of proinflammatory and profibrotic mediators,22,Down,0.018754780972126198,0.13242012019713345
WP5424,Omega 6 fatty acids in senescence,41,Down,0.019163890662244956,0.13395559572909224
WP2814,Mammary gland development puberty stage 2 of 4,10,Down,0.019986667044854942,0.13832356697379805
WP254,Apoptosis,75,Down,0.020532756955071323,0.1401065457289925
WP4493,Cells and molecules involved in local acute inflammatory response,11,Down,0.02064517054375712,0.1401065457289925
WP4760,PKC gamma calcium signaling in ataxia,22,Up,0.020990229222875918,0.14107855987298332
WP5182,Pro survival signaling of neuroprotectin D1,13,Down,0.02392693525880076,0.15820185311811832
WP2636,Common pathways underlying drug addiction,39,Up,0.02399055283336272,0.15820185311811832
WP5382,TGFB Smad signaling,11,Down,0.024889543685387223,0.16259617790734268
WP5092,Interactions of natural killer cells in pancreatic cancer,13,Down,0.02576620190955196,0.16676458458126686
WP4300,Extracellular vesicles in the crosstalk of cardiac cells,15,Down,0.027168959212624286,0.17423029806994841
WP5360,KCNQ2 related epilepsies,18,Up,0.028320721773181533,0.1799653138132172
WP3998,Prader Willi and Angelman syndrome,84,Up,0.028972552390736192,0.18244877586598737
WP5173,Disorders of galactose metabolism,11,Down,0.029440537705947647,0.18326051104036714
WP3944,Serotonin and anxiety related events,14,Up,0.02962580507519526,0.18326051104036714
WP3851,TLR4 signaling and tolerance,25,Down,0.03011296869657896,0.18370303269027155
WP4950,16p11 2 distal deletion syndrome,27,Down,0.03022295959854253,0.18370303269027155
WP47,Hedgehog signaling,14,Down,0.030741795452761345,0.1852458191506912
WP619,Type II interferon signaling,29,Down,0.031046190990073618,0.18548108976120906
WP314,Fas ligand pathway and stress induction of heat shock proteins,39,Down,0.03265162860338717,0.19312006947017535
WP1602,Nicotine effect on dopaminergic neurons,18,Up,0.03314294794433372,0.19312006947017535
WP5347,IL26 signaling,32,Down,0.03315365999487989,0.19312006947017535
WP4204,Tumor suppressor activity of SMARCB1,29,Down,0.03404859442975422,0.19612962390274571
WP5395,Glycosaminoglycan synthesis in fibroblasts,39,Up,0.03423149372837622,0.19612962390274571
WP4786,Type I collagen synthesis in the context of osteogenesis imperfecta,29,Down,0.034746542823225555,0.19746206043442815
WP5269,Genetic causes of porto sinusoidal vascular disease,30,Down,0.03554671057962336,0.2003802475415865
WP4577,Neurodegeneration with brain iron accumulation NBIA subtypes pathway,44,Up,0.03694053135665088,0.20618073622903388
WP2507,Nanomaterial induced apoptosis,18,Down,0.03728490592475655,0.20618073622903388
WP5113,Antiviral and anti inflammatory effects of Nrf2 on SARS CoV 2 pathway,23,Down,0.03754986452265616,0.20618073622903388
WP4969,RAS and bradykinin pathways in COVID 19,16,Down,0.037755556848807346,0.20618073622903388
WP4217,Ebola virus infection in host,113,Down,0.03961590700474658,0.2130120194361987
WP5503,Albuterol and budesonide therapy for asthma,23,Up,0.03975662183858321,0.2130120194361987
WP53,ID signaling,15,Down,0.04010451326029572,0.2130120194361987
WP4329,miRNA role in immune response in sepsis,27,Down,0.040225445730440956,0.2130120194361987
WP24,Peptide GPCRs,37,Up,0.04137502734662431,0.21526708061719715
WP5411,Phosphatidyl inositol phosphate pathway,44,Up,0.041512015815906515,0.21526708061719715
WP28,Selenium metabolism and selenoproteins,42,Down,0.041575187243664685,0.21526708061719715
WP2895,Differentiation of white and brown adipocyte,19,Down,0.04281777760653503,0.22007078343358813
WP3676,BDNF TrkB signaling,33,Up,0.04368136032579146,0.22287059027538855
WP143,Fatty acid beta oxidation,32,Down,0.044900238480283204,0.2274294688240432
WP4149,White fat cell differentiation,29,Down,0.04611091135222195,0.2303407167978402
WP4925,Unfolded protein response,23,Down,0.046728585924701665,0.2303407167978402
WP5038,Mitochondrial immune response to SARS CoV 2,26,Down,0.04687926854755297,0.2303407167978402
WP2001,miR targeted genes in adipocytes,16,Down,0.04708424704605858,0.2303407167978402
WP2324,AGE RAGE pathway,60,Down,0.04712263591143226,0.2303407167978402
WP5039,SARS CoV 2 innate immunity evasion and cell specific immune response,43,Down,0.047543985962773934,0.23078643186096515
WP4589,Major receptors targeted by epinephrine and norepinephrine,14,Up,0.04823283005993069,0.2325155049095969
WP4197,Immune response to tuberculosis,21,Down,0.04932501118064147,0.23615193709087937
WP5292,Glycosphingolipid metabolism,20,Up,0.04971838190251963,0.23632976017997592
WP5470,Effect of omega 3 PUFA on Huntington 39 s disease pathways,113,Up,0.05004773293632164,0.23632976017997592
WP5407,15q11q13 copy number variation,55,Up,0.05037644387241261,0.23632976017997592
WP5510,16p12 2 copy number variation syndrome 520kb,50,Up,0.052282743234828184,0.24363758347429934
WP4496,Signal transduction through IL1R,27,Down,0.05371852583664071,0.2478876529590202
WP4912,SARS coronavirus and innate immunity,16,Down,0.054768960441530866,0.2478876529590202
WP286,IL3 signaling,44,Down,0.055240147074730454,0.2478876529590202
WP2003,miR targeted genes in leukocytes,124,Down,0.05575873214896269,0.2478876529590202
WP2064,Neural crest differentiation,76,Down,0.055854162666017323,0.2478876529590202
WP4159,GABA receptor signaling,29,Up,0.05615482772749685,0.2478876529590202
WP5130,Th17 cell differentiation pathway,46,Down,0.05645352207150791,0.2478876529590202
WP4396,Nonalcoholic fatty liver disease,136,Down,0.05657177924286705,0.2478876529590202
WP4534,Mechanoregulation and pathology of YAP TAZ via Hippo and non Hippo mechanisms,41,Down,0.056615377681419964,0.2478876529590202
WP5289,Axon guidance,71,Up,0.056741093667300756,0.2478876529590202
WP3893,Development and heterogeneity of the ILC family,12,Down,0.05752408198789391,0.24915547362025728
WP5033,Genes associated with the development of rheumatoid arthritis,13,Down,0.05798911019476048,0.24915547362025728
WP111,Electron transport chain OXPHOS system in mitochondria,89,Down,0.05854841501068925,0.24915547362025728
WP3942,PPAR signaling,35,Down,0.05865609887270038,0.24915547362025728
WP5294,Sildenafil treatment,22,Up,0.05881352381594056,0.24915547362025728
WP4871,Kisspeptin kisspeptin receptor system in the ovary,32,Up,0.05952856801977791,0.2506654761796672
WP2884,NRF2 pathway,106,Down,0.06064151254739495,0.2538228579079585
WP2203,Thymic stromal lymphopoietin TSLP signaling,33,Down,0.06112299701763697,0.2543153268769538
WP3,Transcriptional activation by NRF2 in response to phytochemicals,14,Down,0.06179872964255632,0.25560539656891634
