from,to,jaccard,k
WP3896,WP558,0.9767441860465116,42
WP383,GO:0060048,0.24528301886792453,13
WP383,GO:0055010,0.20930232558139536,9
WP383,GO:0045214,0.21568627450980393,11
GO:0098911,GO:0086091,0.25,9
GO:0060048,GO:0055010,0.1836734693877551,9
