ID,NES,pval,padj,size,leadingEdge
GO:0000398,1.806856636985967,0.004092459109759373,0.3805986972076217,20,SNRNP40;PRPF3;SF3A3;HNRNPC;PRPF38A;SNRPG;MAGOH;HNRNPA1;SRSF10;HNRNPU;HSPA8;HNRNPH1
GO:0030308,-1.69573760060984,0.008825639118387792,0.41039221900503237,10,NPR1;TGFB2;EI24;CDKN2C;PSRC1;ENO1;GNG4
GO:0006281,1.6440528767275537,0.020825173809113532,0.4914772596677201,17,BTG2;CENPS;GADD45A;CHD1L
GO:0032869,-1.5675320120331648,0.03264834491965773,0.4914772596677201,11,PKM;RAB13;PRKCZ;PARP1;USF1;LPIN1;PKLR;BGLAP
GO:0006974,1.5623733586666235,0.03699291201800044,0.4914772596677201,19,BTG2;CENPS;GFI1;TP73;CHD1L;RBBP5
GO:0042127,-1.5547722880000736,0.034169735080734696,0.4914772596677201,13,TGFB2;JUN;IER5;TBX19
GO:0007005,-1.5431448515542199,0.03532737523176323,0.4914772596677201,12,ATAD3C;PARP1;ATAD3A;SELENON;MTX1;PINK1;ATAD3B;PARK7;PHB1
GO:0035556,-1.5401045161514018,0.04437766535219836,0.5158903597193059,19,JAK1;TGFBR3;PRKCZ;DVL1;SHC1;MAPKAPK2;PKN2;LRRC8D;LRRC8B;PINK1;NOTCH2
GO:0006468,-1.4304669825639,0.07787610619469026,0.8047197640117995,26,JAK1;RNASEL;PRKCZ;CDC42BPA;PIK3CD;MAPKAPK2;PRKAA2;PKN2;CLK2;HIPK1;PINK1;MAP3K6;RPS6KA1;MAP3K21;PLK3
GO:0007166,-1.4273571410822334,0.08823529411764706,0.8093767546322291,10,NPR1;FCGR2A;PRKCZ;TNFRSF25;TNFRSF14;FCGR2B
GO:0001501,-1.424100459406645,0.09636363636363636,0.8093767546322291,13,TGFB2;ADAMTS4;BCAN;EPHA2
GO:0008283,-1.3855014283003069,0.11313868613138686,0.8093767546322291,11,LGR6;GLUL
GO:0043065,1.3833152375770326,0.11060948081264109,0.8093767546322291,19,CCN1;TP73;VDAC1;TXNIP;KLF11;GADD45A;BCL10
GO:0007411,-1.3458894060026785,0.13272727272727272,0.8641592920353982,13,LGR6;EPHB2;SEMA4A;SEMA6C;DVL1
GO:0006364,-1.3213808637579854,0.15441176470588236,0.8641592920353982,10,RNASEL;RPS7;RPS15;RPL11;RPS25
GO:0016477,-1.3007717837532398,0.1609403254972875,0.8641592920353982,17,TGFB2;TGFBR3;EPHA2;PRKCZ;CDC42BPA;PIK3CD;ARPC5;PBXIP1;PIK3C2B;RHOC
GO:0071456,1.2910533407007805,0.19426048565121412,0.8641592920353982,12,OPRD1
GO:0007283,1.288257246377325,0.16964285714285715,0.8641592920353982,15,RGS2;MYCBP;SEPTIN2;IFT25
GO:0001525,-1.2771288625162434,0.18659420289855072,0.8641592920353982,16,GLUL;EPHB2;SEMA4A;HS6ST1;SHC1;ACTG1;HSPG2
