ID,Description,NES,pval,padj,size,leadingEdge
WP4963,p53 transcriptional gene network,-2.614869617956586,3.3735865032274014e-12,2.395246417291455e-9,81,CDKN1A;DDB2;FAS;TNFRSF10B;POLH;SESN1;BBC3;TNFRSF10D;PIDD1;GADD45A;ICAM1;GLS2;SESN2;BAX;LIF;GPX1;TIGAR;DRAM1;XPC;TP53INP1;TP53I3;BTG2;RRM2B;ZMAT3;IRF9
WP2446,Retinoblastoma gene in cancer,2.504922776138628,1.2458930048175872e-11,4.422920167102434e-9,87,CCNB1;KIF4A;TOP2A;CCNB2;CCNA2;ANLN;MCM6;RRM2;HMGB2;STMN1;CDC25B;CDK1;H2AZ1;MCM3;CDT1;CDC45;CHEK1;PLK4;MCM7;RABIF;RRM1;RFC3;TTK;HMGB1;DHFR;CDC7;FANCG;POLA1;RPA3;SMC2;RFC4;ORC1;SUV39H1;POLE2;CDC25A;CDK4;BARD1;PRIM1;RFC5;CCNE2;HDAC1;MSH6;CDK6;RBBP4
WP466,DNA replication,2.370159646665855,2.626997478112708e-8,4.662920523650056e-6,41,MCM6;MCM5;MCM3;GMNN;CDT1;CDC6;CDC45;MCM10;MCM7;RFC3;RFC2;PRIM2;POLA2;CDC7;POLA1;RPA3;MCM2;DBF4;RFC4;ORC1;POLE2;PRIM1;RFC5;POLD3;MCM4;ORC6;POLE
WP179,Cell cycle,2.175827356127267,2.5765720099445477e-8,4.662920523650056e-6,116,CCNB1;PLK1;CDC20;CCNB2;CCNA2;CDC25C;MCM6;PTTG1;MCM5;CDKN2C;BUB1;CDC25B;ESPL1;CDK1;MCM3;CDC6;CDC45;CHEK1;MCM7;TGFB3;CHEK2;TTK;CDC7;MCM2;DBF4;ORC1;RBL1;CDC25A;CDK4;E2F5;CCNE2;HDAC1;CDK6
WP1742,TP53 network,-2.290301010222701,2.5360510823352375e-7,3.601192536916037e-5,17,CDKN1A;BBC3;GADD45A;BAX;MDM2
WP4240,Regulation of sister chromatid separation at the metaphase anaphase transition,2.232327239142548,2.574517452597953e-6,3.0465123189075776e-4,14,CDC20;PTTG1;CENPE;MAD2L1;BUB1B;BUB1;ESPL1
WP5344,Cardiomyocyte signaling converging on titin,-2.2630786568222345,3.170231850392089e-6,3.2155208768262615e-4,29,CSRP3;MDM2;ANKRD1;TCAP;CRYAB;ADRB2;MYPN;ADRB1;TRIM55;TRIM63;CAMK2A;FHL2;PRKACA;PRKAR1A
WP4016,DNA IR damage and cellular response via ATR,2.051814017505402,5.063049423089332e-6,4.4934563629917825e-4,81,PLK1;CDC25C;FOXM1;CDK1;FEN1;CDC45;CHEK1;MSH2;FANCD2;RAD51;CHEK2;BRCA1;XPA;BRIP1;SEM1;MCM2;TOPBP1;CLSPN;POLN;DCLRE1A;NBN;FANCI;BARD1;TDP1;MRE11
WP2361,Gastric cancer network 1,2.1761418351539046,7.038208139069453e-6,5.552364198599235e-4,27,CENPF;TPX2;TOP2A;UBE2C;AURKA;KIF15;ECT2;NUP107;MYBL2
WP111,Electron transport chain OXPHOS system in mitochondria,-1.9966189645258545,1.1804300736091667e-5,8.381053522625083e-4,104,COX6A2;ATP5IF1;ATP5F1E;UQCRQ;MT-ND1;COX17;SDHC;NDUFB4;ATP5MC1;SURF1;NDUFA7;NDUFAB1;ATP5MC3;COX8A;ATP5F1B;UQCRFS1;NDUFB1;MT-CO1;SDHA;SLC25A4;NDUFC1;MT-CO3;SDHB;NDUFB2;MT-ND4L;NDUFA10;NDUFA9;SDHD;NDUFS3;ATP5F1D;NDUFB8;ATP5PD;NDUFB9;COX6A1;MT-ND4;NDUFS7;MT-CO2;NDUFV3;MT-ND5;ATP5MG;ATP5PF;NDUFS1;MT-CYB;SLC25A5;COX5A;SLC25A6;NDUFV1;SCO1;ATP5F1A;NDUFB5;NDUFS8;UQCRC2;NDUFA8;NDUFA2;NDUFB7;NDUFS6;NDUFA6;MT-ND6;UQCR11;UQCRC1;ATP5MC2;UQCR10;MT-ND2;NDUFS2;COX7A2
WP619,Type II interferon signaling,-2.1480980966437877,2.0306668062865283e-5,0.0013107031204213047,27,H4C14;ICAM1;HLA-B;IRF1;GBP1;IRF9;TAP1;IRF8;SOCS3;SOCS1
WP623,Oxidative phosphorylation,-2.0616218411884843,2.8454735462813286e-5,0.0016835718482164526,59,ATP5F1E;NDUFA4L2;MT-ND1;NDUFB4;ATP5MC1;NDUFA7;NDUFAB1;ATP5MC3;ATP5F1B;NDUFB1;NDUFC1;NDUFB2;MT-ND4L;NDUFA10;NDUFA9;NDUFS3;ATP5F1D;NDUFB8;ATP5PD;NDUFB9;MT-ND4;NDUFS7;NDUFV3;MT-ND5;ATP5MG;ATP5PF;NDUFS1;NDUFV1;ATP6AP1;ATP5F1A;NDUFB5;NDUFS8;NDUFA8;NDUFA2;NDUFB7;NDUFS6;NDUFA6;MT-ND6;ATP5MC2;MT-ND2;NDUFS2;ATP6AP2
WP5149,Lipid metabolism in senescent cells,-2.071733092749131,4.5367348062516134e-5,0.0024777551634143427,13,CDKN1A;PLA2G6;ALOX5;PLA2G4F
WP2363,Gastric cancer network 2,2.0796859255879867,9.059905731434593e-5,0.004594666478084686,30,TOP2A;UBE2C;COL9A1;UBE2T;CACYBP;RFC3;LBR;ATAD2;RFC4;FANCI;COL9A3;DSCC1
WP3982,miRNA regulation of p53 pathway in prostate cancer,-2.110511678620356,1.2794477824364342e-4,0.006056052836865789,24,DDB2;TNFRSF10B;BBC3;BAX;MDM2;EI24;ZMAT3
WP2882,Nuclear receptors meta pathway,-1.6283711060007697,2.866628524650759e-4,0.012720664078137742,249,TGFA;BAX;GPR153;SLC6A3;EPHA2;GSTA2;APOA2;GPX3;SQSTM1;ANKRD1;CPT2;MFGE8;CCND1;SNAI2;CES2;PLK2;APOC3;SLC2A8;EGR1;SLC2A9;JUNB;PLTP;FOXO1;CDC42EP3;SLC6A8;ESR1;SLC39A2;EDN2;PPP1R14C;SULT2A1;VDR;SPRY1;STAT3;SLC7A5;THBD;ANGPTL4;HMOX1;SRPX2;S100P;ALAS1;BHLHE40;CYP1A1;PDGFB;ABCB4;SOD3;SLC39A4;FTH1;IP6K3;SLC39A13;NRG1;SLC5A1;SLC5A6;IL1B;ETNK2;ACKR3;BLVRB;CES3;CBR3;CYP1B1;HES1;MAFG
WP3391,Senescence associated secretory phenotype SASP,-1.835234009556158,4.054565813255646e-4,0.016933774867126522,75,CDKN1A;H4C14;H2AC6;H4C15;H4C8;H2BC21;H3C4;H2BC12;H2BC8;H2BC4;H2AC19;H2AC18;H2BC11;H4C5;IL6;H2BC5;STAT3
WP4155,Endometrial cancer,-1.9120858380130852,5.007769612760349e-4,0.019752869028110263,63,CDKN1A;DDB2;GADD45A;BAX;APC2;CCND1;BAK1;FGF1
WP5117,Cohesin complex Cornelia de Lange syndrome,1.9211271901705562,6.03855388829126e-4,0.022565122424667343,33,PLK1;PTTG1;AURKB;CDCA5;ESPL1;CDK1;SGO2;SGO1;PDS5A
WP5342,Pathophysiological roles of DUX4 in FSHD1,-1.861388945726503,7.714280370267477e-4,0.02738569531444954,11,CDKN1A;FBXO32;ADRB2;TRIM63
WP5473,Cytokine cytokine receptor interaction,-1.6627449469762796,8.248329771588039e-4,0.02788721018013099,116,TNFRSF10C;GDF15;FAS;EDA2R;TNFRSF10B;TNFSF15;LIF;CXCR4;TNFRSF10A;CSF3R;TNFRSF12A;IL6;BMP7;CXCL2;IL36RN;CSF1R;GDF2;INHBA;CSF1;BMP4;INHA;CXCL16
WP3981,miRNA regulation of prostate cancer signaling,-1.8820786012443775,0.0010405501658643202,0.03212133120711597,29,CDKN1A;MDM2;CCND1;FOXO1;PDGFRB;IKBKG;CASP9
WP4685,Melanoma,-1.8101010515239309,0.0010131069568036905,0.03212133120711597,65,CDKN1A;DDB2;GADD45A;BAX;MDM2;CALML3;CCND1;BAK1
WP1772,Apoptosis modulation and signaling,-1.7736945779895477,0.001098041160573407,0.032483717666963285,82,TNFRSF10C;FAS;TNFRSF10B;BBC3;TNFRSF10D;PIDD1;BAX;TNFRSF10A;BAK1;DFFA;BNIP3
WP5193,Cholesterol synthesis disorders,1.8741059558114712,0.0012025158299580328,0.03415144957080813,17,SQLE;LBR;HMGCS1;HMGCR;DHCR7;CYP51A1;DHCR24;IDI1;FDPS;SC5D;FDFT1;LSS
WP707,DNA damage response,-1.7568368640240173,0.0013111979667142176,0.035805790629503634,67,CDKN1A;DDB2;FAS;TNFRSF10B;SESN1;BBC3;PIDD1;GADD45A;BAX;MDM2;RRM2B;CCND1
WP3941,Oxidative damage response,-1.8941447375823863,0.0014703447408316193,0.03728374164251606,33,CDKN1A;GADD45A;BAK1;C4B;NFKBIE
WP1530,miRNA regulation of DNA damage response,-1.7667354121630692,0.0014648929244565564,0.03728374164251606,69,CDKN1A;DDB2;FAS;TNFRSF10B;SESN1;BBC3;PIDD1;GADD45A;BAX;MDM2;RRM2B;CCND1
WP4790,FGF23 signaling in hypophosphatemic rickets and related disorders,-1.8677607909171094,0.0015280037941245803,0.03740974806305007,16,CDKN1A;ORAI1;CCND1;SPP1
WP4263,Pancreatic adenocarcinoma pathway,-1.6674103256145094,0.0016910862015849415,0.03986261505633996,86,CDKN1A;DDB2;TGFA;GADD45A;BAX;DUSP6;CCND1;BAK1
WP4536,Genes related to primary cilium development based on CRISPR,1.6625621348446675,0.0017404803756993503,0.03986261505633996,104,SCLT1;DYNC2I1;CEP76;IFT81;WDPCP;TULP3;CC2D2A;TCTN2;CEP295;DYNC2LI1;IFT56;ARL13B;RPGRIP1L;TUBD1;TTC8;TEDC2;IFT25;WDR19;TMEM17;CPLANE1;DYNC2H1;CILK1;EVC2;LZTFL1;TUBE1;IFT52;TXNDC15;CEP192;EFCAB7;DYNLT2B;IFT80;TTBK2;DYNLL1;OFD1;SASS6;IFT172;CEP162;BBS9;EVC;BBS5;CEP43;IFT140;CEP20;CEP44;BBS2;RAB23;PIBF1
WP5199,PtdIns 4 5 P2 in cytokinesis pathway,1.8146965512244213,0.001946234838718072,0.043080228798075534,12,ANLN;RACGAP1;KIF23;RHOA
