ID,Description,p.adjust,k,stability,selected,collection,consensus,keep_final
GO:0006270,DNA replication initiation,5.134484528118593e-4,10,0.86,TRUE,GO,TRUE,TRUE
GO:0001947,heart looping,0.01888729426570919,10,0.75,TRUE,GO,TRUE,TRUE
WP3624,Lung fibrosis,1.3300866888460333e-4,13,1,TRUE,WP,TRUE,TRUE
WP466,DNA replication,5.386382355316237e-4,12,0.995,TRUE,WP,TRUE,TRUE
WP1591,Heart development,0.00236312624889572,11,0.97,TRUE,WP,TRUE,TRUE
WP2848,Pluripotent stem cell differentiation pathway,0.01157579699771016,9,0.98,TRUE,WP,TRUE,TRUE
WP5117,Cohesin complex Cornelia de Lange syndrome,0.01785774559065514,8,0.955,TRUE,WP,TRUE,TRUE
WP558,Complement and coagulation cascades,0.02312478054758086,9,0.9,TRUE,WP,TRUE,TRUE
WP5095,Overview of proinflammatory and profibrotic mediators,0.02798339154073102,9,0.94,TRUE,WP,TRUE,TRUE
