dataset,baseline_TAU,baseline_CONS_J,baseline_n_tier1,baseline_n_tier2,baseline_consensus_pairs,baseline_final_source,recommended_TAU,recommended_CONS_J,recommended_n_tier1,recommended_n_tier2,recommended_consensus_pairs,recommended_final_source
ACTA2KO_iVSMC,0.7,0.15,4,27,3,tier2,0.7,0.1,9,22,9,tier1
