Gene ID,Mean Expr,log2FC,log2FC SE,p-value,adj. p-value,Gene Symbol
110599588,68.8,-0.084,0.168,0.477,0.66,ASDURF
23291,1650,-0.0468,0.0692,0.477,0.66,FBXW11
90693,105,-0.0813,0.148,0.478,0.66,CCDC126
83983,26.5,0.0761,0.207,0.478,0.66,TSSK6
79707,385,-0.0631,0.0988,0.478,0.66,NOL9
105374888,15.1,-0.0677,0.216,0.478,0.66,NQO2-AS1
8292,132,0.079,0.138,0.478,0.66,COLQ
377047,12.9,-0.0649,0.218,0.478,0.66,NA
221154,557,0.0654,0.103,0.478,0.66,MICU2
10111,935,-0.0536,0.0806,0.478,0.66,RAD50
105371121,13.7,-0.0643,0.218,0.478,0.66,NA
89970,536,-0.0601,0.0928,0.478,0.66,RSPRY1
100129973,15.4,-0.0685,0.215,0.478,0.66,NA
323,300,-0.067,0.107,0.478,0.66,APBB2
2310,201,-0.0721,0.119,0.478,0.66,FOXO3B
284040,119,-0.0794,0.141,0.478,0.66,CDRT4
406991,11,0.0614,0.22,0.478,0.66,MIR21
622,607,0.0576,0.0879,0.478,0.66,BDH1
10885,493,0.0616,0.0955,0.478,0.661,WDR3
107985873,73.1,-0.0837,0.168,0.479,0.661,NA
26610,193,-0.0765,0.131,0.479,0.661,ELP4
57153,4650,-0.0431,0.0635,0.479,0.661,SLC44A2
55214,640,0.0594,0.0914,0.479,0.661,P3H2
2581,803,0.0525,0.0788,0.479,0.661,GALC
57129,963,-0.0512,0.0769,0.479,0.661,MRPL47
55815,20.4,0.0732,0.211,0.479,0.661,TSNAXIP1
130507,1420,-0.0567,0.0865,0.479,0.661,UBR3
2840,73.3,0.0836,0.163,0.479,0.661,GPR17
4718,1050,-0.0513,0.0771,0.479,0.661,NDUFC2
2045,472,0.0595,0.0915,0.479,0.661,EPHA7
515,6110,-0.0472,0.0702,0.479,0.661,ATP5PB
414208,74.3,-0.0833,0.163,0.479,0.661,ZNF32-AS2
107985946,102,0.0814,0.149,0.479,0.661,NA
101241892,306,-0.0648,0.103,0.479,0.661,NA
5191,229,0.0713,0.117,0.479,0.661,PEX7
80183,13.1,0.0642,0.219,0.48,0.661,RUBCNL
54331,32.9,0.0794,0.2,0.48,0.661,GNG2
23211,591,0.0612,0.0951,0.48,0.661,ZC3H4
442590,27.9,0.0791,0.2,0.48,0.661,SPDYE5
100129060,517,0.0573,0.0875,0.48,0.662,SEMA3F-AS1
152137,1010,-0.0584,0.0902,0.48,0.662,CCDC50
166793,130,0.0785,0.138,0.48,0.662,ZBTB49
1457,2400,-0.0443,0.0651,0.48,0.662,CSNK2A1
4170,4220,0.0429,0.0632,0.48,0.662,MCL1
114826,455,-0.0592,0.0918,0.481,0.662,SMYD4
65110,982,-0.0514,0.0776,0.481,0.662,UPF3A
285955,36.1,0.0794,0.199,0.481,0.662,SPDYE1
55973,243,-0.0751,0.128,0.481,0.662,BCAP29
340348,40,-0.0819,0.189,0.481,0.662,TSPAN33
105375942,8.27,-0.0534,0.224,0.481,NA,NA
107985115,51.5,-0.0833,0.178,0.481,0.662,NA
100134015,29.8,0.0787,0.201,0.481,0.662,UBOX5-AS1
128869,546,-0.0565,0.0868,0.481,0.662,PIGU
101060341,11.3,0.0618,0.22,0.481,0.663,NA
22925,248,0.0705,0.116,0.481,0.663,PLA2R1
107985360,20.4,0.0719,0.211,0.481,0.663,NA
378108,461,-0.0603,0.094,0.481,0.663,TRIM73; TRIM74
283693,14.5,0.0662,0.217,0.481,0.663,NA
4214,863,0.053,0.0804,0.481,0.663,MAP3K1
56987,1240,-0.0514,0.078,0.482,0.663,BBX
100302143,11.3,-0.0575,0.222,0.482,0.663,MIR1248
2745,377,0.062,0.0973,0.482,0.663,GLRX
163859,424,0.0599,0.093,0.482,0.663,SDE2
6388,598,0.0561,0.086,0.482,0.663,SDF2
84456,95,-0.0811,0.152,0.482,0.663,L3MBTL3
56605,61.8,-0.0831,0.172,0.482,0.663,ERO1B
7482,105,0.0814,0.152,0.482,0.663,WNT2B
284729,8.32,-0.0535,0.223,0.482,NA,NA
387707,14.8,-0.0648,0.217,0.482,0.663,CC2D2B
9882,1870,-0.0448,0.0669,0.482,0.663,TBC1D4
9107,382,-0.0658,0.106,0.482,0.663,MTMR6
122769,110,-0.0799,0.146,0.482,0.663,LRR1
55799,51.4,-0.083,0.179,0.482,0.663,CACNA2D3
100996664,12.9,-0.064,0.218,0.483,0.663,NA
84247,1200,0.0485,0.0728,0.483,0.664,RTL6
3251,218,0.074,0.125,0.483,0.664,HPRT1
80755,320,-0.0648,0.104,0.483,0.664,AARSD1
100528062,382,0.0613,0.0961,0.483,0.664,ARMCX5-GPRASP2; GPRASP2
9821,1310,-0.0588,0.091,0.483,0.664,RB1CC1
51321,982,-0.0515,0.0782,0.483,0.664,AMZ2
54800,906,-0.0567,0.0876,0.483,0.664,KLHL24
6836,4050,-0.0418,0.0592,0.483,0.664,SURF4
51566,1820,-0.0525,0.0799,0.483,0.664,ARMCX3
100033416,18.3,-0.0709,0.212,0.483,0.664,NA
100874097,98.5,0.0809,0.15,0.483,0.664,UBE2Q1-AS1
107986876,301,0.0649,0.104,0.483,0.664,NA
10882,703,-0.062,0.0981,0.483,0.664,C1QL1
440026,567,-0.0612,0.0964,0.483,0.664,TMEM41B
102723166,17.5,-0.0696,0.213,0.484,0.664,STAM-DT
54463,152,0.0774,0.136,0.484,0.664,RETREG1
7145,2360,-0.047,0.0706,0.484,0.664,TNS1
23307,981,0.0543,0.0831,0.484,0.664,FKBP15
3428,186,-0.0722,0.122,0.484,0.664,IFI16
64078,14.7,-0.0656,0.216,0.484,0.664,SLC28A3
91894,69.7,-0.0825,0.164,0.484,0.664,C11orf52
401251,21.4,-0.0739,0.207,0.484,0.664,SAPCD1
100132774,102,-0.0805,0.15,0.484,0.664,NA
114960,29.2,-0.0779,0.2,0.484,0.665,TSGA13
55751,705,-0.0583,0.0904,0.484,0.665,TMEM184C
64793,572,0.0556,0.0857,0.484,0.665,CEP85
107984737,46.2,-0.0821,0.184,0.484,0.665,NA
157638,1950,0.0445,0.0665,0.485,0.665,LRATD2
222643,105,-0.079,0.146,0.485,0.665,UNC5CL
90333,314,-0.0691,0.114,0.485,0.665,ZNF468
55857,203,-0.0707,0.118,0.485,0.665,KIZ
101927509,202,0.0724,0.122,0.485,0.665,NA
60481,868,-0.051,0.0777,0.485,0.665,ELOVL5
84524,246,-0.0689,0.114,0.485,0.665,ZC3H8
341,355,0.0651,0.105,0.485,0.665,APOC1
23011,827,0.0533,0.0817,0.485,0.665,RAB21
3739,28.6,0.0785,0.199,0.485,0.665,KCNA4
105374557,12.6,-0.0616,0.219,0.485,0.665,NA
153571,282,-0.0717,0.121,0.485,0.665,NA
107986114,39.9,0.0817,0.188,0.485,0.665,NA
6120,527,-0.0589,0.0925,0.485,0.665,RPE
92293,8.8,0.0557,0.222,0.485,NA,TMEM132C
2281,363,-0.0615,0.0975,0.485,0.665,FKBP1B
102724843,260,-0.067,0.109,0.485,0.665,NA
54148,640,0.0558,0.0863,0.486,0.665,MRPL39
148645,12.3,-0.0605,0.22,0.486,0.665,ICMT-DT
51264,994,0.0521,0.0797,0.486,0.665,MRPL27
80746,169,-0.0738,0.127,0.486,0.666,TSEN2
100128025,14.4,-0.0641,0.217,0.486,0.666,WWTR1-AS1
202915,208,-0.071,0.119,0.486,0.666,TMEM184A
56127,113,0.0788,0.143,0.486,0.666,PCDHB9
105378980,10.7,-0.0496,0.224,0.486,0.666,NA
9229,94.4,-0.0806,0.153,0.486,0.666,DLGAP1
25844,1980,0.047,0.0709,0.486,0.666,YIPF3
64077,346,0.0647,0.104,0.486,0.666,LHPP
2549,1640,0.05,0.076,0.486,0.666,GAB1
100272147,329,-0.0634,0.102,0.487,0.666,CMC4
7727,148,-0.0762,0.135,0.487,0.666,ZNF174
11078,2290,0.0545,0.0842,0.487,0.666,TRIOBP
6793,409,-0.0659,0.107,0.487,0.666,STK10
56993,966,0.0494,0.0753,0.487,0.667,TOMM22
205717,348,-0.0634,0.102,0.487,0.667,USF3
54511,212,-0.0721,0.123,0.487,0.667,HMGCLL1
105370447,137,-0.076,0.134,0.487,0.667,NA
10081,455,-0.0586,0.0923,0.487,0.667,PDCD7
140456,72,0.082,0.163,0.487,0.667,ASB11
4849,952,0.0529,0.0814,0.487,0.667,CNOT3
54629,428,-0.0665,0.109,0.488,0.667,MINDY2
9318,1360,-0.0802,0.189,0.488,0.667,COPS2
114825,432,-0.0606,0.0964,0.488,0.667,PWWP2A
64147,96.4,-0.08,0.152,0.488,0.667,KIF9
78987,1110,0.0513,0.0785,0.488,0.668,CRELD1
8568,439,-0.0619,0.0993,0.488,0.668,RRP1
5514,853,0.0505,0.0773,0.488,0.668,PPP1R10
158135,91.7,0.0811,0.157,0.488,0.668,TTLL11
3958,1320,-0.0461,0.07,0.489,0.668,LGALS3
7111,4480,0.0406,0.0609,0.489,0.668,TMOD1
51082,1480,-0.0461,0.0701,0.489,0.668,POLR1D
101060321,116,-0.0778,0.143,0.489,0.668,TBC1D3G; TBC1D3B
23131,1380,0.0457,0.0692,0.489,0.669,GPATCH8
105379382,13.3,-0.0631,0.217,0.489,0.669,NA
5591,3510,0.0433,0.0652,0.489,0.669,PRKDC
29082,619,0.054,0.084,0.49,0.669,CHMP4A
79016,1410,0.051,0.0787,0.49,0.669,DDA1
55742,1540,-0.045,0.0683,0.49,0.669,PARVA
363,23.9,-0.0742,0.205,0.49,0.669,AQP6
1280,5530,-0.0477,0.0732,0.49,0.669,COL2A1
29122,38.2,-0.08,0.189,0.49,0.669,PRSS50
54916,330,-0.064,0.104,0.49,0.669,TMEM260
3455,194,-0.0744,0.131,0.49,0.669,IFNAR2
84154,433,-0.061,0.098,0.49,0.67,RPF2
100652772,253,0.0674,0.112,0.49,0.67,NA
105369957,8.6,-0.0531,0.223,0.491,NA,NA
107985020,13.8,0.0633,0.218,0.491,0.67,NA
105372055,47.9,-0.081,0.182,0.491,0.67,NA
101448202,507,-0.0567,0.0895,0.491,0.67,NA
8869,284,0.0653,0.107,0.491,0.671,ST3GAL5
285596,668,-0.0541,0.0848,0.491,0.671,FAM153A
105373785,17.2,-0.0667,0.214,0.491,0.671,NA
105373945,45.9,-0.0804,0.185,0.491,0.671,NA
6868,726,-0.054,0.0846,0.491,0.671,ADAM17
100506356,128,-0.0777,0.144,0.492,0.671,ARSD-AS1
112752,416,0.0594,0.0947,0.492,0.671,IFT43
102724562,23.6,-0.0724,0.207,0.492,0.671,NA
66035,420,0.0604,0.0968,0.492,0.671,SLC2A11
101929698,11.1,-0.0597,0.219,0.492,0.671,NA
79986,272,0.0712,0.122,0.492,0.671,ZNF702P
3172,108,-0.0786,0.148,0.492,0.671,HNF4A
105371764,17.9,0.0676,0.214,0.492,0.671,NA
25797,76.5,-0.081,0.164,0.492,0.671,QPCT
107985729,66.1,0.0813,0.17,0.492,0.671,NA
6601,1710,-0.0474,0.0728,0.492,0.671,SMARCC2
107986700,86,-0.0802,0.158,0.492,0.671,NA
54453,526,0.0554,0.087,0.493,0.671,RIN2
727866,1100,-0.0512,0.0798,0.493,0.672,FAM156B; FAM156A
57595,61.5,0.0812,0.179,0.493,0.672,PDZD4
27297,588,-0.056,0.0887,0.493,0.672,CRCP
257396,37.7,-0.0776,0.196,0.493,0.672,MOCS2-DT
105372709,31.9,-0.0777,0.195,0.493,0.672,NA
10456,1520,-0.0462,0.071,0.493,0.672,HAX1
79037,90.5,-0.0802,0.161,0.493,0.672,PVRIG
57410,2010,-0.0488,0.0757,0.493,0.672,SCYL1
51076,489,0.0589,0.0943,0.493,0.672,CUTC
150864,167,-0.0731,0.129,0.494,0.672,FAM117B
56833,19.9,0.0712,0.209,0.494,0.672,SLAMF8
100288198,354,0.0612,0.0995,0.494,0.673,HMGN3-AS1
100129540,23,0.0728,0.207,0.494,0.673,NA
100302137,9.13,0.0552,0.222,0.494,NA,MIR1914
54516,594,0.0554,0.0877,0.494,0.673,MTRF1L
54664,457,-0.0761,0.198,0.494,0.673,TMEM106B
91355,150,0.074,0.131,0.495,0.673,NA
23166,132,0.0757,0.137,0.495,0.673,STAB1
60528,1490,0.0461,0.071,0.495,0.674,ELAC2
105377021,45,0.0799,0.187,0.495,0.674,NA
102659353,43.2,0.0804,0.184,0.495,0.674,THRIL
152815,299,-0.0657,0.11,0.495,0.674,THAP6
105372245,15.2,0.0653,0.215,0.495,0.674,NA
79161,89.4,-0.0798,0.16,0.495,0.674,TMEM243
23019,3640,-0.0439,0.0669,0.495,0.674,CNOT1
51575,230,-0.0676,0.115,0.496,0.674,ESF1
56940,704,0.0528,0.0831,0.496,0.675,DUSP22
112268426,15.5,0.0655,0.215,0.496,0.675,NA
102723692,15.5,0.0654,0.215,0.496,0.675,NA
102724001,12.3,0.0613,0.218,0.496,0.675,NA
5209,1910,0.0483,0.075,0.496,0.675,PFKFB3
55435,159,-0.0746,0.136,0.496,0.675,AP1AR
54468,467,-0.0632,0.105,0.496,0.675,MIOS
9727,1710,-0.057,0.0917,0.496,0.675,RAB11FIP3
23510,778,0.0531,0.0853,0.496,0.675,KCTD2
56947,1440,-0.049,0.0765,0.496,0.675,MFF
64762,274,0.0645,0.107,0.496,0.675,GAREM1
57583,749,-0.0561,0.0899,0.496,0.675,TMEM181
10147,2270,0.0429,0.0656,0.496,0.675,SUGP2
3137,15.8,0.0662,0.214,0.496,0.675,NA
729,9.76,-0.053,0.222,0.497,NA,C6
51430,1770,-0.0542,0.0864,0.497,0.675,SUCO
107986871,32.7,-0.0761,0.197,0.497,0.675,NA
342979,16.1,-0.0653,0.214,0.497,0.675,PALM3
9197,341,-0.0614,0.101,0.497,0.676,SLC33A1
105377023,172,-0.0725,0.129,0.497,0.676,PDCD6IP-DT
968,68.3,0.0801,0.164,0.497,0.676,CD68
10588,209,-0.0684,0.117,0.497,0.676,MTHFS
3430,66.7,0.0802,0.166,0.497,0.676,IFI35
100289178,41.6,-0.079,0.187,0.497,0.676,GNG12-AS1
390916,219,-0.0679,0.116,0.497,0.676,NUDT19
105373304,13.6,-0.0627,0.216,0.498,0.676,NA
729096,59.1,0.081,0.172,0.498,0.676,NA
647042,102,-0.0773,0.147,0.498,0.676,GOLGA6L10
105373064,11.4,-0.0592,0.219,0.498,0.676,NA
144481,25.4,0.0742,0.203,0.498,0.676,SOCS2-AS1
63894,722,-0.0517,0.0823,0.498,0.676,VIPAS39
105377899,8.52,0.0514,0.223,0.498,NA,NA
341277,19.2,-0.0694,0.209,0.498,0.677,OVCH2
26123,856,-0.0504,0.0795,0.498,0.677,TCTN3
8379,642,-0.0567,0.0918,0.499,0.677,MAD1L1
3175,15.4,0.0645,0.215,0.499,0.677,ONECUT1
57541,409,-0.0593,0.0969,0.499,0.677,ZNF398
2632,4260,0.0463,0.072,0.499,0.677,GBE1
10959,2450,-0.0458,0.0722,0.499,0.677,TMED2
101928864,51,-0.0797,0.178,0.499,0.677,NA
100996738,11.1,-0.0579,0.22,0.499,0.677,NA
56128,25.9,0.0729,0.204,0.499,0.677,PCDHB8
107986473,38.8,-0.078,0.19,0.499,0.677,NA
105376806,379,-0.0597,0.0978,0.499,0.677,NA
50650,383,-0.0597,0.098,0.5,0.678,ARHGEF3
107984285,24.8,0.0732,0.204,0.5,0.678,NA
107986182,57.2,0.0799,0.178,0.5,0.678,NA
9851,411,-0.0596,0.0978,0.5,0.678,KIAA0753
6921,945,-0.0487,0.0767,0.5,0.678,ELOC
107984913,23.2,-0.0708,0.207,0.5,0.678,NA
7746,230,0.0671,0.115,0.5,0.678,ZSCAN9
6655,680,-0.0603,0.0995,0.5,0.678,SOS2
7417,5820,0.0442,0.0685,0.5,0.678,VDAC2
124245,781,-0.0551,0.0888,0.5,0.678,ZC3H18
647087,737,-0.0611,0.101,0.5,0.678,STMP1
390927,156,-0.0728,0.131,0.5,0.678,ZNF793
9897,936,0.0502,0.0796,0.5,0.678,WASHC5
105377743,12.3,0.0604,0.218,0.5,0.678,NA
3607,1090,0.0478,0.0754,0.5,0.678,FOXK2
100505832,65.9,0.0797,0.169,0.501,0.678,NA
1059,1300,-0.0589,0.0971,0.501,0.678,CENPB
64112,1690,-0.0429,0.0666,0.501,0.678,MOAP1
956,16.4,0.0662,0.213,0.501,0.678,ENTPD3
107985050,23.6,-0.0704,0.207,0.501,0.678,NA
115308161,25.1,0.0734,0.203,0.501,0.679,NA
79741,35,-0.0767,0.193,0.501,0.679,CCDC7
152007,216,-0.068,0.118,0.501,0.679,GLIPR2
26226,11.1,-0.0576,0.219,0.501,0.679,FBXW4P1
304,1030,-0.0517,0.0828,0.502,0.679,NA
11280,24.9,-0.0726,0.203,0.502,0.679,SCN11A
258010,96.8,-0.0774,0.152,0.502,0.679,SVIP
7903,10.7,-0.0559,0.22,0.502,0.679,ST8SIA4
84518,25.4,0.0735,0.202,0.502,0.68,CNFN
81876,2150,0.0493,0.0781,0.502,0.68,RAB1B
197370,578,-0.0544,0.088,0.502,0.68,NSMCE1
107987366,18.2,-0.066,0.212,0.502,0.68,NA
58499,700,-0.0549,0.0887,0.502,0.68,ZNF462
283788,483,-0.056,0.091,0.502,0.68,NA
283489,473,0.0623,0.104,0.502,0.68,CHAMP1
107984567,24.6,-0.0712,0.205,0.503,0.68,NA
6638,1500,-0.0452,0.0715,0.503,0.68,SNRPN
107986760,22,-0.0704,0.207,0.503,0.68,NA
284454,705,-0.0526,0.0846,0.503,0.68,NA
5222,13,0.0615,0.217,0.503,0.68,PGA5
84174,72,-0.079,0.175,0.503,0.68,SLA2
127002,262,0.0654,0.111,0.503,0.68,ATXN7L2
85369,1150,0.0493,0.0782,0.503,0.68,STRIP1
26504,576,0.0538,0.0867,0.503,0.68,CNNM4
101929469,30.6,0.0755,0.197,0.503,0.68,TEX52
55890,1800,0.05,0.0793,0.503,0.68,GPRC5C
79613,121,0.0754,0.142,0.503,0.68,TANGO6
51126,649,0.0529,0.0851,0.504,0.681,NAA20
5145,20.1,-0.0664,0.212,0.504,0.681,PDE6A
23161,646,-0.0655,0.113,0.504,0.681,SNX13
2157,60.1,0.0786,0.17,0.504,0.681,F8
1017,889,-0.0504,0.0806,0.504,0.681,CDK2
25917,610,0.0556,0.09,0.504,0.681,THUMPD3
728339,11.4,-0.0577,0.219,0.504,0.681,FRG1-DT
3475,814,-0.0495,0.0789,0.504,0.681,IFRD1
7472,35,-0.0757,0.194,0.504,0.681,WNT2
105374297,36.3,0.0769,0.192,0.505,0.681,NA
114791,501,0.0591,0.0978,0.505,0.681,TUBGCP5
64757,83.3,-0.0775,0.156,0.505,0.681,MTARC1
6795,73.1,-0.0783,0.163,0.505,0.682,AURKC
100507351,15.8,-0.0631,0.215,0.505,0.682,NA
105369161,16.7,-0.0653,0.212,0.505,0.682,NA
9282,1230,0.0469,0.0743,0.505,0.682,MED14
55967,1900,-0.0426,0.0671,0.505,0.682,NDUFA12
55284,251,-0.0701,0.126,0.505,0.682,UBE2W
112268423,9.8,0.0554,0.22,0.505,NA,NA
65258,344,0.0596,0.0994,0.505,0.682,MPPE1
3485,3790,-0.0494,0.0793,0.506,0.682,IGFBP2
22843,9.8,0.055,0.221,0.506,NA,PPM1E
143903,845,0.0517,0.0831,0.506,0.682,LAYN
55806,328,0.0635,0.108,0.506,0.682,HR
79792,211,-0.0697,0.125,0.506,0.682,GSDMD
3698,60.1,0.0788,0.171,0.506,0.682,ITIH2
441124,183,0.0695,0.123,0.506,0.683,NA
84916,1250,0.0487,0.0778,0.506,0.683,UTP4
389119,30.3,-0.073,0.2,0.506,0.683,INKA1
10286,616,-0.0572,0.0952,0.507,0.683,BCAS2
57691,143,-0.0765,0.152,0.507,0.683,KIAA1586
285359,35.1,0.0759,0.194,0.507,0.683,NA
84870,89.1,0.0772,0.155,0.507,0.683,RSPO3
7257,402,-0.0586,0.0977,0.507,0.683,TSNAX
55634,235,0.0661,0.115,0.507,0.684,KRBOX4
102724776,18.2,-0.0652,0.212,0.507,0.684,NA
4200,732,0.0536,0.0868,0.507,0.684,ME2
339829,22.4,-0.07,0.206,0.507,0.684,CCDC39
23261,843,-0.0493,0.0794,0.507,0.684,CAMTA1
26528,1450,-0.0464,0.0742,0.507,0.684,DAZAP1
10129,529,0.0545,0.0891,0.508,0.684,FRY
8228,463,0.0596,0.0997,0.508,0.684,PNPLA4
55071,50.4,0.0783,0.179,0.508,0.684,C9orf40
10818,502,-0.062,0.106,0.508,0.684,FRS2
222487,131,0.0739,0.139,0.508,0.684,ADGRG3
1374,967,0.0478,0.0766,0.508,0.684,CPT1A
84285,475,0.0575,0.0953,0.508,0.684,EIF1AD
64794,267,0.0633,0.108,0.508,0.684,DDX31
10893,243,-0.0648,0.112,0.508,0.684,MMP24
285440,70.5,-0.0777,0.163,0.508,0.684,CYP4V2
4628,4660,0.0372,0.058,0.508,0.684,MYH10
6728,522,-0.0577,0.0962,0.508,0.684,SRP19
55691,479,-0.0551,0.0907,0.508,0.684,FRMD4A
100506451,88.5,-0.0765,0.153,0.508,0.684,NA
400761,20.9,0.0691,0.208,0.508,0.684,NA
144608,20,0.0674,0.21,0.508,0.684,C12orf60
9734,305,-0.0615,0.105,0.508,0.684,HDAC9
256236,15.5,-0.0611,0.216,0.509,0.684,NA
100288069,81.3,0.0777,0.162,0.509,0.684,NA
5175,43.5,0.0774,0.185,0.509,0.684,PECAM1
50862,583,0.0537,0.0878,0.509,0.685,RNF141
79631,757,0.0518,0.085,0.509,0.685,EFL1
107984661,242,0.0653,0.113,0.509,0.685,NA
57111,1050,-0.0482,0.0778,0.509,0.685,RAB25
23398,545,0.0575,0.0958,0.509,0.685,PPWD1
105374013,207,-0.0677,0.121,0.509,0.685,NA
105373553,29.7,-0.0739,0.197,0.509,0.685,NA
79414,239,0.0654,0.114,0.51,0.685,LRFN3
23609,867,0.0491,0.0793,0.51,0.686,MKRN2
51281,137,0.0735,0.139,0.51,0.686,ANKMY1
11281,69.2,-0.0773,0.165,0.51,0.686,POU6F2
3382,506,0.0554,0.0918,0.511,0.686,ICA1
221060,23.1,-0.0699,0.205,0.511,0.686,RPP38-DT
113251,619,-0.0567,0.0949,0.511,0.687,LARP4
101927954,10.1,0.0554,0.22,0.511,NA,NA
54726,688,0.0551,0.0914,0.511,0.687,OTUD4
9589,1070,-0.0534,0.0886,0.511,0.687,WTAP
100507098,38.7,0.076,0.189,0.511,0.687,NA
150709,32.5,-0.0738,0.195,0.511,0.687,ANKAR
90485,26.7,0.072,0.201,0.512,0.687,ZNF835
105371729,155,-0.0698,0.128,0.512,0.688,NA
115253422,313,-0.0662,0.118,0.512,0.688,DUS4L-BCAP29
9908,3950,0.0457,0.0728,0.512,0.688,G3BP2
23158,346,0.0585,0.099,0.512,0.688,TBC1D9
25992,323,0.0607,0.103,0.512,0.688,SNED1
79228,541,0.0567,0.0949,0.512,0.688,THOC6
100506474,23.4,-0.0701,0.204,0.512,0.688,NA
653,6810,-0.0404,0.0643,0.512,0.688,BMP5
85865,235,-0.0694,0.127,0.512,0.688,GTPBP10
9898,3140,-0.0398,0.0632,0.512,0.688,UBAP2L
11054,1540,0.0524,0.0858,0.512,0.688,OGFR
79092,69.9,0.0771,0.164,0.513,0.688,CARD14
11171,1870,0.043,0.0689,0.513,0.688,STRAP
8036,874,-0.0582,0.0986,0.513,0.688,SHOC2
8714,45.3,-0.0766,0.182,0.513,0.688,ABCC3
64427,610,-0.0509,0.0839,0.513,0.689,TTC31
126069,33.5,-0.0744,0.193,0.513,0.689,ZNF491
5110,1510,-0.0481,0.0784,0.514,0.69,PCMT1
84364,2310,0.0444,0.0719,0.514,0.69,ARFGAP2
9665,964,-0.0496,0.0814,0.514,0.69,MARF1
54436,72.5,-0.0764,0.161,0.514,0.69,SH3TC1
116092,457,0.0555,0.0929,0.514,0.69,DNTTIP1
148203,279,-0.0651,0.116,0.514,0.69,ZNF738
1285,48.8,-0.0764,0.18,0.515,0.69,COL4A3
646396,57.3,0.0772,0.172,0.515,0.69,NA
2791,28.2,0.0705,0.203,0.515,0.69,GNG11
255374,34.2,0.0748,0.192,0.515,0.69,MBLAC1
5523,737,-0.0518,0.0858,0.515,0.69,PPP2R3A
401541,152,-0.0702,0.131,0.515,0.69,CENPP
1010,14.6,-0.0612,0.215,0.515,0.69,CDH12
344905,14.2,-0.0604,0.215,0.515,0.69,ATP13A5
51143,831,0.0502,0.0825,0.515,0.69,DYNC1LI1
55454,253,-0.064,0.113,0.515,0.69,CSGALNACT2
57544,74.6,-0.0764,0.163,0.515,0.69,TXNDC16
107987063,112,-0.0733,0.143,0.515,0.69,NA
654466,10.1,0.0543,0.22,0.515,NA,NA
100526737,837,0.048,0.0785,0.515,0.691,RBM14-RBM4
51307,1700,0.0411,0.066,0.516,0.691,FAM53C
5871,302,0.0648,0.114,0.516,0.691,MAP4K2
100507634,10.5,0.0554,0.219,0.516,0.691,NA
100652999,124,-0.0731,0.143,0.516,0.691,ATF7-AS1
57171,308,0.0601,0.104,0.516,0.691,DOLPP1
51523,1510,-0.0475,0.0777,0.516,0.691,CXXC5
7295,1240,-0.0443,0.072,0.516,0.691,TXN
11214,3300,0.0436,0.0699,0.516,0.691,AKAP13
65987,28.4,0.0724,0.198,0.516,0.692,KCTD14
51301,61.5,0.0767,0.177,0.516,0.692,GCNT4
28957,441,0.0556,0.0938,0.517,0.692,MRPS28
1736,797,-0.0479,0.0788,0.517,0.692,DKC1
54700,857,0.0493,0.0812,0.517,0.692,RRN3
51249,667,-0.0518,0.0864,0.517,0.692,TMEM69
2230,372,0.059,0.101,0.517,0.692,FDX1
187,28.4,0.0722,0.198,0.517,0.692,APLNR
10900,13.3,0.0589,0.217,0.517,0.692,RUNDC3A
84166,9.94,0.0489,0.223,0.517,NA,NLRC5
441263,63.8,0.0765,0.17,0.517,0.693,DTX2P1-UPK3BP1-PMS2P11
2631,2810,0.0439,0.0712,0.518,0.693,NIPSNAP2
144402,169,-0.0683,0.127,0.518,0.693,CPNE8
3756,20.2,-0.0658,0.209,0.518,0.693,KCNH1
80222,655,0.0506,0.0841,0.518,0.693,TARS2
107987299,28.7,0.0723,0.197,0.518,0.693,NA
100128640,35.7,0.0736,0.193,0.518,0.694,ACVR2B-AS1
29765,13.6,0.0597,0.216,0.518,0.694,TMOD4
121665,1380,-0.0439,0.0717,0.519,0.694,SPPL3
54857,15.2,0.0598,0.216,0.519,0.694,GDPD2
1677,79.1,-0.0751,0.16,0.519,0.694,DFFB
5580,234,0.0632,0.112,0.519,0.694,PRKCD
1286,104,-0.0735,0.148,0.519,0.694,COL4A4
84549,348,-0.0572,0.0984,0.519,0.694,MAK16
1828,16.7,-0.0621,0.213,0.52,0.695,DSG1
160518,1180,-0.0468,0.0778,0.52,0.695,DENND5B
105378675,19.3,0.064,0.211,0.52,0.695,NA
105372098,21.4,-0.0655,0.209,0.52,0.695,NA
388403,974,0.0479,0.0793,0.52,0.695,YPEL2
824,2950,0.0375,0.0606,0.52,0.695,CAPN2
101929356,24.6,-0.0648,0.209,0.52,0.695,NA
92335,453,-0.0557,0.0953,0.52,0.695,STRADA
100996842,179,0.068,0.126,0.52,0.695,MPDU1-AS1
102723566,38.1,0.074,0.19,0.52,0.695,NA
105375740,54.3,-0.0756,0.174,0.52,0.695,NA
25821,369,-0.0611,0.108,0.521,0.695,MTO1
9363,90,0.0745,0.153,0.521,0.695,RAB33A
101930100,18.5,0.0651,0.21,0.521,0.695,NA
56139,371,-0.0576,0.0995,0.521,0.695,PCDHA10
51303,157,-0.0698,0.133,0.521,0.695,FKBP11
112268088,18.1,0.0647,0.21,0.521,0.695,NA
127700,147,0.0705,0.135,0.521,0.696,OSCP1
57680,1570,-0.0439,0.0722,0.521,0.696,CHD8
