ID,Description,direction,cam_FDR,fg_FDR,fgsea_NES,agreement_source,agreement_mode_used,agreement_relaxed_fdr_used,agreement_topn_used
WP710,DNA damage response only ATM dependent,Down,0.6665817325168194,0.7641142456632206,-0.94958414333644,topn,relax_fdr_then_topn,0.2,50
WP4352,Ciliary landscape,Up,0.6901168565520823,0.7388040042149631,0.9851244002913194,topn,relax_fdr_then_topn,0.2,50
WP4217,Ebola virus infection in host,Down,0.6921801967655659,0.713685152057245,-1.105266681409972,topn,relax_fdr_then_topn,0.2,50
WP2380,Brain derived neurotrophic factor BDNF signaling,Down,0.6921801967655659,0.728380325169788,-1.0730153660284705,topn,relax_fdr_then_topn,0.2,50
WP1984,Integrated breast cancer pathway,Down,0.6921801967655659,0.7376283846872081,-1.0105309541934044,topn,relax_fdr_then_topn,0.2,50
WP2005,miR targeted genes in muscle cell,Up,0.6921801967655659,0.7641142456632206,0.9253072678732746,topn,relax_fdr_then_topn,0.2,50
WP2059,Alzheimer 39 s disease and miRNA effects,Down,0.6921801967655659,0.9016135379771744,-0.7197148018006684,topn,relax_fdr_then_topn,0.2,50
WP5124,Alzheimer 39 s disease,Down,0.6921801967655659,0.9016135379771744,-0.7197148018006684,topn,relax_fdr_then_topn,0.2,50
WP2003,miR targeted genes in leukocytes,Up,0.6921801967655659,0.913614858945155,0.6431628351655385,topn,relax_fdr_then_topn,0.2,50
WP5434,Cancer pathways,Down,0.7014585047952667,0.6530133859724878,-1.2016063554740672,topn,relax_fdr_then_topn,0.2,50
WP4290,Metabolic reprogramming in colon cancer,Down,0.7014585047952667,0.6530133859724878,-1.2291040792804215,topn,relax_fdr_then_topn,0.2,50
WP5426,HDAC6 interactions in the central nervous system,Down,0.7014585047952667,0.7376283846872081,-1.0282257142132871,topn,relax_fdr_then_topn,0.2,50
WP5473,Cytokine cytokine receptor interaction,Down,0.7014585047952667,0.7376283846872081,-1.0019922515108743,topn,relax_fdr_then_topn,0.2,50
WP536,Calcium regulation in cardiac cells,Up,0.7014585047952667,0.7641142456632206,0.8857375212027349,topn,relax_fdr_then_topn,0.2,50
WP1403,AMP activated protein kinase signaling,Down,0.7014585047952667,0.8029760936737681,-0.8401817145887043,topn,relax_fdr_then_topn,0.2,50
WP477,Cytoplasmic ribosomal proteins,Down,0.7014585047952667,0.8047538200339559,-0.8624372114893855,topn,relax_fdr_then_topn,0.2,50
WP4963,p53 transcriptional gene network,Up,0.7147528660594391,0.4251516159869812,1.575949195529127,topn,relax_fdr_then_topn,0.2,50
WP138,Androgen receptor signaling,Down,0.8059448712739847,0.728380325169788,-1.0692841913843651,topn,relax_fdr_then_topn,0.2,50
WP4673,Male infertility,Down,0.8345553443466727,0.7641142456632206,-0.882797955662198,topn,relax_fdr_then_topn,0.2,50
WP2006,miR targeted genes in squamous cell,Up,0.8480423693048093,0.8095711869465725,0.8221754641528973,topn,relax_fdr_then_topn,0.2,50
WP3888,VEGFA VEGFR2 signaling,Down,0.8867814691917908,0.7376283846872081,-0.9974112067029246,topn,relax_fdr_then_topn,0.2,50
WP3391,Senescence associated secretory phenotype SASP,Down,0.9585091577685004,0.713685152057245,-1.0978461189566489,topn,relax_fdr_then_topn,0.2,50
WP4874,CAMKK2 pathway,Down,0.9585091577685004,0.7641142456632206,-0.9105019471250329,topn,relax_fdr_then_topn,0.2,50
WP5316,Primary ovarian insufficiency,Down,0.9585091577685004,0.8095711869465725,-0.8259132813229625,topn,relax_fdr_then_topn,0.2,50
WP4223,Ras signaling,Down,0.9585091577685004,0.8142496184924826,-0.8205917194165719,topn,relax_fdr_then_topn,0.2,50
WP4396,Nonalcoholic fatty liver disease,Down,0.9585091577685004,0.9016135379771744,-0.7178546563082091,topn,relax_fdr_then_topn,0.2,50
WP2431,Spinal cord injury,Up,0.9682940011188192,0.7334855403348554,1.0468076895998606,topn,relax_fdr_then_topn,0.2,50
WP3594,Circadian rhythm genes,Down,0.9682940011188192,0.7641142456632206,-0.897093878929081,topn,relax_fdr_then_topn,0.2,50
WP5420,ADHD and autism ASD pathways,Up,0.9682940011188192,0.8142496184924826,0.8166122583115619,topn,relax_fdr_then_topn,0.2,50
