ID,Description,direction,cam_FDR,fg_FDR,fgsea_NES,agreement_source,agreement_mode_used,agreement_relaxed_fdr_used,agreement_topn_used
WP4666,Hepatitis B infection,Down,0.10275430194542504,0.3073352141431498,-1.6113511094822104,topn,relax_fdr_then_topn,0.2,50
WP5345,1p36 copy number variation syndrome,Down,0.10275430194542504,0.3073352141431498,-1.4897170027946842,topn,relax_fdr_then_topn,0.2,50
WP5083,Neuroinflammation and glutamatergic signaling,Down,0.2612900261949675,0.3073352141431498,-1.7301750269955332,topn,relax_fdr_then_topn,0.2,50
WP481,Insulin signaling,Down,0.2612900261949675,0.3073352141431498,-1.6478853929067034,topn,relax_fdr_then_topn,0.2,50
WP2446,Retinoblastoma gene in cancer,Up,0.5640456364413733,0.4521413064929939,1.54409590291477,topn,relax_fdr_then_topn,0.2,50
WP411,mRNA processing,Up,0.5640456364413733,0.5966461853558628,1.3962310927299475,topn,relax_fdr_then_topn,0.2,50
WP2884,NRF2 pathway,Down,0.5933648942956924,0.3073352141431498,-1.6951918899313814,topn,relax_fdr_then_topn,0.2,50
WP2882,Nuclear receptors meta pathway,Down,0.5933648942956924,0.3408656441387413,-1.5843938215794071,topn,relax_fdr_then_topn,0.2,50
WP702,Metapathway biotransformation Phase I and II,Down,0.5933648942956924,0.4521413064929939,-1.50275588756562,topn,relax_fdr_then_topn,0.2,50
WP35,G protein signaling,Down,0.5933648942956924,0.5966461853558628,-1.419308224697371,topn,relax_fdr_then_topn,0.2,50
WP5546,22q11 2 distal CNV,Up,0.5933648942956924,0.5966461853558628,1.4248906511460264,topn,relax_fdr_then_topn,0.2,50
WP4321,Thermogenesis,Down,0.5933648942956924,0.6530133859724878,-1.233053094974674,topn,relax_fdr_then_topn,0.2,50
WP314,Fas ligand pathway and stress induction of heat shock proteins,Down,0.5933648942956924,0.6530133859724878,-1.257033720149376,topn,relax_fdr_then_topn,0.2,50
WP3915,Angiopoietin like protein 8 regulatory pathway,Down,0.5933648942956924,0.6530133859724878,-1.3304323271844745,topn,relax_fdr_then_topn,0.2,50
WP3932,Focal adhesion PI3K Akt mTOR signaling,Down,0.5933648942956924,0.6530133859724878,-1.2046631735916773,topn,relax_fdr_then_topn,0.2,50
WP4205,MET in type 1 papillary renal cell carcinoma,Down,0.5933648942956924,0.6530133859724878,-1.2164999554540512,topn,relax_fdr_then_topn,0.2,50
WP2880,Glucocorticoid receptor pathway,Down,0.5933648942956924,0.6530133859724878,-1.3003657394253871,topn,relax_fdr_then_topn,0.2,50
WP4905,1q21 1 copy number variation syndrome,Up,0.5933648942956924,0.6530133859724878,1.3301401239175692,topn,relax_fdr_then_topn,0.2,50
WP5115,Network map of SARS CoV 2 signaling,Down,0.5933648942956924,0.6733663053772494,-1.1653301742551505,topn,relax_fdr_then_topn,0.2,50
WP4172,PI3K Akt signaling,Down,0.5933648942956924,0.6733663053772494,-1.1503800170939822,topn,relax_fdr_then_topn,0.2,50
WP2004,miR targeted genes in lymphocytes,Up,0.5933648942956924,0.7084091051608452,1.0605232376818805,topn,relax_fdr_then_topn,0.2,50
WP111,Electron transport chain OXPHOS system in mitochondria,Up,0.5933648942956924,0.7334855403348554,1.0394346653464936,topn,relax_fdr_then_topn,0.2,50
WP5087,Pleural mesothelioma,Down,0.6413906449743496,0.6990819610070037,-1.098549315742423,topn,relax_fdr_then_topn,0.2,50
WP5355,Metabolic epileptic disorders,Down,0.6532831319260396,0.6733663053772494,-1.1744452283357305,topn,relax_fdr_then_topn,0.2,50
WP306,Focal adhesion,Down,0.6665817325168194,0.5966461853558628,-1.3516919585934724,topn,relax_fdr_then_topn,0.2,50
WP437,EGF EGFR signaling,Down,0.6665817325168194,0.5966461853558628,-1.3928027689328475,topn,relax_fdr_then_topn,0.2,50
WP4803,Ciliopathies,Down,0.6665817325168194,0.6406678592725105,-1.3745110974846997,topn,relax_fdr_then_topn,0.2,50
WP4263,Pancreatic adenocarcinoma pathway,Down,0.6665817325168194,0.6530133859724878,-1.2366985742056156,topn,relax_fdr_then_topn,0.2,50
WP3929,Chemokine signaling,Down,0.6665817325168194,0.6530133859724878,-1.232116765205127,topn,relax_fdr_then_topn,0.2,50
WP2877,Vitamin D receptor pathway,Up,0.6665817325168194,0.6530133859724878,1.229438735496306,topn,relax_fdr_then_topn,0.2,50
WP51,Regulation of actin cytoskeleton,Down,0.6665817325168194,0.6733663053772494,-1.177573378408433,topn,relax_fdr_then_topn,0.2,50
WP4018,Clear cell renal cell carcinoma pathways,Down,0.6665817325168194,0.6759358288770053,-1.1483660123939046,topn,relax_fdr_then_topn,0.2,50
WP2525,Trans sulfuration one carbon metabolism and related pathways,Down,0.6665817325168194,0.713685152057245,-1.1004038527962765,topn,relax_fdr_then_topn,0.2,50
WP4262,Breast cancer pathway,Down,0.6665817325168194,0.7376283846872081,-1.0249758068426398,topn,relax_fdr_then_topn,0.2,50
WP4630,Measles virus infection,Down,0.6665817325168194,0.7406413569204267,-0.9789174627908888,topn,relax_fdr_then_topn,0.2,50
WP289,Myometrial relaxation and contraction pathways,Down,0.6665817325168194,0.7641142456632206,-0.9260315545202578,topn,relax_fdr_then_topn,0.2,50
