ID,Description,p.adjust,k,K,enr_ratio,geneID
GO:0032496,response to lipopolysaccharide,1.2861168907969452e-7,80,214,1.9177048977996587,AKAP12/ARID5A/C2/CAPN2/CASP1/CASP7/CCL2/CCL28/CD14/CD40/CD68/CEBPB/CITED1/CLDN1/CNR1/COL6A1/CPS1/CSF2RB/CX3CL1/CXCL5/CYP1A1/E2F1/EPHB2/F2R/FOS/GJB2/GJB6/GPX1/GSTP1/HCK/HMGB2/HSF1/IL12RB2/IL18/IL1B/IRAK4/LGALS9/LY96/LYN/MAOB/MAP2K3/MAPK8/MAPKAPK2/MGST2/MTDH/MYD88/NFKB2/NOS2/NOS3/NQO1/NR1D1/NR4A1/PCK2/PLSCR4/PRKCE/PTPN6/RELA/RPL13A/RPS6KB1/SERPINE1/SMAD6/SOD2/TAB2/THBD/TICAM1/TICAM2/TLR2/TLR4/TLR5/TLR9/TNFAIP3/TNFRSF1B/TNIP2/TNIP3/TREM2/TRIM5/TSPO/VCAM1/VIM/XBP1
GO:0002274,myeloid leukocyte activation,5.050876885614758e-7,59,145,2.0873225896222833,AIF1/C1QA/CAMK4/CD300A/CD74/CD93/CLU/CNR1/CSF1/CTSC/CX3CL1/F2RL1/FCER1G/FCGR3A/FGR/GRP/HAMP/HSPD1/IL16/IL18/IL4R/ITGB2/ITGB8/KARS1/LAT2/LGALS9/LRRK2/LTBR/LYN/MFHAS1/MT1G/MYD88/NECTIN2/NMI/NOTCH2/NR1D1/PLA2G4A/PLSCR1/PRKCD/PRKCE/PTPN6/RAC2/RASGRP1/SPI1/STXBP2/SYT11/TGFB1/TICAM1/TLR2/TLR3/TLR4/TLR9/TNIP2/TRAF3IP2/TREM2/TYROBP/VAMP2/VAMP8/VSIG4
GO:0042060,wound healing,9.213771875497766e-7,89,257,1.776488690831337,ADRA2A/ANGPT1/ANGPTL1/ANGPTL4/ANO6/ANXA2/ANXA5/CASP7/CCN1/CD40/CD44/CD59/CDKN1A/CLASP2/CLDN1/CLIC1/CNN2/CX3CL1/CYP4F11/DDR2/DUOX1/ENG/EPHB2/ERBB2/EXT1/F2R/F2RL1/F3/F7/FCER1G/FERMT2/FERMT3/FGF2/FLNA/FZD7/GNA12/GNA13/GPR4/GPX1/HBB/HIF1A/HMOX1/HTR2A/IL6ST/ITGA5/ITPR3/KANK1/LMAN1/LYN/MERTK/MYOF/NFATC1/NFE2L2/NOS3/NOTCH2/PAK1/PLA2G4A/PLAUR/PLEC/PLEK/PLSCR1/PPP3CA/PRKCD/PRKCE/PRKCQ/PTPN6/RAB27A/RHOC/S100A10/SCRIB/SERPINA1/SERPINE1/SERPING1/SLC12A2/SLC7A11/SYT11/SYTL4/TGFB1/TGFB2/THBD/TIMP1/TLN1/TLR4/TNFAIP3/TYRO3/VAV3/WAS/XBP1/YAP1
GO:0002460,adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,9.96621158287514e-7,69,183,1.9342097350348195,ARID5A/BCL3/BCL6/C1QA/C1QB/C1QC/C1R/C1S/C2/C4A/C4B/CD4/CD40/CD74/CFI/CLU/CSF2RB/CTSC/EBI3/EPHB2/FCER1G/FCGR1A/FCGR2A/FCGR3A/HLA-A/HLA-B/HLA-C/HLA-DRA/HLA-DRB1/HSPD1/ICAM1/IL18/IL18R1/IL1B/IL1R1/IL4R/IL6ST/IRF7/LIG4/MICA/MR1/MYD88/NECTIN2/NFKB2/OPA1/PKN1/PLA2G4A/PPP3CB/PRKCD/PRKCQ/PTPN6/RAB27A/RIF1/SEMA4A/SERPING1/SOCS3/STAT3/STAT5A/TCIRG1/TGFB1/TLR4/TNFAIP3/TNFRSF1B/TNFSF13/TRAF3IP2/TREM2/UNC93B1/UNG/WAS
GO:0002443,leukocyte mediated immunity,2.8950952749967257e-6,79,225,1.801151055677835,ARID5A/BCL3/BCL6/BST2/C1QA/C1QB/C1QC/C1R/C1S/C2/C4A/C4B/CD300A/CD40/CD74/CFI/CLU/CSF2RB/CTSC/DHX36/F2RL1/FCER1G/FCGR1A/FCGR2A/FCGR3A/FGR/GRP/HLA-A/HLA-B/HLA-C/HLA-DRA/HLA-DRB1/HSPD1/ICAM1/IL18/IL18R1/IL1B/IL1R1/IL4R/IRAK4/IRF7/ITGB2/LAT2/LGALS9/LIG4/LYN/MICA/MR1/MYD88/NDST2/NECTIN2/NOS2/PPP3CB/PRKCD/PTPN6/RAB27A/RAC2/RASGRP1/RIF1/SERPING1/SPI1/STXBP2/TCIRG1/TGFB1/TICAM1/TLR3/TLR4/TLR9/TNFRSF1B/TNFSF13/TRAF3IP2/TREM2/TYROBP/UNC93B1/UNG/VAMP2/VAMP8/WAS/WDR1
GO:0002768,immune response-regulating cell surface receptor signaling pathway,4.0177346097523755e-6,70,193,1.8605712026579588,C3AR1/CACNB3/CACNB4/CD14/CD22/CD2AP/CD300A/CD40/CD47/CYBA/DUSP3/EZR/F2RL1/FCER1G/FCGR1A/FCGR2A/FCGR3A/FGR/FPR1/FYN/GBP1/HCK/HLA-A/HLA-DPB1/HLA-DRB1/IRAK4/ITPRIPL1/KCNN4/LAT2/LGALS3/LY96/LYN/MAP2K4/MAPK8/MFHAS1/MICB/MYD88/NECTIN2/NFATC2/NMI/NOS2/NR1D1/PAK1/PAK3/PIK3AP1/PLSCR1/PRKCB/PRKCD/PRKCE/PRKCQ/PRKD2/PTPN6/RELA/RPS3/SH2B2/SLC39A10/SQSTM1/TBK1/THY1/TICAM1/TICAM2/TLR2/TLR4/TLR5/TNFAIP3/TNIP2/TNIP3/TREM2/TYROBP/VAV3
GO:0042742,defense response to bacterium,8.372545827289275e-6,47,114,2.114942528735632,ADAMTS5/ADGRB1/BCL3/CASP1/CASP4/CASP7/CD4/CEBPB/CYBA/F2RL1/FAU/FCER1G/FCGR1A/FGR/GBP1/GSDMD/H2BC21/HAMP/HLA-A/HMGB2/HP/IL18/IL1B/KLK5/LYZ/MICA/MMRN2/MR1/MYD88/NOS2/NOTCH2/PRKCD/RPS19/S100A9/SEH1L/SERPINE1/SHC1/SYT11/TAB2/TBK1/TLR2/TLR3/TLR4/TLR9/TNFRSF1A/TREM2/VIP
GO:0042330,taxis,8.372545827289275e-6,85,254,1.716685634398415,ABCC1/ACKR3/AIF1/ALKBH1/AMOT/ANGPT1/ANO6/ATOH7/C3AR1/CCL2/CCL28/CCN1/CCR1/CD74/CH25H/CSF1/CSF3R/CX3CL1/CXADR/CXCL16/CXCL5/DUSP3/EGR3/ENG/ENPP2/F2RL1/F3/F7/FCER1G/FGF2/FGFR1/FPR1/HGF/HMGB2/HSD3B7/IL16/IL1B/ITGA9/ITGB2/LGALS3/LGALS9/LGMN/LYN/MAP2K1/MDK/MET/MSMP/MYCBP2/NR4A1/NRP1/PARVA/PERP/PIK3C2G/PLAUR/PLEC/PRKCD/PRKCQ/PRKD2/RAB13/RAC2/RHO/ROBO2/ROBO3/RPL13A/RPS19/S100A9/SCRIB/SEMA3F/SEMA4A/SEMA4D/SEMA5B/SEMA7A/SERPINE1/SLC12A2/SLIT1/STX3/TGFB1/TGFB2/TMSB4X/TREM2/TRPM2/TUBB2B/TYMP/VAV3/VCAM1
GO:0006816,calcium ion transport,1.601903087850453e-5,84,254,1.696489332817257,ADCYAP1R1/ADRA2A/AKAP6/ANO6/ANXA6/ATP2A2/ATP2B1/ATP2B2/CACNA1B/CACNA1F/CACNA1G/CACNA1H/CACNA1S/CACNA2D1/CACNA2D2/CACNA2D3/CACNB1/CACNB3/CACNB4/CACNG3/CAMK2B/CCL2/CCR1/CD4/CDH23/CDK5/CHRNA4/CRH/CUL5/CX3CL1/CYBA/DRD2/EPB41/F2R/FGF2/FLNA/FYN/GNAI2/GRIN2A/GRIN2B/HAP1/HOMER1/HTR2A/IL16/ITPR3/KCNN4/LGALS3/LYN/MCHR1/NOS1AP/NOS3/NPPA/NTSR1/P2RX2/P2RX5/PLCB1/PLCB4/PLCH2/PLCL1/PLN/PML/PPP3CA/PPP3CB/PRKCB/PRKCE/PTPN6/RAMP1/RGS4/RGS9/RYR2/SLC3A2/SLC8A3/SLN/SPG7/STAC2/TGFB1/THY1/TLR9/TRPA1/TRPC3/TRPM2/TSPO/UCP2/WFS1
GO:0045088,regulation of innate immune response,1.6155221125926974e-5,86,262,1.6838473730488983,BANF1/CASP1/CD14/CD300A/CFH/CPT1A/CYBA/DRD2/DTX4/F2RL1/FGR/FYN/HCK/HLA-A/HLA-B/HMGB2/HSPA1A/HSPA1B/HSPD1/IFI16/IRAK4/IRF1/IRF7/ITCH/LATS2/LGALS9/LY96/LYN/MAP2K6/MAPK8/MAPKAPK2/MFHAS1/MICA/MYD88/NECTIN2/NFE2L2/NMI/NONO/NR1D1/OGT/PAK1/PAK3/PARP14/PARP9/PCBP2/PIK3AP1/PIM1/PLSCR1/PPP2CA/PRKCE/PTPN6/RASGRP1/RBM47/RELA/RNF135/RPS19/RTN4/S100A9/SAMHD1/SEC14L1/SERPING1/SPI1/SQSTM1/TBK1/TGFB1/TICAM1/TICAM2/TIFA/TLR2/TLR3/TLR4/TLR5/TLR9/TNFAIP3/TNIP2/TNIP3/TREM2/TRIM25/TRIM5/TYRO3/TYROBP/UNC93B1/USP15/VSIG4/YTHDF3/ZC3HAV1
GO:0010959,regulation of metal ion transport,1.949365151114357e-5,77,228,1.7324529224749323,ADCYAP1R1/ADORA1/ADRA2A/ADRB2/AHCYL1/AKAP6/AKAP9/ANK3/ANO6/ATP2B1/CACNA1F/CACNA2D1/CACNB1/CACNB3/CACNB4/CAMK2B/CCL2/CCR1/CD4/CD63/CRH/CX3CL1/CYBA/DRD2/EPB41/F2R/FLNA/FYN/GNAI2/GPD1L/GRP/HAMP/HAP1/HEPH/HOMER1/HTR2A/IL16/KCNA5/KCNAB1/KCNIP3/KCNJ2/KCNN4/KCNQ1/LGALS3/LYN/MCHR1/NEDD4L/NOS1AP/NOS3/NPPA/NTSR1/P2RX2/P2RX5/PLN/PML/PPP3CA/PPP3CB/PRKCE/PTPN6/RGS4/RGS7/RGS9/RYR2/SCN3B/SCN5A/SLN/SPG7/STAC2/TGFB1/THY1/TLR9/TREM2/TRPC3/TSPO/UCP2/VAMP2/WFS1
GO:0070661,leukocyte proliferation,4.415133263330971e-5,72,213,1.7340373864610996,AIF1/BCL6/BST2/CCND3/CD22/CD300A/CD40/CD74/CDKN1A/CEBPB/CLU/CNN2/CSF1/CSF2RB/CX3CL1/EBI3/EPHB2/ERBB2/F2RL1/FCGR3A/FYN/GJA1/GSTP1/HLA-A/HLA-DPA1/HLA-DPB1/HLA-DRB1/HSPD1/IL18/IL1B/IL6ST/IMPDH2/IRF1/ITCH/LGALS3/LGALS9/LYN/MSN/MYD88/NFATC2/NMB/NPR3/PKN1/PNP/PPP3CA/PPP3CB/PRKCD/PRKCQ/PTPN6/RAC2/RASGRP1/RASSF5/RPS3/SCRIB/SLC39A10/TBK1/TCF3/TCIRG1/TGFB1/TICAM1/TLR4/TLR9/TNFAIP3/TNFRSF1B/TNFSF13/TP53/TREM2/TYROBP/VAV3/VCAM1/VSIG4/VSIR
GO:0006959,humoral immune response,7.441797244924399e-5,38,91,2.1421395918828052,BCL3/C1QA/C1QB/C1QC/C1R/C1S/C2/C4A/C4B/CCL2/CCL28/CD59/CFB/CFH/CFI/CLU/CX3CL1/CXCL5/EBI3/FAU/H2BC21/HAMP/HLA-A/HLA-DRB1/IL1B/KLK5/LGALS3/LYZ/NOTCH2/PTPN6/RPS19/S100A9/SERPING1/TFE3/TRAF3IP2/TREM2/VIP/VSIG4
GO:0050878,regulation of body fluid levels,7.757351836068604e-5,75,228,1.6874541452677916,ADORA1/ADRA2A/ANGPT1/ANGPTL1/ANGPTL4/ANO6/ANXA2/ANXA5/AQP3/AQP4/CD40/CD59/CELSR2/CHRM3/CLIC1/CYBA/CYP4F11/DRD2/EGFR/EPHB2/EXT1/F2R/F2RL1/F3/F7/FCER1G/FERMT3/FLNA/GJA1/GNA12/GNA13/GNAI2/HBB/HIF1A/HTR2A/HTR4/IL6ST/ITPR3/KCNN4/LMAN1/LYN/MERTK/NFE2L2/NOS3/NPR3/OXTR/PLA2G4A/PLAUR/PLEK/PLSCR1/PPP3CA/PRICKLE1/PRKCD/PRKCE/PRKCQ/PTPN6/RAB27A/SERPINA1/SERPINE1/SERPING1/SLC29A1/SLC7A11/SOCS2/STAT5A/THBD/TLN1/TLR4/TRAF3IP2/TYRO3/VAMP8/VAV3/VIP/WAS/WFS1/XBP1
GO:0034341,response to type II interferon,8.37262313610812e-5,34,78,2.2360930827548584,AIF1/AQP4/BST2/CALCOCO2/CASP1/CCL2/CD40/CD47/CD74/CITED1/CLDN1/CXCL16/EPRS1/GBP1/HCK/HLA-DPA1/IFITM1/IFITM2/IFITM3/IRF1/LGALS9/NOS2/PARP14/PARP9/PIM1/RPL13A/RPS6KB1/STXBP4/TLR2/TLR3/TLR4/TP53/VIM/WAS
GO:0050727,regulation of inflammatory response,1.1717487744472044e-4,70,211,1.7018494886871378,ABCC1/ADORA1/ALOX5AP/BCL6/CASP1/CASP4/CD47/CEBPB/CNR1/CTSC/CX3CL1/DAGLA/EXTL3/FCGR1A/FGR/FYN/GBP1/GPR4/GPX1/GSDMD/GSTP1/HAMP/HCK/HGF/HLA-DRB1/HTR2A/IER3/IL16/IL18/IL1B/IL1R1/IL1RL2/IL6ST/KARS1/LRRK2/LYN/MAPK13/MAS1/MDK/MFHAS1/MGST2/MYD88/NMI/NR1D1/OSMR/PDE2A/PIK3AP1/PRKCD/PTGES/PTPN6/RELA/RPS19/S100A9/SEMA7A/SERPINE1/SOCS3/STAT3/SYT11/TGFB1/TLR2/TLR3/TLR4/TLR9/TMSB4X/TNFAIP3/TNFRSF1A/TNFRSF1B/TREM2/TYRO3/VAMP8
