Gene ID,Mean Expr,log2FC,log2FC SE,p-value,adj. p-value,Gene Symbol
55771,452,3.24,0.134,2.96e-129,5.55e-125,PRR11
6790,248,3.25,0.183,1.09e-71,1.02e-67,AURKA
1111,270,2.36,0.137,5.59e-67,3.5e-63,CHEK1
63967,221,3.57,0.21,1.53e-65,7.18e-62,CLSPN
5798,516,9.39,0.556,6.72e-65,2.52e-61,PTPRN
9319,289,3.13,0.191,1.91e-61,5.98e-58,TRIP13
10376,22500,1.95,0.118,2.34e-61,6.27e-58,TUBA1B
399888,308,-7.8,0.479,2.93e-61,6.87e-58,FAM180B
4322,6700,9.81,0.615,3.15e-58,6.57e-55,MMP13
4247,954,1.26,0.0793,5.92e-57,1.02e-53,MGAT2
890,433,2.7,0.171,5.98e-57,1.02e-53,CCNA2
9601,3680,2.11,0.133,6.87e-57,1.07e-53,PDIA4
79709,5000,1.85,0.119,3.12e-55,4.51e-52,COLGALT1
8091,71.5,5.1,0.332,4.61e-54,6.19e-51,HMGA2
4175,967,1.6,0.104,5.77e-54,7.23e-51,MCM6
4312,8490,9.46,0.62,1.04e-53,1.22e-50,MMP1
11117,6950,2.82,0.185,3.32e-53,3.66e-50,EMILIN1
5888,184,2.92,0.195,7.74e-52,8.08e-49,RAD51
4605,539,4.32,0.289,8.64e-52,8.54e-49,MYBL2
51754,404,-1.95,0.13,1.72e-51,1.61e-48,TMEM8B
51512,336,3.41,0.229,3.25e-51,2.91e-48,GTSE1
494514,77.5,3.56,0.241,2.06e-50,1.76e-47,NA
100288077,1820,9.07,0.619,9.73e-50,7.8e-47,WTAPP1
7146,1130,-5.21,0.357,9.96e-50,7.8e-47,NA
2237,580,2.09,0.142,1.05e-49,7.92e-47,FEN1
25886,154,2.25,0.153,1.63e-49,1.18e-46,POC1A
90874,447,1.84,0.125,1.95e-49,1.36e-46,ZNF697
1590,168,-4.88,0.338,1.1e-48,7.4e-46,NA
6374,5370,9.71,0.672,1.43e-48,9.24e-46,CXCL5
891,690,3.18,0.22,2.42e-48,1.52e-45,CCNB1
29128,725,4.22,0.295,1.19e-47,7.23e-45,UHRF1
8607,1050,1.43,0.0992,1.76e-47,1.03e-44,RUVBL1
1589,139,-5.02,0.354,5.26e-47,2.99e-44,CYP21A2
23193,6650,1.2,0.0846,2.78e-46,1.53e-43,GANAB
3131,439,-5.02,0.358,4.5e-46,2.41e-43,HLF
7433,542,-5.44,0.391,1.35e-45,7.05e-43,VIPR1
11178,709,2.56,0.183,2.93e-45,1.49e-42,LZTS1
9156,114,3.57,0.256,3.29e-45,1.63e-42,EXO1
1063,482,3.45,0.248,4.17e-45,2.01e-42,CENPF
11279,791,-2.88,0.207,6.11e-45,2.87e-42,KLF8
1650,4870,1.26,0.09,6.28e-45,2.88e-42,DDOST
280,333,-2.86,0.207,2e-44,8.95e-42,AMY2B
4998,110,2.79,0.202,2.24e-44,9.8e-42,ORC1
6185,5100,1.45,0.105,1.51e-43,6.46e-41,RPN2
6372,873,8.98,0.659,1.72e-43,7.16e-41,CXCL6
2166,166,-2.71,0.199,3.5e-43,1.43e-40,FAAH
8862,1760,4.94,0.364,4.14e-43,1.65e-40,APLN
55165,300,3.81,0.281,4.98e-43,1.95e-40,CEP55
4085,305,2.9,0.215,2.46e-42,9.43e-40,MAD2L1
10525,2580,1.8,0.133,2.66e-42,1e-39,HYOU1
9824,294,2.64,0.196,2.85e-42,1.05e-39,ARHGAP11A
84820,406,-0.753,0.0555,3.86e-42,1.39e-39,POLR2J4; RASA4CP
23353,3920,-1.55,0.115,6.15e-42,2.18e-39,SUN1
6747,2630,1.46,0.109,1.7e-41,5.92e-39,SSR3
23636,1400,1.13,0.084,1.76e-41,6.02e-39,NUP62
54732,4430,1.54,0.115,2.44e-41,8.19e-39,TMED9
10635,131,2.13,0.16,2.56e-41,8.43e-39,RAD51AP1
81563,1260,-1.8,0.135,2.72e-41,8.8e-39,C1orf21
2305,639,2.98,0.224,3.4e-41,1.08e-38,FOXM1
84296,169,2.51,0.189,6.13e-41,1.92e-38,GINS4
3912,10300,2.24,0.169,6.48e-41,1.99e-38,LAMB1
169792,354,2.87,0.217,7.48e-41,2.27e-38,GLIS3
64856,2680,2.25,0.171,1.31e-40,3.91e-38,VWA1
3678,8370,2.55,0.194,1.58e-40,4.65e-38,ITGA5
8643,318,-4.26,0.325,2.88e-40,8.31e-38,PTCH2
1786,1600,1.33,0.101,3.47e-40,9.86e-38,DNMT1
6092,112,-6.58,0.505,3.71e-40,1.04e-37,ROBO2
10055,2100,1.35,0.103,4.11e-40,1.13e-37,SAE1
2946,798,-2.38,0.183,1.55e-39,4.23e-37,GSTM2
26470,429,4.21,0.325,1.66e-39,4.45e-37,SEZ6L2
5347,473,3.28,0.253,2.11e-39,5.57e-37,PLK1
26273,847,-1.13,0.0864,2.9e-39,7.47e-37,FBXO3
6491,169,2.27,0.175,2.9e-39,7.47e-37,STIL
57526,142,-3.33,0.258,3.21e-39,8.14e-37,PCDH19
3848,43200,-12.1,0.944,3.41e-39,8.55e-37,KRT1
151648,49.6,2.74,0.212,4.44e-39,1.1e-36,SGO1
22974,778,3.32,0.257,4.82e-39,1.17e-36,TPX2
57639,291,-3.08,0.239,4.84e-39,1.17e-36,CCDC146
6869,208,-4.17,0.327,1.1e-38,2.62e-36,TACR1
10908,1590,0.98,0.0758,1.56e-38,3.65e-36,PNPLA6
5315,22300,2.06,0.161,2.05e-38,4.76e-36,PKM
990,244,3.13,0.245,2.12e-38,4.85e-36,CDC6
6184,5370,1.27,0.0985,3.26e-38,7.37e-36,RPN1
8914,539,1.73,0.135,3.3e-38,7.38e-36,TIMELESS
2662,274,-6.47,0.512,4.33e-38,9.57e-36,GDF10
54961,686,-1.28,0.1,4.44e-38,9.62e-36,SSH3
9833,304,3.8,0.299,4.49e-38,9.62e-36,MELK
9343,1740,1.08,0.0839,4.51e-38,9.62e-36,EFTUD2
5034,21300,1.67,0.131,4.83e-38,1.02e-35,P4HB
811,18400,1.91,0.15,5e-38,1.04e-35,CALR
147841,145,3.27,0.257,5.11e-38,1.05e-35,SPC24
57405,101,3.47,0.273,5.46e-38,1.12e-35,SPC25
7298,555,2.47,0.194,8.36e-38,1.69e-35,TYMS
641,97,2.5,0.197,8.65e-38,1.73e-35,BLM
1903,1050,2.95,0.234,2.23e-37,4.42e-35,S1PR3
3832,345,2.85,0.227,2.44e-37,4.77e-35,KIF11
84765,313,-1.79,0.142,2.87e-37,5.56e-35,ZNF577
100302739,329,1.64,0.13,3.16e-37,6.01e-35,NA
4174,1190,1.57,0.125,3.17e-37,6.01e-35,MCM5
9276,3560,0.98,0.0774,4.87e-37,9.16e-35,COPB2
114118903,148,3.21,0.257,7.5e-37,1.39e-34,ARHGAP11A-SCG5
122773,183,-1.92,0.153,7.68e-37,1.41e-34,KLHDC1
653082,338,-5.79,0.466,8.1e-37,1.48e-34,ZDHHC11B
7083,655,3.66,0.293,1.05e-36,1.89e-34,TK1
29927,7140,1.52,0.121,1.08e-36,1.93e-34,SEC61A1
220134,123,3.98,0.32,1.23e-36,2.18e-34,SKA1
3685,4560,1.68,0.135,2.71e-36,4.75e-34,ITGAV
22866,84.5,-4.71,0.383,2.76e-36,4.81e-34,CNKSR2
5104,210,-3.64,0.295,3.18e-36,5.49e-34,SERPINA5
57447,2360,-2.73,0.22,3.64e-36,6.19e-34,NDRG2
23397,256,2.91,0.236,3.66e-36,6.19e-34,NCAPH
8985,2300,1.61,0.13,4.22e-36,7.08e-34,PLOD3
84823,1960,2.17,0.175,4.75e-36,7.89e-34,LMNB2
202781,202,-1.53,0.123,5.27e-36,8.68e-34,PAXIP1-DT
4288,1110,3.79,0.307,5.48e-36,8.95e-34,MKI67
203068,19700,1.53,0.123,8.22e-36,1.33e-33,TUBB
55143,225,3.02,0.246,9.31e-36,1.49e-33,CDCA8
2335,120000,3.64,0.296,9.4e-36,1.5e-33,FN1
7076,20200,3.46,0.282,1.24e-35,1.95e-33,TIMP1
8942,395,2.84,0.231,1.33e-35,2.08e-33,KYNU
7442,214,-1.92,0.156,1.64e-35,2.54e-33,TRPV1
101927372,66.6,-3.08,0.252,2.02e-35,3.11e-33,NA
699,259,3.54,0.29,2.08e-35,3.18e-33,BUB1
107984387,48.6,-2.69,0.219,2.15e-35,3.26e-33,NA
3838,1490,2.44,0.2,2.53e-35,3.79e-33,KPNA2
22863,634,-1.21,0.0984,3.36e-35,5.01e-33,ATG14
157570,79.3,3.36,0.277,6.04e-35,8.93e-33,ESCO2
991,511,3.72,0.306,6.69e-35,9.81e-33,CDC20
57089,657,2.19,0.181,1.19e-34,1.73e-32,ENTPD7
825,417,-2.21,0.183,1.22e-34,1.76e-32,CAPN3
113130,300,3.22,0.267,1.97e-34,2.82e-32,CDCA5
23333,795,1.21,0.1,2.76e-34,3.93e-32,DPY19L1
259266,245,3.5,0.291,2.97e-34,4.2e-32,ASPM
81614,966,1.07,0.0881,3.11e-34,4.36e-32,NIPA2
101752399,709,-1.82,0.151,3.19e-34,4.44e-32,STAG3L5P-PVRIG2P-PILRB
9446,1870,1.86,0.154,3.38e-34,4.67e-32,GSTO1
5216,16000,1.75,0.145,4.35e-34,5.95e-32,PFN1
120376,44.9,-4.32,0.363,4.37e-34,5.95e-32,POU2AF3
10443,1240,-1.12,0.0927,7.21e-34,9.7e-32,N4BP2L2
10097,6330,1.28,0.106,7.23e-34,9.7e-32,ACTR2
3299,348,-2.81,0.236,1.23e-33,1.64e-31,HSF4
5872,3520,1.69,0.142,1.27e-33,1.68e-31,RAB13
2665,4620,0.717,0.0597,1.34e-33,1.77e-31,GDI2
101752334,183,-1.85,0.155,1.49e-33,1.94e-31,NA
7272,125,3.01,0.254,2.35e-33,3.05e-31,TTK
4171,529,2.05,0.173,2.4e-33,3.09e-31,MCM2
290,6210,2.2,0.186,2.59e-33,3.31e-31,ANPEP
2491,105,2.03,0.171,2.89e-33,3.65e-31,CENPI
57650,156,2.41,0.203,2.9e-33,3.65e-31,CIP2A
259173,1320,-3.75,0.318,2.99e-33,3.75e-31,ALS2CL
9768,299,3.75,0.318,3.37e-33,4.19e-31,PCLAF
10095,6230,1.75,0.147,3.43e-33,4.24e-31,ARPC1B
117583,539,-2.37,0.201,4.46e-33,5.48e-31,PARD3B
56992,112,2.65,0.225,5.51e-33,6.72e-31,KIF15
23461,613,-2.55,0.217,6.36e-33,7.71e-31,ABCA5
57082,168,3.48,0.296,6.52e-33,7.84e-31,KNL1
140733,43.6,-3.32,0.284,7.13e-33,8.53e-31,MACROD2
5351,5740,2.09,0.177,7.24e-33,8.6e-31,PLOD1
2280,6640,1.29,0.11,9.61e-33,1.13e-30,FKBP1A
54972,908,2.89,0.247,9.77e-33,1.15e-30,TMEM132A
2125,1310,-8.5,0.733,9.94e-33,1.16e-30,EVPL
8438,123,2.26,0.192,1.14e-32,1.32e-30,RAD54L
112268430,2700,3.46,0.296,1.21e-32,1.39e-30,NA
2923,10300,1.39,0.118,1.25e-32,1.43e-30,PDIA3
1894,404,1.79,0.152,1.56e-32,1.78e-30,ECT2
9787,262,4.32,0.37,1.6e-32,1.81e-30,DLGAP5
642799,170,-1.86,0.158,2.13e-32,2.4e-30,NPIPA3; NPIPA2
11182,306,2.17,0.186,2.23e-32,2.49e-30,SLC2A6
6897,1400,1.25,0.106,2.37e-32,2.64e-30,TARS1
6241,1040,4.35,0.374,2.82e-32,3.12e-30,RRM2
55839,378,2.13,0.183,2.86e-32,3.14e-30,CENPN
10747,112,-2.33,0.2,3.68e-32,4.02e-30,MASP2
23650,4120,-8.01,0.696,4.33e-32,4.7e-30,TRIM29
11159,276,-1.11,0.0946,5.72e-32,6.17e-30,RABL2B; RABL2A
24137,268,3.62,0.313,6.59e-32,7.07e-30,KIF4A
10349,412,-5.5,0.48,6.94e-32,7.41e-30,ABCA10
8425,5910,-2.84,0.246,7.92e-32,8.4e-30,LTBP4
55247,38.1,2.88,0.249,7.97e-32,8.41e-30,NEIL3
10130,4350,1.35,0.116,1.1e-31,1.15e-29,PDIA6
6354,108,6.28,0.546,1.14e-31,1.19e-29,CCL7
2674,1200,-5.92,0.519,1.48e-31,1.53e-29,GFRA1
54932,334,-1.34,0.116,1.59e-31,1.64e-29,EXD3
10437,8920,3.52,0.307,1.7e-31,1.74e-29,IFI30
1315,3080,0.845,0.0728,2.02e-31,2.06e-29,COPB1
5348,579,-2.83,0.247,2.04e-31,2.07e-29,FXYD1
57658,2790,-1.51,0.131,2.12e-31,2.14e-29,CALCOCO1
54892,553,1.56,0.135,2.42e-31,2.43e-29,NCAPG2
114569,590,-9.33,0.831,2.54e-31,2.53e-29,MAL2
9717,39.2,-5.26,0.462,2.68e-31,2.66e-29,SEC14L5
84722,172,1.94,0.169,2.89e-31,2.86e-29,PSRC1
30845,661,2.75,0.24,2.91e-31,2.86e-29,EHD3
5332,270,-2.93,0.257,3.01e-31,2.95e-29,PLCB4
94134,747,-1.48,0.129,3.7e-31,3.6e-29,ARHGAP12
5498,404,-1.2,0.104,3.95e-31,3.82e-29,PPOX
79661,667,-1.63,0.142,4.05e-31,3.9e-29,NEIL1
655,165,-6.44,0.571,4.88e-31,4.68e-29,BMP7
64599,1920,-1.2,0.105,5.58e-31,5.32e-29,GIGYF1
151176,296,6.2,0.545,5.69e-31,5.4e-29,ERFE
57190,3830,1.26,0.109,5.78e-31,5.46e-29,SELENON
2582,332,1.4,0.122,5.91e-31,5.55e-29,GALE
4172,1520,1.25,0.109,6.32e-31,5.9e-29,MCM3
494513,72.9,-1.91,0.167,6.89e-31,6.4e-29,PJVK
2053,396,-2.79,0.246,7.46e-31,6.9e-29,EPHX2
3703,2630,1.14,0.0997,9.7e-31,8.93e-29,STT3A
114905,170,-3.6,0.32,1.03e-30,9.44e-29,C1QTNF7
100500808,122,1.74,0.153,1.06e-30,9.62e-29,MIR3917
221150,132,3.87,0.343,1.06e-30,9.64e-29,SKA3
1072,14300,1.62,0.142,1.14e-30,1.03e-28,CFL1
4314,3570,7.55,0.67,1.22e-30,1.1e-28,MMP3
101927391,35.4,-3.05,0.27,1.24e-30,1.11e-28,NA
56926,1760,1.38,0.121,1.31e-30,1.17e-28,NCLN
1861,1070,0.957,0.0837,1.48e-30,1.31e-28,TOR1A
7167,8930,1.59,0.14,1.55e-30,1.37e-28,TPI1
153769,671,-5.61,0.5,1.71e-30,1.5e-28,SH3RF2
26099,2670,0.909,0.0796,1.72e-30,1.5e-28,SZRD1
55355,235,3.42,0.304,1.88e-30,1.64e-28,HJURP
7499,661,-3.49,0.31,2e-30,1.73e-28,XG
57030,127,-3.69,0.329,2.06e-30,1.78e-28,SLC17A7
832,6970,1.21,0.106,2.15e-30,1.84e-28,CAPZB
642778,182,-1.96,0.173,2.18e-30,1.86e-28,NPIPA3
5111,1220,1.6,0.141,2.32e-30,1.97e-28,PCNA
127579,73.2,-4.3,0.383,2.4e-30,2.03e-28,DCST2
2002,760,1.14,0.1,2.71e-30,2.28e-28,ELK1
64151,268,2.81,0.25,3.53e-30,2.96e-28,NCAPG
3590,890,-2.52,0.225,3.65e-30,3.04e-28,IL11RA
10501,1600,2.25,0.2,3.71e-30,3.08e-28,SEMA6B
3998,3430,1.29,0.114,3.94e-30,3.26e-28,LMAN1
1638,504,-8.17,0.736,4.12e-30,3.39e-28,DCT
332,604,4.19,0.375,4.13e-30,3.39e-28,BIRC5
388514,45.9,-5.1,0.456,4.23e-30,3.45e-28,NA
56005,2780,1.86,0.165,4.64e-30,3.76e-28,MYDGF
26301,247,1.33,0.118,4.64e-30,3.76e-28,GBGT1
9123,3640,3.94,0.352,4.72e-30,3.81e-28,SLC16A3
7148,6360,-4.77,0.429,6.41e-30,5.14e-28,TNXB
79814,28.2,2.85,0.256,8.03e-30,6.42e-28,AGMAT
8565,1570,1.2,0.106,8.57e-30,6.81e-28,YARS1
81624,158,3.59,0.322,8.6e-30,6.81e-28,DIAPH3
11004,350,3.07,0.276,9.85e-30,7.77e-28,KIF2C
23492,1280,-2.36,0.212,1.01e-29,7.95e-28,CBX7
4784,3180,-1.92,0.172,1.19e-29,9.35e-28,NFIX
9928,95.7,3.1,0.279,1.25e-29,9.7e-28,KIF14
64900,642,-2.21,0.198,1.29e-29,1e-27,LPIN3
10811,174,-2.67,0.241,1.3e-29,1.01e-27,NOXA1
6483,1440,1.4,0.125,1.36e-29,1.05e-27,ST3GAL2
11169,186,1.59,0.142,1.42e-29,1.09e-27,WDHD1
10112,445,3.97,0.359,1.59e-29,1.21e-27,KIF20A
993,104,3.49,0.315,1.62e-29,1.23e-27,CDC25A
107985236,360,-1.6,0.143,1.67e-29,1.26e-27,NA
9948,8800,1.44,0.129,1.77e-29,1.33e-27,WDR1
2022,6810,1.9,0.171,1.91e-29,1.44e-27,ENG
7153,1100,3.5,0.316,2e-29,1.5e-27,TOP2A
80726,112,-3.02,0.273,2.04e-29,1.52e-27,IQCN
100507487,61.2,-4.13,0.377,2.25e-29,1.67e-27,LINC02615
340075,409,4.22,0.383,2.36e-29,1.75e-27,ARSI
813,9460,1.73,0.156,2.53e-29,1.87e-27,CALU
342510,973,4.36,0.395,2.6e-29,1.91e-27,CD300E
7045,30300,3.25,0.295,2.86e-29,2.09e-27,TGFBI
150468,144,3.51,0.318,2.89e-29,2.1e-27,CKAP2L
101927229,85.7,5.46,0.494,2.91e-29,2.11e-27,LINC01929
29990,286,-1.71,0.155,3.97e-29,2.87e-27,PILRB
114900,47,-3.16,0.288,4.16e-29,2.98e-27,C1QTNF4
9487,438,-1.43,0.129,4.16e-29,2.98e-27,PIGL
80727,3930,2.42,0.22,4.19e-29,2.99e-27,TTYH3
29127,599,2,0.182,5.04e-29,3.59e-27,RACGAP1
9649,232,-2.4,0.218,5.07e-29,3.6e-27,RALGPS1
5433,660,0.934,0.084,5.59e-29,3.94e-27,POLR2D
26586,517,1.49,0.135,6.91e-29,4.86e-27,CKAP2
85365,794,0.939,0.0847,7.28e-29,5.1e-27,ALG2
100272228,71.9,-2.33,0.212,7.73e-29,5.4e-27,NA
220004,75.5,-1.72,0.156,8.08e-29,5.62e-27,SAXO4
112939,1400,1.6,0.145,9.54e-29,6.61e-27,NACC1
171423,457,1.22,0.11,1.09e-28,7.51e-27,NA
22948,3100,1.25,0.113,1.12e-28,7.69e-27,CCT5
100137049,309,-2.85,0.262,1.19e-28,8.19e-27,PLA2G4B
10487,6840,1.27,0.116,1.26e-28,8.62e-27,CAP1
105375726,88.6,-10.3,1.43,1.48e-28,1.01e-26,MAL2-AS1
23585,2000,0.727,0.0658,1.57e-28,1.06e-26,TMEM50A
105369699,40.8,4.22,0.387,1.76e-28,1.19e-26,NA
51537,239,2.53,0.233,1.8e-28,1.21e-26,MTFP1
145748,806,-1.2,0.109,1.93e-28,1.3e-26,LYSMD4
389058,81.7,-7.02,0.65,2.2e-28,1.47e-26,SP5
23594,135,2.46,0.226,2.49e-28,1.66e-26,ORC6
10325,401,-1.11,0.101,2.77e-28,1.84e-26,RRAGB
586,1900,3.27,0.302,2.85e-28,1.88e-26,BCAT1
10742,574,-2.6,0.24,2.87e-28,1.89e-26,RAI2
5496,1930,1.07,0.0974,3.02e-28,1.98e-26,PPM1G
6472,1760,1.66,0.153,3.48e-28,2.27e-26,SHMT2
100506965,87,-1.81,0.167,3.76e-28,2.45e-26,NA
8318,211,3.52,0.327,3.94e-28,2.56e-26,CDC45
3149,558,2.11,0.195,4.03e-28,2.61e-26,HMGB3
113828,387,-6.65,0.622,4.06e-28,2.62e-26,FAM83F
51060,1420,0.824,0.0753,4.66e-28,3e-26,TXNDC12
64400,759,-0.816,0.0747,5.31e-28,3.4e-26,AKTIP
6836,7700,1.48,0.137,5.62e-28,3.59e-26,SURF4
58496,252,-2.09,0.194,5.79e-28,3.69e-26,LY6G5B
25780,652,1.66,0.153,6.71e-28,4.26e-26,RASGRP3
2137,1190,0.774,0.071,7.23e-28,4.57e-26,EXTL3
7123,4910,-3.67,0.343,7.41e-28,4.67e-26,CLEC3B
81567,3670,1.46,0.135,7.78e-28,4.89e-26,TXNDC5
5223,5730,1.37,0.127,8.98e-28,5.62e-26,PGAM1
4185,28.6,-2.77,0.258,1.01e-27,6.29e-26,ADAM11
1514,10700,2.63,0.245,1.04e-27,6.44e-26,CTSL
130733,84.2,-2.32,0.217,1.38e-27,8.52e-26,TMEM178A
81502,3030,1.56,0.145,1.38e-27,8.52e-26,HM13
9837,186,2.58,0.242,1.39e-27,8.57e-26,GINS1
8692,2880,1.64,0.153,1.42e-27,8.74e-26,HYAL2
219348,1390,-2.22,0.207,1.43e-27,8.74e-26,PLAC9
55635,143,3.43,0.322,1.77e-27,1.08e-25,DEPDC1
3849,14800,-11.3,1.08,1.94e-27,1.18e-25,KRT2
130271,626,-3.04,0.286,1.99e-27,1.2e-25,PLEKHH2
9413,268,-3.59,0.339,2.02e-27,1.22e-25,ENTREP1
100526836,3700,1.43,0.134,2.08e-27,1.25e-25,NA
3015,3160,1.68,0.157,2.08e-27,1.25e-25,H2AZ1
81617,535,-2.22,0.209,2.1e-27,1.26e-25,CAB39L
4249,1490,1.02,0.095,2.42e-27,1.44e-25,MGAT5
90634,484,-1.68,0.158,2.64e-27,1.57e-25,N4BP2L1
8492,333,-5.74,0.544,2.7e-27,1.6e-25,PRSS12
388815,164,-2.93,0.277,2.98e-27,1.76e-25,MIR99AHG
55139,830,-1.23,0.115,3.01e-27,1.77e-25,ANKZF1
2597,45400,1.79,0.168,3.62e-27,2.13e-25,GAPDH
6338,171,-6.08,0.583,4.14e-27,2.42e-25,SCNN1B
151516,1410,-6.34,0.605,4.24e-27,2.47e-25,ASPRV1
22795,2990,2.72,0.257,4.53e-27,2.63e-25,NID2
6339,95,-2.74,0.259,4.62e-27,2.68e-25,SCNN1D
983,416,2.62,0.249,5.07e-27,2.93e-25,CDK1
10548,1330,0.726,0.0676,5.2e-27,3e-25,TM9SF1
107985050,87.1,2.88,0.273,5.48e-27,3.15e-25,NA
256691,894,-2.87,0.272,6.94e-27,3.97e-25,MAMDC2
116039,745,-3.75,0.358,7.46e-27,4.26e-25,OSR2
100131434,136,-2.63,0.251,7.62e-27,4.34e-25,EOLA1-DT
9924,872,-1.17,0.11,8.13e-27,4.62e-25,PAN2
29089,147,2.94,0.28,8.6e-27,4.86e-25,UBE2T
54480,1790,1.52,0.144,8.8e-27,4.96e-25,CHPF2
3145,355,1.31,0.123,8.98e-27,5.05e-25,HMBS
6745,3100,0.878,0.0824,9.33e-27,5.23e-25,SSR1
56948,648,-0.881,0.0827,9.36e-27,5.23e-25,SDR39U1
64208,111,4.16,0.397,9.71e-27,5.41e-25,POPDC3
11065,451,3.77,0.36,1.07e-26,5.95e-25,UBE2C
3925,1760,1.7,0.162,1.13e-26,6.28e-25,STMN1
3381,162,8.85,0.849,1.15e-26,6.37e-25,IBSP
5493,2900,-5.54,0.534,1.43e-26,7.86e-25,PPL
1062,157,3,0.287,1.44e-26,7.91e-25,CENPE
83540,138,2.69,0.257,1.46e-26,8.01e-25,NUF2
83903,67.1,3.01,0.288,1.51e-26,8.24e-25,HASPIN
2312,4560,-7.74,0.748,1.54e-26,8.36e-25,FLG
541471,810,2.23,0.213,1.57e-26,8.53e-25,MIR4435-2HG
102723415,44,-3.36,0.322,1.66e-26,9.01e-25,NA
1832,9680,-7.74,0.749,1.95e-26,1.05e-24,DSP
92211,2560,-9.45,0.92,2.33e-26,1.25e-24,CDHR1
8785,226,-7.85,0.76,2.55e-26,1.37e-24,MATN4
29100,664,1.32,0.126,2.58e-26,1.38e-24,TMEM208
257000,397,-7.11,0.692,2.94e-26,1.57e-24,TINCR
729683,92.8,2.18,0.209,3.2e-26,1.7e-24,NA
58986,1260,1.42,0.135,3.22e-26,1.71e-24,PGAP6
285084,58,-5.3,0.514,3.31e-26,1.75e-24,LINC01305
4017,7260,3.43,0.331,3.46e-26,1.83e-24,LOXL2
1041,1800,-7.92,0.771,3.6e-26,1.89e-24,CDSN
10207,376,-3.17,0.307,4.06e-26,2.13e-24,PATJ
51393,993,1.73,0.166,4.06e-26,2.13e-24,TRPV2
672,236,1.68,0.161,4.19e-26,2.19e-24,BRCA1
91687,126,1.36,0.13,4.39e-26,2.28e-24,CENPL
158326,330,-4.31,0.42,4.86e-26,2.52e-24,FREM1
3861,22900,-9.81,0.958,4.87e-26,2.52e-24,KRT14
1175,2370,1.71,0.164,5.04e-26,2.6e-24,AP2S1
60485,1060,-0.94,0.0897,5.2e-26,2.68e-24,SAV1
275,351,-2.21,0.214,5.46e-26,2.8e-24,AMT
100302736,370,1.18,0.112,5.48e-26,2.81e-24,TMED7-TICAM2
7103,190,-7.14,0.696,6.2e-26,3.16e-24,TSPAN8
7533,3490,1.3,0.125,6.39e-26,3.25e-24,YWHAH
53833,563,-5.31,0.519,6.64e-26,3.37e-24,IL20RB
91653,1210,-1.84,0.178,6.66e-26,3.37e-24,BOC
9537,1990,1.07,0.103,6.96e-26,3.51e-24,TP53I11
8398,429,-2.43,0.235,7.09e-26,3.57e-24,PLA2G6
256227,83.9,3.28,0.318,7.41e-26,3.72e-24,STEAP1B
9645,2860,2.79,0.271,7.55e-26,3.78e-24,MICAL2
3619,500,1.23,0.118,8.25e-26,4.12e-24,INCENP
5228,1010,3.17,0.308,8.3e-26,4.14e-24,PGF
90187,121,-2.99,0.291,8.41e-26,4.18e-24,EMILIN3
2810,4070,-9.28,0.913,8.82e-26,4.37e-24,SFN
4239,7640,-3.36,0.327,9.03e-26,4.46e-24,MFAP4
10403,195,2.95,0.287,1.03e-25,5.06e-24,NDC80
2196,621,-5.18,0.509,1.07e-25,5.25e-24,FAT2
9547,13800,-6.19,0.609,1.09e-25,5.33e-24,CXCL14
81555,1480,0.803,0.0769,1.12e-25,5.47e-24,YIPF5
583,853,-1.01,0.0975,1.15e-25,5.63e-24,BBS2
3852,19100,-9.32,0.919,1.23e-25,6e-24,KRT5
55201,862,1.57,0.152,1.3e-25,6.33e-24,MAP1S
113230,65.6,-3.2,0.313,1.57e-25,7.61e-24,MISP3
701,305,3.11,0.304,1.6e-25,7.72e-24,BUB1B
221476,3740,-7.05,0.696,1.62e-25,7.82e-24,PI16
54751,2080,2.27,0.222,1.64e-25,7.87e-24,FBLIM1
65268,234,-6.25,0.616,2.01e-25,9.63e-24,WNK2
6782,719,1.19,0.115,2.08e-25,9.92e-24,HSPA13
871,19200,2.35,0.229,2.08e-25,9.92e-24,SERPINH1
3309,10600,1.53,0.149,2.34e-25,1.11e-23,HSPA5
81542,1030,0.893,0.0863,2.35e-25,1.12e-23,TMX1
1956,2440,-2.35,0.231,2.6e-25,1.23e-23,EGFR
729468,28.1,-4.57,0.449,2.69e-25,1.27e-23,NA
55723,254,2.76,0.272,2.99e-25,1.41e-23,ASF1B
374393,99.3,3.24,0.319,3.14e-25,1.47e-23,FAM111B
26262,898,0.931,0.0903,3.35e-25,1.57e-23,TSPAN17
79901,8830,-2.04,0.2,3.56e-25,1.66e-23,CYBRD1
5910,792,0.751,0.0728,4.04e-25,1.88e-23,RAP1GDS1
64787,871,-3.8,0.376,4.17e-25,1.94e-23,EPS8L2
5126,116,-7.39,0.734,4.44e-25,2.06e-23,PCSK2
200197,77.3,-2.07,0.204,4.79e-25,2.21e-23,TMEM51-AS1
23216,1700,1.22,0.119,4.9e-25,2.26e-23,TBC1D1
102724788,234,-5.37,0.535,5.05e-25,2.33e-23,NA
105369776,33.2,-3.22,0.32,5.13e-25,2.35e-23,NA
100132891,413,1.68,0.165,5.84e-25,2.68e-23,MSC-AS1
285386,374,-2.96,0.294,6.33e-25,2.89e-23,TPRG1
7187,1010,1.14,0.112,6.96e-25,3.17e-23,TRAF3
150696,507,-6.19,0.618,7.52e-25,3.42e-23,PROM2
