Gene ID,Mean Expr,log2FC,log2FC SE,p-value,adj. p-value,Gene Symbol
10327,2040,0.449,0.169,0.00684,0.013,AKR1A1
51119,2430,-0.402,0.151,0.00686,0.013,SBDS
100129858,13.4,-0.85,0.342,0.00689,0.0131,SCOC-AS1
107987057,21.4,-0.799,0.318,0.00689,0.0131,NA
6613,3490,0.248,0.0922,0.0069,0.0131,SUMO2
23788,1300,0.51,0.194,0.00691,0.0131,MTCH2
23136,1680,0.808,0.321,0.00693,0.0131,EPB41L3
3772,618,1.28,0.577,0.00693,0.0131,KCNJ15
56121,104,-0.438,0.166,0.00693,0.0131,PCDHB15
101928433,91.5,-0.515,0.196,0.00694,0.0131,NA
4192,1570,1,0.417,0.00694,0.0132,MDK
79651,680,0.621,0.24,0.00695,0.0132,RHBDF2
26267,295,0.448,0.169,0.00695,0.0132,FBXO10
84335,1330,0.358,0.135,0.00696,0.0132,AKT1S1
3700,200,-0.955,0.397,0.00696,0.0132,ITIH4
3656,307,0.739,0.291,0.00696,0.0132,IRAK2
221914,67.4,-0.93,0.384,0.00696,0.0132,GPC2
59,10900,0.998,0.415,0.00698,0.0132,ACTA2
10285,628,0.271,0.101,0.00698,0.0132,SMNDC1
105372798,11.2,0.943,0.389,0.00699,0.0132,NA
1741,399,-0.65,0.253,0.00701,0.0133,DLG3
4088,1620,-0.358,0.134,0.00701,0.0133,SMAD3
6156,13700,-0.356,0.132,0.00702,0.0133,RPL30
585,406,-0.208,0.0775,0.00702,0.0133,BBS4
79589,70.8,-1.34,0.622,0.00702,0.0133,RNF128
1800,37.9,-1.33,0.622,0.00702,0.0133,DPEP1
1464,2020,0.833,0.335,0.00703,0.0133,CSPG4
8784,119,-1.11,0.484,0.00705,0.0133,TNFRSF18
2773,2310,0.444,0.168,0.00705,0.0133,GNAI3
3205,128,-0.943,0.392,0.00707,0.0134,HOXA9
29995,2140,0.663,0.257,0.00709,0.0134,LMCD1
339487,314,0.242,0.0902,0.0071,0.0134,ZBTB8OS
25939,2980,0.538,0.205,0.00711,0.0134,SAMHD1
124221,16.8,0.979,0.407,0.00711,0.0134,PRSS30P
153020,483,-0.979,0.411,0.00711,0.0134,RASGEF1B
26354,1520,0.458,0.174,0.00711,0.0134,GNL3
375133,378,-0.428,0.162,0.00711,0.0134,NA
7789,123,-0.355,0.134,0.00713,0.0135,ZXDA
84450,655,-0.365,0.138,0.00713,0.0135,ZNF512
100507297,87.6,-0.66,0.259,0.00713,0.0135,NA
105371578,8.38,-1.29,0.591,0.00713,0.0135,NA
23357,579,0.429,0.162,0.00714,0.0135,ANGEL1
56605,314,-0.452,0.172,0.00714,0.0135,ERO1B
728642,982,-0.305,0.115,0.00715,0.0135,CDK11A
4568,183,0.799,0.32,0.00716,0.0135,NA
8106,1680,-0.237,0.0884,0.00716,0.0135,PABPN1
140459,788,0.374,0.141,0.00718,0.0136,ASB6
23469,1010,-0.474,0.181,0.00719,0.0136,PHF3
57511,598,0.4,0.151,0.0072,0.0136,COG6
106635533,586,-0.541,0.208,0.00721,0.0136,NA
8740,132,0.898,0.368,0.00721,0.0136,TNFSF14
57863,770,-0.912,0.38,0.00722,0.0136,CADM3
666,1040,-1.09,0.478,0.00724,0.0137,BOK
121551,182,-1,0.423,0.00725,0.0137,ABTB3
7403,581,-0.359,0.136,0.00726,0.0137,KDM6A
100131096,74.9,-0.639,0.25,0.00728,0.0137,NA
90321,303,-0.304,0.114,0.00728,0.0137,ZNF766
26054,1460,-0.31,0.117,0.00731,0.0138,SENP6
10480,1660,0.213,0.0799,0.00731,0.0138,EIF3M
100134938,333,-0.625,0.244,0.00732,0.0138,UPK3BL1
9326,538,-0.223,0.0838,0.00734,0.0138,ZNHIT3
94056,1110,0.481,0.184,0.00734,0.0138,SYAP1
79929,50,-0.672,0.265,0.00734,0.0138,MAP6D1
9457,369,-1.06,0.456,0.00737,0.0139,FHL5
1130,1270,-0.391,0.148,0.00738,0.0139,LYST
55204,447,-0.371,0.14,0.0074,0.0139,GOLPH3L
3660,943,0.35,0.132,0.0074,0.0139,IRF2
51606,759,0.453,0.173,0.00741,0.014,ATP6V1H
92521,753,0.547,0.211,0.00742,0.014,SPECC1
199800,119,-0.79,0.319,0.00742,0.014,ADM5
154043,286,-0.696,0.275,0.00742,0.014,CNKSR3
196441,787,-0.374,0.142,0.00743,0.014,ZFC3H1
107985184,41.5,0.44,0.168,0.00744,0.014,NA
6428,4630,0.326,0.124,0.00745,0.014,SRSF3
10016,1130,0.236,0.0886,0.00745,0.014,PDCD6
161,1960,0.278,0.104,0.00745,0.014,AP2A2
90273,53.2,0.881,0.361,0.00746,0.014,CEACAM21
2990,1890,0.372,0.141,0.00747,0.0141,GUSB
10147,1860,-0.357,0.135,0.00748,0.0141,SUGP2
349075,39.6,-0.452,0.173,0.00748,0.0141,ZNF713
105370974,34.4,0.611,0.238,0.00749,0.0141,NA
5515,2520,0.416,0.159,0.00749,0.0141,PPP2CA
105377826,36.4,-0.937,0.392,0.00749,0.0141,NA
440836,513,-0.438,0.167,0.00753,0.0142,CIMAP1B
8508,603,0.456,0.174,0.00753,0.0142,NIPSNAP1
51738,30.2,-0.665,0.262,0.00754,0.0142,GHRL
9879,1220,0.29,0.11,0.00754,0.0142,DDX46
101927188,10.7,1.06,0.454,0.00754,0.0142,NA
221584,24.2,0.633,0.248,0.00754,0.0142,NA
100133121,28.7,0.82,0.332,0.00756,0.0142,NA
105376781,92.3,-1.18,0.532,0.00757,0.0142,NA
6329,192,-1.72,0.957,0.00757,0.0142,SCN4A
107987095,33.9,-0.593,0.231,0.00758,0.0142,NA
123720,438,-0.302,0.114,0.00758,0.0142,WHAMM
24139,582,-0.532,0.206,0.00758,0.0142,EML2
148,116,-2.11,1.56,0.00761,0.0143,ADRA1A
100313837,60.5,0.515,0.199,0.00762,0.0143,MIR762
125704,28.6,-1.59,0.832,0.00762,0.0143,DIPK1C
440957,141,0.379,0.144,0.00762,0.0143,UQCC5
90871,803,0.308,0.117,0.00763,0.0143,DMAC1
154007,361,-0.292,0.111,0.00764,0.0143,SNRNP48
5266,363,1.6,0.811,0.00765,0.0144,PI3
23087,608,-0.465,0.179,0.00765,0.0144,TRIM35
1665,2130,0.364,0.138,0.00769,0.0144,DHX15
100506012,16.7,-0.682,0.27,0.00772,0.0145,NA
10396,307,-0.735,0.295,0.00772,0.0145,ATP8A1
4616,2340,-1.11,0.491,0.00773,0.0145,GADD45B
109729137,60.7,0.645,0.254,0.00773,0.0145,MEF2C-AS2
119437,12.6,-0.855,0.35,0.00773,0.0145,NA
85444,171,-0.706,0.282,0.00774,0.0145,LRRCC1
140901,738,-0.501,0.194,0.00776,0.0146,STK35
5950,4400,-2.03,1.43,0.00777,0.0146,RBP4
64759,3480,0.732,0.292,0.0078,0.0146,TNS3
1352,278,0.41,0.157,0.00781,0.0147,COX10
84529,152,-0.475,0.183,0.00783,0.0147,CDIN1
145853,103,-0.381,0.146,0.00785,0.0147,C15orf61
53354,137,-0.842,0.347,0.00785,0.0147,PANK1
9760,74.1,-1.19,0.538,0.00786,0.0147,TOX
54918,2340,0.573,0.223,0.00786,0.0147,CMTM6
83854,170,0.377,0.144,0.00786,0.0147,ANGPTL6
114791,411,-0.281,0.107,0.00791,0.0148,TUBGCP5
144717,510,0.742,0.297,0.00791,0.0148,PHETA1
4154,4250,-0.367,0.138,0.00791,0.0148,MBNL1
130617,568,-0.286,0.109,0.00792,0.0148,ZFAND2B
129563,432,-0.329,0.126,0.00793,0.0149,DIS3L2
23030,1030,-0.317,0.121,0.00795,0.0149,KDM4B
51761,41.3,0.835,0.342,0.00795,0.0149,ATP8A2
5604,1220,0.514,0.2,0.00797,0.0149,MAP2K1
9757,1320,-0.324,0.123,0.00799,0.015,KMT2B
109729146,15.4,-0.69,0.276,0.00802,0.015,NA
53916,186,0.339,0.129,0.00802,0.015,RAB4B
261729,537,0.749,0.302,0.00803,0.015,STEAP2
6671,141,-0.482,0.187,0.00804,0.015,SP4
171546,1190,0.319,0.121,0.00806,0.0151,SPTSSA
27042,448,0.283,0.108,0.00806,0.0151,UTP25
10367,1110,0.272,0.104,0.00809,0.0151,MICU1
9877,3800,-0.223,0.0847,0.00811,0.0152,ZC3H11A
153443,444,0.546,0.213,0.00813,0.0152,SRFBP1
3043,9120,-0.676,0.575,0.00813,0.0152,HBB
677805,24.1,0.652,0.258,0.00814,0.0152,SNORA18
64072,463,-0.793,0.325,0.00815,0.0152,CDH23
93166,51.4,-0.867,0.361,0.00815,0.0152,PRDM6
79969,227,-0.444,0.172,0.00818,0.0153,ATAT1
9702,581,-0.238,0.0907,0.00819,0.0153,CEP57
10948,1180,0.279,0.106,0.00819,0.0153,STARD3
60598,76.4,-1.22,0.564,0.00821,0.0153,KCNK15
27030,375,-0.28,0.107,0.00822,0.0154,MLH3
157378,518,0.387,0.149,0.00822,0.0154,TMEM65
2277,61.2,-1.55,0.813,0.00823,0.0154,VEGFD
285033,182,0.378,0.145,0.00824,0.0154,NA
7469,536,-0.289,0.11,0.00824,0.0154,NELFA
200315,273,1.51,0.759,0.00826,0.0154,APOBEC3A
83982,578,0.521,0.203,0.00826,0.0154,IFI27L2
5335,2010,-0.256,0.0977,0.00826,0.0154,PLCG1
101927272,12.6,1.01,0.434,0.00829,0.0155,NA
137695,208,-0.454,0.176,0.0083,0.0155,TMEM68
28949,222,0.095,0.693,0.00831,0.0155,NA
84964,219,-0.282,0.108,0.00833,0.0155,ALKBH6
1947,1830,0.465,0.18,0.00833,0.0156,EFNB1
554206,18,-0.786,0.322,0.00834,0.0156,NA
646903,10.8,1.07,0.47,0.00835,0.0156,NA
55794,230,0.409,0.158,0.00837,0.0156,DDX28
201266,381,0.479,0.186,0.00837,0.0156,SLC39A11
26468,496,0.634,0.252,0.00838,0.0156,LHX6
4808,15.7,-1.78,1.05,0.00838,0.0156,NHLH2
84989,13,0.733,0.296,0.0084,0.0157,JMJD1C-AS1
728264,137,-0.757,0.31,0.0084,0.0157,NA
11343,5880,-1.02,0.449,0.00842,0.0157,MGLL
101929160,38.8,0.621,0.246,0.00842,0.0157,NA
286530,205,0.902,0.378,0.00843,0.0157,P2RY8
4023,5990,-1.85,1.17,0.00844,0.0157,LPL
25917,491,0.231,0.0882,0.00844,0.0157,THUMPD3
112268163,17.7,-0.68,0.273,0.00844,0.0157,NA
6364,137,2.01,1.27,0.00845,0.0157,CCL20
257044,24.6,-0.642,0.256,0.00845,0.0157,CATSPERE
101929234,16.5,-0.913,0.386,0.00845,0.0157,NA
92154,1450,-0.518,0.202,0.00847,0.0158,MTSS2
100506691,17.9,0.725,0.293,0.00848,0.0158,NA
6654,1310,-0.711,0.287,0.00849,0.0158,SOS1
7867,1120,0.546,0.214,0.00851,0.0158,MAPKAPK3
203547,798,0.256,0.098,0.00852,0.0159,VMA21
10840,346,-1.93,1.3,0.00852,0.0159,ALDH1L1
9486,250,0.567,0.224,0.00852,0.0159,CHST10
204851,1740,-0.451,0.176,0.00852,0.0159,HIPK1
4037,1310,-0.537,0.21,0.00853,0.0159,LRP3
285368,94,-0.43,0.167,0.00856,0.0159,PRRT3
23666,12,0.615,0.245,0.00856,0.0159,NA
284184,334,0.469,0.183,0.00857,0.0159,NDUFAF8
135228,2420,0.577,0.228,0.00861,0.016,CD109
101927420,14.5,-0.71,0.288,0.00862,0.016,DMTF1-AS1
8939,1380,0.196,0.0733,0.00862,0.016,FUBP3
57471,41.1,0.842,0.35,0.00862,0.016,ERMN
56253,33,0.804,0.331,0.00866,0.0161,CRTAM
5575,405,0.367,0.142,0.00867,0.0161,PRKAR1B
79071,408,-0.67,0.27,0.00867,0.0161,ELOVL6
729991,199,0.302,0.116,0.00868,0.0161,BORCS8
55653,35.2,0.752,0.307,0.00868,0.0161,BCAS4
23389,1880,-0.472,0.184,0.00869,0.0162,MED13L
90835,66.3,0.401,0.155,0.0087,0.0162,CFAP119
28987,808,0.275,0.106,0.0087,0.0162,NOB1
285315,50,-0.468,0.183,0.00871,0.0162,C3orf33
6890,2250,0.615,0.242,0.00871,0.0162,TAP1
11046,333,0.254,0.0976,0.00871,0.0162,SLC35D2
10938,2320,0.558,0.22,0.00873,0.0162,EHD1
55660,1430,0.27,0.104,0.00873,0.0162,PRPF40A
56654,1140,-0.391,0.152,0.00874,0.0162,NPDC1
9342,967,0.284,0.109,0.00876,0.0163,SNAP29
10418,2590,0.649,0.261,0.00877,0.0163,SPON1
23384,947,0.31,0.12,0.00878,0.0163,SPECC1L
924,122,1.05,0.463,0.0088,0.0163,CD7
342035,369,-1.38,0.687,0.0088,0.0163,GLDN
6195,961,0.772,0.317,0.00881,0.0164,RPS6KA1
29931,90.6,-0.785,0.325,0.00881,0.0164,NA
101928126,16.7,-0.997,0.436,0.00883,0.0164,NA
101752400,58.6,-0.53,0.209,0.00884,0.0164,NA
107984293,25.1,-0.945,0.407,0.00884,0.0164,NA
107985334,14.6,0.813,0.337,0.00886,0.0164,NA
10114,2620,-0.511,0.201,0.00887,0.0165,HIPK3
4931,360,-0.347,0.134,0.00888,0.0165,NVL
114880,212,-0.836,0.35,0.00888,0.0165,OSBPL6
54883,742,-0.56,0.222,0.00888,0.0165,CWC25
5900,2770,-0.744,0.308,0.00889,0.0165,RALGDS
60674,1490,-0.529,0.208,0.00889,0.0165,GAS5
441024,160,-0.495,0.195,0.00889,0.0165,MTHFD2L
27242,1080,0.813,0.337,0.0089,0.0165,TNFRSF21
57679,610,-0.245,0.0945,0.0089,0.0165,ALS2
10454,632,-0.21,0.0805,0.00892,0.0165,TAB1
107986127,20.9,-0.664,0.269,0.00892,0.0165,NA
3476,1100,-0.282,0.109,0.00893,0.0165,IGBP1
6709,6650,-0.305,0.118,0.00894,0.0166,SPTAN1
59348,179,-0.396,0.154,0.00894,0.0166,ZNF350
611,70.3,0.761,0.312,0.00894,0.0166,OPN1SW
105375884,12.9,-0.755,0.31,0.00895,0.0166,NA
5552,6030,1.14,0.511,0.00897,0.0166,SRGN
57708,883,-0.29,0.112,0.00898,0.0166,MIER1
51528,829,0.183,0.0702,0.00899,0.0166,JKAMP
8450,1190,-0.228,0.0878,0.009,0.0167,CUL4B
375033,1080,-0.576,0.23,0.009,0.0167,PEAR1
8912,626,-0.754,0.313,0.00902,0.0167,CACNA1H
5820,88.2,0.746,0.306,0.00902,0.0167,PVT1
105373181,15.7,-0.659,0.266,0.00902,0.0167,NA
166,7030,-0.361,0.14,0.00904,0.0167,TLE5
107985031,9.16,-1.15,0.526,0.00904,0.0167,NA
4817,693,-0.221,0.0853,0.00905,0.0167,NIT1
5277,314,-0.834,0.35,0.00905,0.0168,PIGA
5885,2650,0.28,0.108,0.00906,0.0168,RAD21
729970,111,-0.772,0.32,0.00906,0.0168,CNN3-DT
55644,546,-0.274,0.106,0.00907,0.0168,OSGEP
1459,616,-0.433,0.17,0.00908,0.0168,CSNK2A2
7087,40,0.765,0.315,0.0091,0.0168,ICAM5
4487,292,-0.558,0.222,0.00911,0.0168,MSX1
4257,3270,-1.46,0.762,0.00911,0.0169,MGST1
1877,627,-0.302,0.117,0.00912,0.0169,E4F1
122945,23.9,-0.578,0.23,0.00912,0.0169,NOXRED1
7770,221,-0.297,0.115,0.00912,0.0169,ZNF227
100132288,96.2,-0.732,0.301,0.00912,0.0169,TEKT4P2
375387,404,0.555,0.221,0.00912,0.0169,NRROS
57597,916,0.525,0.209,0.00913,0.0169,BAHCC1
100616211,527,0.508,0.201,0.00914,0.0169,MIR4709
653140,21,-1.02,0.451,0.00914,0.0169,FAM228A
2162,4050,0.273,0.248,0.00914,0.0169,F13A1
2252,1030,0.771,0.318,0.00918,0.017,FGF7
5413,542,-0.681,0.278,0.00919,0.017,SEPTIN5
100505616,42.3,-0.556,0.221,0.0092,0.017,SNHG21
9397,584,-0.855,0.363,0.00921,0.017,NMT2
105372836,9.82,-0.766,0.317,0.00922,0.017,NA
81027,36,-0.978,0.429,0.00922,0.017,TUBB1
9694,586,-0.322,0.125,0.00924,0.0171,EMC2
6879,1700,-0.327,0.128,0.00925,0.0171,TAF7
11228,633,0.47,0.185,0.00925,0.0171,RASSF8
140890,1240,-0.454,0.179,0.00929,0.0172,SREK1
64768,410,-0.878,0.375,0.00931,0.0172,IPPK
55051,1040,0.169,0.065,0.00932,0.0172,NRDE2
10068,423,0.581,0.232,0.00932,0.0172,IL18BP
64216,284,0.35,0.136,0.00932,0.0172,TFB2M
314,90.9,-1.12,0.515,0.00932,0.0172,AOC2
1829,529,-1.06,0.475,0.00932,0.0172,DSG2
5270,784,0.936,0.402,0.00933,0.0172,SERPINE2
89910,933,-0.261,0.101,0.00933,0.0172,UBE3B
10393,224,0.197,0.0762,0.00934,0.0172,ANAPC10
11001,36.3,-1.41,0.722,0.00934,0.0172,SLC27A2
51399,689,0.4,0.157,0.00935,0.0172,TRAPPC4
85477,79,-0.968,0.424,0.00936,0.0173,SCIN
246721,517,-0.539,0.215,0.00936,0.0173,POLR2J2
83452,305,-0.413,0.162,0.00936,0.0173,RAB33B
89790,238,1.17,0.535,0.00936,0.0173,SIGLEC10
8509,1010,-0.317,0.123,0.00936,0.0173,NDST2
23299,2150,-0.662,0.272,0.00938,0.0173,BICD2
8886,1200,0.26,0.101,0.00939,0.0173,DDX18
102723534,40.1,-0.964,0.421,0.00939,0.0173,NA
387712,195,-0.601,0.242,0.00939,0.0173,ENO4
727956,400,-0.498,0.198,0.0094,0.0173,MUC20-OT1
2879,6200,-0.834,0.355,0.00941,0.0173,GPX4
79611,514,-1.08,0.492,0.00941,0.0173,ACSS3
4050,356,1.06,0.476,0.00944,0.0174,LTB
54978,880,0.384,0.151,0.00948,0.0175,SLC35F6
79946,23.9,-0.748,0.31,0.0095,0.0175,C10orf95
25766,520,0.359,0.14,0.00951,0.0175,PRPF40B
25925,938,-0.528,0.21,0.00952,0.0175,ZNF521
9550,1910,0.395,0.155,0.00952,0.0175,ATP6V1G1
57565,16.7,-0.995,0.439,0.00954,0.0176,KLHL14
166378,171,0.325,0.127,0.00954,0.0176,AFG2A
22934,380,0.24,0.0931,0.00954,0.0176,RPIA
5867,774,-0.199,0.0772,0.00955,0.0176,RAB4A
55052,1170,0.295,0.115,0.00956,0.0176,MRPL20
26090,1150,0.343,0.134,0.00956,0.0176,ABHD12
4221,637,0.301,0.117,0.00957,0.0176,MEN1
406913,21,-1.17,0.547,0.00959,0.0176,MIR126
150274,210,0.307,0.12,0.00959,0.0176,HSCB
25927,963,0.423,0.167,0.00959,0.0176,CNRIP1
89866,231,-0.571,0.229,0.0096,0.0176,SEC16B
255812,541,-0.44,0.174,0.00961,0.0177,NA
1186,1830,0.345,0.135,0.00961,0.0177,CLCN7
105369568,13,0.992,0.437,0.00961,0.0177,NA
57710,272,-0.478,0.19,0.00962,0.0177,KIAA1614
8417,1520,-0.414,0.163,0.00962,0.0177,STX7
100996712,246,0.401,0.158,0.00963,0.0177,NA
595100,17.7,-0.734,0.304,0.00964,0.0177,SNORD18C
54788,1210,0.216,0.0838,0.00964,0.0177,DNAJB12
2876,7140,0.747,0.307,0.00965,0.0177,GPX1
4208,1220,0.444,0.175,0.00968,0.0178,MEF2C
729799,30.1,-0.558,0.224,0.00969,0.0178,NA
286411,34.6,-0.865,0.37,0.0097,0.0178,LINC00632
90826,300,-0.252,0.0982,0.00971,0.0178,PRMT9
100132352,216,-0.47,0.187,0.00971,0.0178,NA
375307,13.6,1.12,0.51,0.00973,0.0179,CATIP
10333,234,0.772,0.322,0.00974,0.0179,TLR6
283687,118,0.47,0.186,0.00975,0.0179,NA
102724312,29.4,-0.746,0.31,0.00976,0.0179,LINC01770
55072,965,-0.207,0.0805,0.00976,0.0179,RNF31
100499405,216,0.292,0.114,0.00976,0.0179,LINC00987
1647,931,-0.711,0.294,0.00976,0.0179,GADD45A
101928429,22.9,0.923,0.399,0.00977,0.0179,NA
55366,969,-0.616,0.25,0.00978,0.0179,LGR4
81501,49.4,1.72,0.996,0.00978,0.0179,DCSTAMP
28940,31.7,1.94,1.05,0.00979,0.018,NA
25890,3700,-0.739,0.305,0.0098,0.018,ABI3BP
117247,291,1.17,0.545,0.00981,0.018,SLC16A10
3574,69.9,-0.688,0.284,0.00981,0.018,IL7
64750,827,-0.277,0.108,0.00982,0.018,SMURF2
92691,44.7,0.937,0.408,0.00984,0.018,TMEM169
51105,983,0.3,0.117,0.00985,0.0181,PHF20L1
100996746,19.5,-0.53,0.213,0.00985,0.0181,SPDYE11
105370447,148,0.369,0.145,0.00985,0.0181,NA
2241,507,-0.345,0.135,0.00985,0.0181,FER
6242,442,-0.797,0.338,0.00986,0.0181,RTKN
10898,652,-0.232,0.0905,0.00988,0.0181,CPSF4
8324,590,-0.691,0.284,0.0099,0.0181,FZD7
57817,22,1.7,0.977,0.00991,0.0181,HAMP
6232,14100,-0.389,0.154,0.00991,0.0181,RPS27
105378726,7.55,0.909,0.392,0.00993,0.0182,NA
868,953,0.442,0.175,0.00995,0.0182,CBLB
6352,510,0.981,0.433,0.00995,0.0182,CCL5
159013,510,0.335,0.132,0.00995,0.0182,CXorf38
107987399,35.4,-1.18,0.562,0.00996,0.0182,NA
79447,761,0.348,0.137,0.00997,0.0182,PAGR1
114827,67.6,0.997,0.441,0.00997,0.0183,FHAD1
161198,1520,0.536,0.216,0.00999,0.0183,CLEC14A
27342,1040,-0.327,0.129,0.01,0.0183,RABGEF1
25946,1650,-0.662,0.271,0.01,0.0183,ZNF385A
10904,1720,-0.473,0.188,0.01,0.0183,BLCAP
105370524,29.9,0.54,0.217,0.01,0.0184,PCNX4-DT
755,699,-0.288,0.113,0.01,0.0184,CFAP410
9179,533,0.272,0.107,0.01,0.0184,AP4M1
54461,2600,0.333,0.131,0.01,0.0184,FBXW5
164633,68.7,0.357,0.141,0.01,0.0184,CABP7
9687,160,-0.804,0.341,0.0101,0.0184,GREB1
79658,618,-0.393,0.156,0.0101,0.0184,ARHGAP10
80204,1280,-0.283,0.111,0.0101,0.0184,FBXO11
79823,93.8,-0.338,0.133,0.0101,0.0184,CAMKMT
4519,87500,-0.575,0.233,0.0101,0.0184,MT-CYB
105371240,23.4,-0.694,0.288,0.0101,0.0184,NA
22982,1080,-0.534,0.214,0.0101,0.0184,DIP2C
50618,954,-0.387,0.153,0.0101,0.0184,ITSN2
153571,171,-0.943,0.416,0.0101,0.0185,NA
84058,324,0.554,0.223,0.0101,0.0185,WDR54
627,29.2,-0.719,0.3,0.0101,0.0185,BDNF
80223,990,-0.771,0.327,0.0101,0.0185,RAB11FIP1
25901,398,-0.282,0.111,0.0102,0.0185,CCDC28A
10383,5180,0.635,0.259,0.0102,0.0186,TUBB4B
55799,58.6,-0.631,0.259,0.0102,0.0186,CACNA2D3
606724,33.5,0.983,0.435,0.0102,0.0186,NA
205428,442,-0.453,0.181,0.0102,0.0186,DIPK2A
105369436,8.98,-1.15,0.543,0.0102,0.0187,NA
23067,1020,-0.288,0.113,0.0102,0.0187,SETD1B
6976,13.9,1.06,0.48,0.0103,0.0187,NA
3561,692,0.863,0.372,0.0103,0.0188,IL2RG
107985115,41.3,0.472,0.188,0.0103,0.0188,NA
105373582,17.5,-0.718,0.298,0.0103,0.0188,NA
54455,729,-0.229,0.0898,0.0103,0.0188,FBXO42
6945,1190,0.366,0.145,0.0103,0.0188,MLX
24144,783,0.26,0.102,0.0103,0.0188,TFIP11
111216284,21.8,0.918,0.4,0.0103,0.0188,BNC2-AS1
1107,3800,0.395,0.156,0.0103,0.0189,CHD3
107984344,34.9,-0.509,0.205,0.0104,0.0189,NA
202,1290,-0.558,0.227,0.0104,0.0189,CRYBG1
101927151,68,0.423,0.168,0.0104,0.019,LINC02987
56953,43.8,-0.535,0.217,0.0104,0.019,NT5M
8733,2030,0.274,0.108,0.0104,0.019,GPAA1
105373194,30.9,-0.615,0.252,0.0104,0.019,NA
26009,607,-0.235,0.0925,0.0104,0.019,ZZZ3
91300,1650,0.675,0.28,0.0104,0.019,R3HDM4
100132116,4080,0.961,0.421,0.0104,0.019,NA
91368,372,0.33,0.13,0.0105,0.019,CDKN2AIPNL
84674,457,0.529,0.214,0.0105,0.0191,CARD6
113251,663,0.229,0.09,0.0105,0.0191,LARP4
90353,88.4,0.486,0.195,0.0105,0.0191,CTU1
9456,104,0.727,0.304,0.0105,0.0191,HOMER1
4780,2430,-0.477,0.19,0.0105,0.0191,NFE2L2
10893,166,-0.466,0.187,0.0105,0.0191,MMP24
257396,33.3,-0.722,0.303,0.0105,0.0191,MOCS2-DT
9214,171,1.02,0.457,0.0105,0.0191,FCMR
100873962,17.2,-1.51,0.841,0.0105,0.0191,NA
102465511,60.4,-0.766,0.325,0.0105,0.0191,MIR6848
5618,84.3,-1.02,0.466,0.0105,0.0191,PRLR
388685,84.2,-0.449,0.18,0.0105,0.0192,LINC01138
6539,23,1.14,0.261,0.0105,0.0192,SLC6A12
153163,14.2,-0.879,0.383,0.0105,0.0192,NA
8270,300,0.46,0.184,0.0106,0.0192,LAGE3
56063,186,0.297,0.117,0.0106,0.0192,TMEM234
23060,975,0.265,0.105,0.0106,0.0192,ZNF609
2181,1140,0.377,0.15,0.0106,0.0192,ACSL3
60509,939,0.207,0.0814,0.0106,0.0193,AGBL5
80319,19,-1.3,0.656,0.0106,0.0193,CXXC4
57613,183,-0.625,0.257,0.0106,0.0193,FAM234B
138311,510,-0.501,0.202,0.0106,0.0193,DIPK1B
10390,723,-0.428,0.172,0.0106,0.0193,CEPT1
54664,779,-0.251,0.0989,0.0106,0.0193,TMEM106B
100996720,37.1,0.526,0.213,0.0106,0.0193,NA
731075,10.2,-0.946,0.42,0.0106,0.0193,NA
22822,2050,0.958,0.425,0.0107,0.0194,PHLDA1
1373,166,0.594,0.243,0.0107,0.0194,CPS1
100506233,63,-0.547,0.223,0.0107,0.0194,NA
100132077,23.1,0.735,0.309,0.0107,0.0195,NA
25966,1240,-0.799,0.344,0.0107,0.0195,C2CD2
80173,241,-0.42,0.168,0.0107,0.0195,IFT74
100526664,682,-0.578,0.237,0.0107,0.0195,LY75-CD302
91351,748,0.618,0.254,0.0107,0.0195,DDX60L
54776,2110,-0.252,0.0997,0.0108,0.0195,PPP1R12C
101929162,60.8,0.303,0.12,0.0108,0.0195,PRDM4-AS1
84923,799,-0.204,0.0804,0.0108,0.0195,VCF1
100533181,128,-0.564,0.231,0.0108,0.0195,FXYD6-FXYD2
55144,350,0.323,0.128,0.0108,0.0196,LRRC8D
54877,568,-0.428,0.172,0.0108,0.0196,ZCCHC2
106633814,1000,0.655,0.271,0.0108,0.0196,NA
2730,478,0.577,0.236,0.0108,0.0196,GCLM
10010,1020,0.279,0.11,0.0108,0.0196,TANK
100132356,40.9,-0.653,0.271,0.0108,0.0196,NA
28815,148,0.95,0.767,0.0108,0.0196,NA
177,178,-0.577,0.236,0.0108,0.0196,AGER
55022,1080,0.574,0.233,0.0108,0.0196,PID1
8704,1510,0.443,0.178,0.0108,0.0197,B4GALT2
2047,144,0.857,0.371,0.0109,0.0197,EPHB1
112268086,15.8,-1.07,0.495,0.0109,0.0197,NA
103,3330,0.362,0.144,0.0109,0.0197,ADAR
54933,82.2,-0.885,0.389,0.0109,0.0198,RHBDL2
100128361,67.1,-0.86,0.375,0.0109,0.0198,NA
238,11,-1,0.454,0.0109,0.0198,ALK
79956,452,-0.524,0.213,0.0109,0.0198,ERMP1
132228,71.3,0.486,0.196,0.011,0.0199,LSMEM2
81846,1030,-0.4,0.161,0.011,0.0199,SBF2
10555,2790,-1.18,0.579,0.011,0.0199,AGPAT2
100527978,57.5,-0.637,0.264,0.011,0.0199,TLCD4-RWDD3
23141,1830,0.349,0.139,0.011,0.0199,ANKLE2
84676,19.6,-0.168,0.58,0.011,0.02,TRIM63
