ID,Description,direction,cam_FDR,fg_FDR,fgsea_NES,agreement_source,agreement_mode_used,agreement_relaxed_fdr_used,agreement_topn_used
GO:0051301,NA,Up,8.7828164670200815e-05,2.9037507515024845e-19,2.7080696931006236,strict_intersection,relax_fdr_then_topn,0.2,50
GO:0007094,NA,Up,8.7828164670200815e-05,9.54513270550341e-7,2.3967262496671555,strict_intersection,relax_fdr_then_topn,0.2,50
GO:0090307,NA,Up,8.7828164670200815e-05,0.00316626365241669,2.1580496651165477,strict_intersection,relax_fdr_then_topn,0.2,50
GO:0030174,NA,Up,8.7828164670200815e-05,0.00335480170603691,2.0331245069308963,strict_intersection,relax_fdr_then_topn,0.2,50
GO:0006270,NA,Up,1.3581104495281543e-4,1.5140113061556386e-5,2.3470710172245304,strict_intersection,relax_fdr_then_topn,0.2,50
GO:0007059,NA,Up,7.87331087192153e-4,5.470621565002444e-7,2.466023075415497,strict_intersection,relax_fdr_then_topn,0.2,50
GO:0000086,NA,Up,0.0012727298210469,1.012659204700474e-5,2.3962669478666756,strict_intersection,relax_fdr_then_topn,0.2,50
GO:0032467,NA,Up,0.0013304539060497,0.00316626365241669,2.0965453848538016,strict_intersection,relax_fdr_then_topn,0.2,50
GO:0006302,NA,Up,0.00375863232520075,1.1653793156876768e-4,2.186508624694456,strict_intersection,relax_fdr_then_topn,0.2,50
GO:0006260,NA,Up,0.00400890641647987,0.02901165236404065,1.8679456738968077,strict_intersection,relax_fdr_then_topn,0.2,50
GO:0000070,NA,Up,0.00894394176011756,0.03849968948901128,1.996517543855293,strict_intersection,relax_fdr_then_topn,0.2,50
GO:0000724,NA,Up,0.01349068930897863,0.02087569210897094,1.8598471392452964,strict_intersection,relax_fdr_then_topn,0.2,50
GO:0032200,NA,Down,0.01453888145552991,0.03730717849259761,-2.044157844013417,strict_intersection,relax_fdr_then_topn,0.2,50
GO:0000278,NA,Up,0.01538549100121085,1.0275304942735942e-6,2.348355984980851,strict_intersection,relax_fdr_then_topn,0.2,50
GO:0000076,NA,Up,0.01874057682617891,0.03730717849259761,1.9131308679287864,strict_intersection,relax_fdr_then_topn,0.2,50
GO:0007052,NA,Up,0.02250393461519262,7.872949632806868e-6,2.418461826433374,strict_intersection,relax_fdr_then_topn,0.2,50
GO:0006091,NA,Down,0.03563831633460849,0.02458758615395154,-2.0731284580870244,strict_intersection,relax_fdr_then_topn,0.2,50
