ID,direction,Description,cam_FDR,fg_FDR,cam_stat,fg_NES
GO:0032200,Down,NA,0.01453888145552991,0.03730717849259761,NA,-2.044157844013417
GO:0006091,Down,NA,0.03563831633460849,0.02458758615395154,NA,-2.0731284580870244
GO:0051301,Up,NA,8.7828164670200815e-05,2.9037507515024845e-19,NA,2.7080696931006236
GO:0007094,Up,NA,8.7828164670200815e-05,9.54513270550341e-7,NA,2.3967262496671555
GO:0090307,Up,NA,8.7828164670200815e-05,0.00316626365241669,NA,2.1580496651165477
GO:0030174,Up,NA,8.7828164670200815e-05,0.00335480170603691,NA,2.0331245069308963
GO:0007059,Up,NA,7.87331087192153e-4,5.470621565002444e-7,NA,2.466023075415497
GO:0000086,Up,NA,0.0012727298210469,1.012659204700474e-5,NA,2.3962669478666756
GO:0032467,Up,NA,0.0013304539060497,0.00316626365241669,NA,2.0965453848538016
GO:0006302,Up,NA,0.00375863232520075,1.1653793156876768e-4,NA,2.186508624694456
GO:0006260,Up,NA,0.00400890641647987,0.02901165236404065,NA,1.8679456738968077
GO:0000070,Up,NA,0.00894394176011756,0.03849968948901128,NA,1.996517543855293
GO:0000278,Up,NA,0.01538549100121085,1.0275304942735942e-6,NA,2.348355984980851
GO:0000076,Up,NA,0.01874057682617891,0.03730717849259761,NA,1.9131308679287864
