ID,Description,direction,camera_FDR,fgsea_padj,fgsea_NES,collection,set_size,cluster
WP2446,Retinoblastoma gene in cancer,Down,1.472311746941922e-7,2.0757150529266946e-13,-2.6398389450825097,WP,87,1
WP466,DNA replication,Down,2.9748893773603807e-5,1.747323411365539e-6,-2.372272501219969,WP,41,1
GO:0006270,NA,Down,0.0011441169414266,2.8966480714500255e-4,-2.2430475093645117,GO,24,1
WP179,Cell cycle,Down,0.00172885629551691,5.4416848611507525e-11,-2.4005072857168632,WP,116,1
GO:0051301,NA,Down,0.00669383765724819,1.3868076279733258e-12,-2.3809467206613544,GO,200,1
GO:0030174,NA,Down,0.0117495504154437,0.01116769521597759,-1.9366301842721405,GO,10,1
WP45,G1 to S cell cycle control,Down,0.0239862392654448,8.647863963606518e-5,-2.076133215113648,WP,61,1
WP707,DNA damage response,Down,0.03253229274858837,1.0363744010083998e-4,-2.0584668956479235,WP,67,1
WP183,Proteasome degradation,Down,1.0491207641328006e-6,3.753648436794016e-7,-2.3143180708728663,WP,60,2
WP2359,Parkin ubiquitin proteasomal system pathway,Down,0.04753936551670511,0.00754404594424279,-1.7597133117965185,WP,65,2
GO:0006487,NA,Down,4.633282354151047e-4,1.298747423655919e-5,-2.3092643892841163,GO,45,3
WP5153,N glycan biosynthesis,Down,4.6345365725838e-4,3.753648436794016e-7,-2.317177508700798,WP,55,3
GO:0018279,NA,Down,0.00215489604685821,8.11740627093364e-4,-2.1379830502445545,GO,19,3
WP4521,Glycosylation and related congenital defects,Down,0.00528298703283404,8.868968770023879e-4,-2.1013451721228984,WP,25,3
WP2006,miR targeted genes in squamous cell,Down,0.00208171127482512,3.3216732488426256e-8,-2.221762283739636,WP,122,4
WP2003,miR targeted genes in leukocytes,Down,0.00280503490363197,1.3921080197988374e-6,-2.0799975728018985,WP,126,4
WP2004,miR targeted genes in lymphocytes,Down,0.02008832826254375,2.0871813311921083e-11,-2.015065422922453,WP,405,4
WP2005,miR targeted genes in muscle cell,Down,0.04142083643667758,8.826997515199319e-7,-1.8658500300040768,WP,329,4
WP4016,DNA IR damage and cellular response via ATR,Down,0.00225953388918563,1.747323411365539e-6,-2.2375128664844173,WP,81,5
WP531,DNA mismatch repair,Down,0.00280503490363197,0.00130249623540114,-2.075453066146537,WP,23,5
