ID,NGenes,Direction,PValue,FDR
GO:0006487,45,Down,3.1863791247487615e-7,4.633282354151047e-4
GO:0007094,16,Down,5.70875271056182e-7,4.633282354151047e-4
GO:0006457,81,Down,7.277406838980703e-7,4.633282354151047e-4
GO:0006270,24,Down,2.396056421835818e-6,0.001144116941426603
GO:0018279,19,Down,5.641089127901078e-6,0.0021548960468582117
GO:0007052,33,Down,2.4361286027733805e-5,0.0066938376572481945
GO:0030206,18,Down,2.4784935532392194e-5,0.0066938376572481945
GO:0051301,200,Down,3.1505243549430505e-5,0.0066938376572481945
GO:0019082,26,Down,3.1541643411117145e-5,0.0066938376572481945
GO:0006888,36,Down,4.6096029449785615e-5,0.008804341624909052
GO:0042572,32,Up,6.024704419890152e-5,0.010461077674536535
GO:0030174,10,Down,7.381916491378241e-5,0.0117495504154437
GO:0035987,27,Down,8.556874845378066e-5,0.01235710769750761
GO:0030199,46,Down,9.45885408824193e-5,0.01235710769750761
GO:0000070,13,Down,1.013739186090987e-4,0.01235710769750761
GO:0007088,11,Down,1.0351503830372867e-4,0.01235710769750761
GO:0000086,32,Down,1.377447477237973e-4,0.015476027538379579
GO:0006302,57,Down,1.790697562774739e-4,0.01900129080499862
GO:0045494,27,Up,1.9628872846826005e-4,0.019732182703914563
GO:0006418,11,Down,2.143636133501766e-4,0.020471725074941865
GO:0035725,57,Up,2.9907478012800216e-4,0.027182022720238102
GO:0007059,51,Down,3.1309136117551743e-4,0.027182022720238102
GO:0034314,12,Down,3.6037011338336877e-4,0.029926387676618885
GO:1904871,10,Down,4.926620796935337e-4,0.037866544044615924
GO:1903241,18,Down,5.116874200635793e-4,0.037866544044615924
GO:0061077,30,Down,5.154608089843005e-4,0.037866544044615924
GO:0007080,22,Down,5.690543852134798e-4,0.04025532873176839
GO:0008589,21,Up,5.932880518883615e-4,0.04047072068238466
GO:0090307,25,Down,6.471725316606798e-4,0.04262412191282408
GO:0000278,80,Down,8.853634272542831e-4,0.05606113350333443
GO:0070527,36,Down,9.228153118378842e-4,0.05606113350333443
GO:0042573,13,Up,9.71756426761074e-4,0.05606113350333443
GO:0015012,13,Down,9.856286267381279e-4,0.05606113350333443
GO:0008202,22,Up,9.979468791169478e-4,0.05606113350333443
GO:0045109,16,Up,0.0013404844512923647,0.0731521514848119
GO:0006024,14,Down,0.0013991492218791402,0.07423263927192106
GO:0010165,16,Down,0.0014902096777609647,0.07692704012225521
GO:0007601,72,Up,0.001660421645451493,0.08345803533716716
GO:0006805,54,Up,0.0018245190508866863,0.0893546509536813
GO:0071222,123,Down,0.0020959809246081625,0.09998619218802253
GO:0021983,17,Up,0.002184487198855788,0.09998619218802253
GO:0001709,12,Up,0.0022253480599028607,0.09998619218802253
GO:0030220,16,Down,0.002250998044023544,0.09998619218802253
GO:0007411,104,Up,0.0023752230435384295,0.10310627302632727
GO:0032212,21,Down,0.0025339519501616095,0.10403028640124196
GO:0048546,12,Up,0.0025407957819607342,0.10403028640124196
GO:0006694,17,Up,0.0025742319149393814,0.10403028640124196
GO:0035313,14,Down,0.0026143736896647196,0.10403028640124196
GO:0043687,28,Down,0.0027252959665357594,0.10623092440986327
GO:0006260,60,Down,0.003177663059634426,0.11681089539164632
GO:0061621,16,Down,0.0031910457372739806,0.11681089539164632
GO:0098761,11,Down,0.0032059714099140074,0.11681089539164632
GO:1900026,26,Down,0.00324134945327605,0.11681089539164632
GO:0007159,24,Down,0.003365403963860786,0.11903558464766856
GO:0030970,12,Down,0.003493442215533878,0.11976410960537937
GO:0007017,14,Down,0.0035114084491629557,0.11976410960537937
GO:0030166,15,Down,0.003694299436351001,0.12268643992808585
GO:0019228,19,Up,0.0037255568145701467,0.12268643992808585
GO:0032870,25,Up,0.003832704366088304,0.12407568371574
GO:0036120,18,Down,0.003908622925741206,0.1244244964694284
GO:0007339,16,Down,0.003979120394559391,0.12459213038702358
GO:0006486,47,Down,0.004336646420944251,0.13087012199640286
GO:0006281,171,Down,0.004390871492485499,0.13087012199640286
GO:0007042,15,Down,0.004403080430736788,0.13087012199640286
GO:0009880,13,Up,0.0044536952511864845,0.13087012199640286
GO:0007031,15,Up,0.004610094301718053,0.13341333509517395
GO:0006334,40,Down,0.004792585191448446,0.1366244435174109
GO:0000398,94,Down,0.004923591056813522,0.13829498409579158
GO:0098911,11,Up,0.005076847188524788,0.1396782528719905
GO:0006644,24,Up,0.005185165119945842,0.1396782528719905
GO:0051603,19,Down,0.005192228248121113,0.1396782528719905
GO:0007229,72,Down,0.005692461977147436,0.1509869074488502
GO:0000077,32,Down,0.005821636814543666,0.1509869074488502
GO:0140588,90,Down,0.005849754529431893,0.1509869074488502
GO:0000038,17,Up,0.006250667188284316,0.15772418622064086
GO:0060070,83,Up,0.006275936205638065,0.15772418622064086
GO:0006646,10,Up,0.006465117522455891,0.1582218183821273
GO:0007035,14,Down,0.0065827079272047385,0.1582218183821273
GO:0019369,20,Up,0.006597728245982569,0.1582218183821273
GO:0071577,20,Down,0.006627091869408473,0.1582218183821273
GO:0030593,43,Down,0.006816845741006781,0.1585616079371746
GO:0048706,20,Up,0.006852969069840993,0.1585616079371746
GO:0016042,31,Up,0.006968252152353491,0.1585616079371746
GO:0034113,22,Down,0.006973390087289355,0.1585616079371746
GO:0007218,35,Up,0.007472938012304578,0.16792131298237345
GO:0007188,36,Up,0.0076469531751443606,0.16983349493634567
GO:0086002,21,Up,0.00779215984559469,0.1710692563802972
GO:0036297,32,Down,0.008045696727884888,0.17462819034386518
GO:0002218,27,Down,0.008203444507419113,0.17605144954124163
GO:0006139,18,Down,0.008579408238043899,0.18207410816293162
GO:0010765,13,Up,0.008987138813692008,0.18835006741600688
GO:0045197,21,Up,0.009189229852408196,0.18835006741600688
GO:0035249,26,Up,0.009200520295903887,0.18835006741600688
GO:0060216,15,Up,0.009432813927702495,0.18835006741600688
GO:0010332,25,Down,0.00943598382042943,0.18835006741600688
GO:0007018,25,Down,0.00951192188920071,0.18835006741600688
GO:0042176,10,Down,0.00956542227191239,0.18835006741600688
GO:0006096,31,Down,0.009685107294259301,0.18876076461260474
GO:0042574,14,Up,0.009826696840282433,0.18921177229821654
GO:0007389,20,Up,0.009906375512995629,0.18921177229821654
GO:0006401,16,Down,0.010052445762593704,0.1901007069955839
GO:0046598,10,Down,0.010352747848453143,0.1938602783386814
GO:0006882,24,Down,0.010475441951136562,0.19425334103563915
GO:0007064,13,Down,0.011063154389801847,0.20317908542809163
GO:0001523,17,Up,0.011453051294822828,0.2032377393908043
GO:0000387,16,Down,0.01150337287882656,0.2032377393908043
GO:0045454,28,Down,0.011516180500882659,0.2032377393908043
GO:0042759,14,Up,0.011626709737085905,0.2032377393908043
GO:0060291,33,Up,0.011638059517190259,0.2032377393908043
GO:0060078,14,Up,0.011755439701950032,0.2032377393908043
GO:0022409,10,Up,0.011811198467214281,0.2032377393908043
GO:0000723,39,Down,0.012319459126617159,0.2100907761771319
GO:0008360,82,Down,0.012486556167654633,0.21105594938248096
GO:0007040,24,Down,0.01287976001255593,0.2157924703858055
GO:0044458,16,Up,0.013039574779535127,0.21614518019608153
GO:0000082,59,Down,0.01320738230747198,0.21614518019608153
GO:0031507,39,Down,0.013240306849707614,0.21614518019608153
GO:0007275,39,Up,0.013433086706255516,0.21720184055211714
GO:0019395,11,Up,0.013532470694084786,0.21720184055211714
GO:0021762,29,Down,0.013710463667910733,0.21749746333608752
GO:2000001,11,Down,0.013778635111867325,0.21749746333608752
GO:0051452,12,Down,0.014129242232515457,0.22120371036151248
GO:0097009,38,Up,0.014545407223845702,0.22530653377689228
GO:0042742,65,Down,0.014714640545484834,0.22530653377689228
GO:0048668,10,Up,0.014745192001105516,0.22530653377689228
GO:0071346,51,Down,0.015411432864169912,0.23361775214733754
GO:0045116,14,Down,0.016029093583469625,0.23751608365138135
GO:0036503,43,Down,0.016062358086118764,0.23751608365138135
GO:0006488,18,Down,0.016083010573929,0.23751608365138135
GO:0045665,33,Up,0.016166016164753706,0.23751608365138135
GO:0006913,36,Down,0.017063096746127226,0.24683312157639672
GO:0035567,25,Up,0.017103116509934083,0.24683312157639672
GO:0045931,28,Down,0.017207163328224674,0.24683312157639672
GO:0006631,52,Up,0.0173417969689812,0.24683312157639672
GO:0099505,10,Up,0.017709836251459655,0.24683312157639672
GO:0042178,11,Up,0.017748559111893953,0.24683312157639672
GO:0046856,25,Up,0.017800472123640967,0.24683312157639672
GO:0002040,26,Down,0.01793654462113794,0.24683312157639672
GO:0006836,20,Up,0.017963248114722066,0.24683312157639672
GO:0001569,23,Down,0.01829604171259525,0.24729614334493488
GO:0060287,11,Up,0.018355192528404285,0.24729614334493488
GO:0006002,10,Down,0.018385367725120814,0.24729614334493488
GO:0030574,28,Down,0.01864007104647257,0.24896878111022802
GO:0045842,12,Down,0.01892641076622049,0.25065640220640495
GO:1905515,42,Up,0.01902888917273755,0.25065640220640495
GO:0016358,24,Up,0.019256647280744315,0.25101669724142034
GO:0036211,53,Down,0.019319086122769,0.25101669724142034
GO:0031124,14,Down,0.01945804464090076,0.25111395448730034
GO:0032481,28,Down,0.019655997200051328,0.2519661386046848
GO:0061436,19,Up,0.020170257334085437,0.2526081255289307
GO:0086005,11,Up,0.0202082381524905,0.2526081255289307
GO:1904322,10,Up,0.02035597694343262,0.2526081255289307
GO:0022617,29,Down,0.020421349713791347,0.2526081255289307
GO:0086091,31,Up,0.020443396647131497,0.2526081255289307
GO:0015986,20,Down,0.02061636007472002,0.2526081255289307
GO:0007517,59,Up,0.020752261122619697,0.2526081255289307
GO:0009755,23,Up,0.020764123407351894,0.2526081255289307
GO:0032760,86,Down,0.021136933511663326,0.25551609498276556
GO:0006261,22,Down,0.021441994638565286,0.2575736462871679
GO:0046676,26,Up,0.02195884012847573,0.26213365403367905
GO:0071353,20,Down,0.0221651102347251,0.2629525499895959
GO:0019882,18,Down,0.023296144711452645,0.2705159352687606
GO:0046326,27,Up,0.023422236317774858,0.2705159352687606
GO:0043616,18,Up,0.02351108739725831,0.2705159352687606
GO:0071479,34,Down,0.023702943726883304,0.2705159352687606
GO:0051146,11,Down,0.02377061674756722,0.2705159352687606
GO:0051279,11,Down,0.023771668020224818,0.2705159352687606
GO:0035019,42,Up,0.023794071793273183,0.2705159352687606
GO:0010800,14,Down,0.0240321619278453,0.27160609042712736
GO:0090026,15,Down,0.024301179368921018,0.2717515231082963
GO:0009952,50,Up,0.024556805941078837,0.2717515231082963
GO:0003376,12,Down,0.02460029886894308,0.2717515231082963
GO:0030307,61,Down,0.024644280818411503,0.2717515231082963
GO:0001657,29,Up,0.024756421476881445,0.2717515231082963
GO:0000076,10,Down,0.02501996814926369,0.2730750809433923
GO:0050765,14,Down,0.025179849415873458,0.2732585930927176
GO:0006606,68,Down,0.02536225811208931,0.27335434779315165
GO:0042770,16,Down,0.025474907804806806,0.27335434779315165
GO:2000647,14,Up,0.025763318365337462,0.27490468199885226
GO:0008156,12,Down,0.02702246231140672,0.28525315668793405
GO:1902430,13,Up,0.027031843644249248,0.28525315668793405
GO:0006635,38,Up,0.027372988629971718,0.28531935541950565
GO:0002224,23,Down,0.027524982422515592,0.28531935541950565
GO:0071711,12,Down,0.027699634684323494,0.28531935541950565
GO:0046426,15,Down,0.027784560396119786,0.28531935541950565
GO:0001942,27,Up,0.027868643801367794,0.28531935541950565
GO:2001046,10,Down,0.028062019791173072,0.28531935541950565
GO:0045165,39,Up,0.028083789957522025,0.28531935541950565
GO:0045721,14,Up,0.02827010398553223,0.28569258525061675
GO:0034644,46,Down,0.028672936407442447,0.28651770276354616
GO:0006695,32,Up,0.02901225813592104,0.28651770276354616
GO:0070242,11,Down,0.029158601812787448,0.28651770276354616
GO:0035082,12,Up,0.029172085608515357,0.28651770276354616
GO:0035721,13,Up,0.02920709975210612,0.28651770276354616
GO:0043001,17,Up,0.029251807350204974,0.28651770276354616
GO:2001238,31,Down,0.030549069863812853,0.29752475523888716
GO:0001676,22,Up,0.030733173953300556,0.29752475523888716
GO:0001833,10,Down,0.03084288038602076,0.29752475523888716
GO:0006968,31,Down,0.03203110550433424,0.30630631455659274
GO:0007399,188,Up,0.03207395963943379,0.30630631455659274
GO:0030279,21,Up,0.03275075270658697,0.3088860593145996
GO:0034599,75,Down,0.032794064174691044,0.3088860593145996
GO:0007368,35,Up,0.03282925133029514,0.3088860593145996
GO:1902459,28,Down,0.03312179406835743,0.309568134257501
GO:0033540,11,Up,0.03322589922659042,0.309568134257501
GO:0032695,17,Down,0.03416758809791425,0.31575527918037305
GO:0002430,10,Down,0.03422059831954828,0.31575527918037305
GO:0050680,38,Up,0.03494800947602058,0.31736367639596985
GO:0045089,21,Down,0.03496736420877268,0.31736367639596985
GO:0035235,15,Up,0.035148205400268855,0.31736367639596985
GO:0035418,14,Up,0.03521809040645691,0.31736367639596985
GO:0097401,14,Down,0.03522570649002388,0.31736367639596985
GO:1905168,27,Down,0.035632874334038715,0.31952483557753025
GO:0051258,10,Up,0.0360982526194716,0.3198017900852367
GO:0046718,81,Down,0.03636579768619154,0.3198017900852367
GO:0035115,23,Up,0.03641731662054303,0.3198017900852367
GO:0030901,15,Up,0.03658550374770634,0.3198017900852367
GO:0021954,12,Up,0.03661672295890053,0.3198017900852367
GO:0098586,48,Down,0.036668372789877925,0.3198017900852367
GO:0050482,10,Up,0.037188540834069604,0.32067642888789993
GO:0048146,45,Down,0.03729074210505983,0.32067642888789993
GO:0085020,11,Down,0.037486396408753044,0.32067642888789993
GO:0006405,11,Down,0.0375433179248979,0.32067642888789993
GO:0051276,15,Down,0.03766330634827759,0.32067642888789993
GO:0046677,18,Down,0.037776019109831145,0.32067642888789993
GO:0001916,18,Down,0.03820462521781076,0.321466862225151
GO:0035116,19,Up,0.03820574750005721,0.321466862225151
GO:2000434,11,Down,0.03871525853598556,0.3242938916722861
GO:0045600,34,Up,0.039064072472179814,0.3242938916722861
GO:0009887,54,Up,0.039150339332170415,0.3242938916722861
GO:0031529,10,Down,0.03938661649461025,0.3242938916722861
GO:0006801,15,Down,0.039390671658623234,0.3242938916722861
GO:0042472,29,Up,0.03991169712863054,0.324510311022043
GO:0006310,34,Down,0.03991179553040542,0.324510311022043
GO:0006413,44,Down,0.039926661303759214,0.324510311022043
GO:0043029,28,Down,0.04023530642203337,0.3256332002800158
GO:0007566,28,Down,0.04095598935977777,0.3295428002490885
GO:0031069,22,Up,0.04106344840800161,0.3295428002490885
GO:0021537,11,Up,0.04153536226113982,0.33193532183588725
GO:0043161,154,Down,0.04199422181560359,0.33420401528251187
GO:0031663,31,Down,0.043622340282504536,0.34572062215594884
GO:0072520,13,Up,0.04407001025322049,0.3465184648459761
GO:0000724,69,Down,0.04412670643089915,0.3465184648459761
GO:0009615,81,Down,0.04426728032587338,0.3465184648459761
GO:0048167,37,Up,0.0446842018855117,0.3466867536729811
GO:0048388,11,Down,0.0449180101616905,0.3466867536729811
GO:0010839,17,Up,0.04500120328510289,0.3466867536729811
GO:0030968,34,Down,0.04503001878617316,0.3466867536729811
GO:0071168,12,Down,0.04531071170547472,0.3466867536729811
GO:0006865,26,Up,0.045643158181812964,0.3466867536729811
GO:0072583,15,Down,0.045671756111009265,0.3466867536729811
GO:0030889,13,Down,0.04585462189704259,0.3466867536729811
GO:0006998,12,Down,0.04592238150746818,0.3466867536729811
GO:0007420,98,Up,0.04658658666009093,0.35031645874320344
GO:0008344,31,Up,0.0477668131349645,0.3577827964226753
GO:0003341,16,Up,0.048107745307823066,0.35827361636018923
GO:1902042,21,Down,0.04820749707045478,0.35827361636018923
GO:0009617,41,Up,0.04860946326987551,0.3593888669742909
GO:0038109,42,Up,0.048748793845557185,0.3593888669742909
GO:0034695,10,Up,0.04892204471901342,0.3593888669742909
GO:0002862,19,Down,0.049661878335826935,0.3634260062123733
GO:0071897,23,Down,0.050407364756065866,0.36681008675062504
GO:0051607,140,Down,0.05073049379917481,0.36681008675062504
GO:0031297,16,Down,0.050965124549255766,0.36681008675062504
GO:0060996,12,Down,0.05102455604481879,0.36681008675062504
GO:0006511,95,Down,0.05108454611291427,0.36681008675062504
GO:0007346,46,Down,0.05168203860330313,0.36842488607219126
GO:0070588,61,Up,0.05169521961641218,0.36842488607219126
GO:0070986,11,Up,0.05214897490472227,0.37027710805955216
GO:0009306,25,Down,0.05263457441008702,0.37034227414229004
GO:0031547,43,Up,0.052688344529513605,0.37034227414229004
GO:0070935,12,Down,0.05302749154165055,0.37034227414229004
GO:0043542,26,Down,0.053335151688024364,0.37034227414229004
GO:0022010,11,Up,0.05335060824891541,0.37034227414229004
GO:0019433,11,Up,0.05347338081084697,0.37034227414229004
GO:0051932,11,Up,0.05358852398693173,0.37034227414229004
GO:0051131,14,Down,0.053742931496790824,0.37034227414229004
GO:0034142,27,Down,0.05390322105317101,0.37034227414229004
GO:0045190,14,Down,0.05418081604031937,0.3706073671826613
GO:0031076,11,Up,0.05460931561298662,0.3706073671826613
GO:0048468,10,Up,0.05474016977005276,0.3706073671826613
GO:0008361,19,Down,0.054798081353409835,0.3706073671826613
GO:0072089,33,Up,0.05491198162968228,0.3706073671826613
GO:0010634,30,Up,0.05573295117745864,0.37482372094699296
GO:0050766,32,Down,0.05601491005693796,0.3753981691535141
GO:0002639,22,Down,0.05694254633789234,0.3802806416271831
GO:0016601,20,Down,0.05782147043409448,0.38480490776697024
GO:0030335,186,Down,0.058432737283608434,0.3875226674017087
GO:0006974,204,Down,0.05962908971858971,0.391323694898259
GO:0044027,12,Down,0.06025106456923415,0.391323694898259
GO:0070534,28,Down,0.06038543195360281,0.391323694898259
GO:0032731,45,Down,0.06045835374873132,0.391323694898259
GO:0030214,10,Down,0.06078441877003625,0.391323694898259
GO:0030178,24,Up,0.06083138579936335,0.391323694898259
GO:0030501,34,Up,0.06097179919898339,0.391323694898259
GO:0035458,19,Down,0.061156364326888084,0.391323694898259
GO:0071391,11,Up,0.061215123163368385,0.391323694898259
GO:0019229,12,Up,0.06185563645587674,0.391323694898259
GO:0060047,13,Down,0.062232852882979375,0.391323694898259
GO:0010951,16,Down,0.06254650873742643,0.391323694898259
GO:0060349,17,Up,0.06265130052863561,0.391323694898259
GO:0043123,162,Down,0.06270436765322562,0.391323694898259
GO:0060071,32,Up,0.06273877218066938,0.391323694898259
GO:0010569,12,Down,0.06277663056464841,0.391323694898259
GO:0030509,63,Up,0.06290948864836131,0.391323694898259
GO:0050778,23,Up,0.06296844083305694,0.391323694898259
GO:0006941,11,Up,0.06325287486117197,0.391323694898259
GO:0030866,24,Down,0.06334073263272415,0.391323694898259
GO:0061709,10,Up,0.06372120582663374,0.391323694898259
GO:0007616,27,Up,0.06383941477230697,0.391323694898259
GO:0048384,18,Up,0.06405750356906739,0.391323694898259
GO:0050872,14,Up,0.06407244881284944,0.391323694898259
GO:0032148,14,Up,0.06446359161500273,0.391323694898259
GO:2001243,15,Down,0.06446577227536907,0.391323694898259
GO:0060749,16,Up,0.0645376774308647,0.391323694898259
GO:0010906,17,Up,0.06474820391767701,0.39135781481887055
GO:0006275,26,Down,0.06579005683667068,0.39302548017926525
GO:0042659,10,Down,0.0659629223710766,0.39302548017926525
GO:0007215,14,Up,0.06610330696150803,0.39302548017926525
GO:0036092,20,Up,0.06611189151035687,0.39302548017926525
GO:0007095,28,Down,0.06622289491083194,0.39302548017926525
GO:0010666,12,Down,0.06625874587315361,0.39302548017926525
GO:0009312,14,Down,0.06704196469117991,0.3964401008054292
GO:0031122,23,Up,0.06816309219324526,0.40064865176378367
GO:0006491,13,Down,0.06839701606381628,0.40064865176378367
GO:0045598,11,Up,0.06863488268439086,0.40064865176378367
GO:0006955,214,Down,0.06873527551806118,0.40064865176378367
GO:0006890,13,Down,0.06880249098351887,0.40064865176378367
GO:0045087,244,Down,0.06963903258267407,0.40173551935397306
GO:0030522,23,Up,0.06968421693289137,0.40173551935397306
GO:0051402,65,Down,0.070119438060821,0.40173551935397306
GO:0051028,45,Down,0.07014552659978052,0.40173551935397306
GO:0006303,28,Down,0.07016294203777601,0.40173551935397306
GO:0051017,13,Down,0.07058117308369997,0.40173551935397306
GO:0090263,74,Up,0.07082021018101455,0.40173551935397306
GO:0071300,50,Up,0.07102693488573222,0.40173551935397306
GO:0000956,12,Down,0.07151864441270268,0.40173551935397306
GO:0031398,50,Down,0.07158814429907964,0.40173551935397306
GO:0007224,57,Up,0.07172560615994555,0.40173551935397306
GO:0030326,25,Up,0.07187995830237244,0.40173551935397306
GO:0005977,24,Up,0.07191418180749878,0.40173551935397306
GO:0036323,40,Up,0.07193379456495225,0.40173551935397306
GO:0030317,36,Up,0.07266621891494084,0.404034620827961
GO:0050873,23,Up,0.07308519118159225,0.404034620827961
GO:0090399,11,Down,0.0732527113659217,0.404034620827961
GO:0030198,79,Down,0.07331883000931708,0.404034620827961
GO:2000042,16,Down,0.07340314839125783,0.404034620827961
GO:0030520,15,Up,0.07375609376375912,0.4048107445079883
GO:0030071,27,Down,0.07397709735023154,0.40486033220327294
GO:0071806,13,Down,0.07469607079391247,0.4062275793704563
GO:0060021,51,Up,0.07485237910342335,0.4062275793704563
GO:0009267,64,Up,0.07504973034112096,0.4062275793704563
GO:0070507,19,Up,0.07507766257474925,0.4062275793704563
GO:0007528,19,Up,0.07532932838196041,0.40643790172187677
GO:0050807,17,Down,0.07587168429661144,0.40815350463773975
GO:0050905,11,Down,0.07616102604210351,0.40815350463773975
GO:0045050,10,Down,0.07638137372445479,0.40815350463773975
GO:0042776,62,Down,0.07672493180522993,0.40815350463773975
GO:0060340,11,Down,0.0768825673701885,0.40815350463773975
GO:0016241,42,Down,0.07692945637151116,0.40815350463773975
GO:0007156,52,Up,0.07733185892359448,0.4088302884943294
GO:0007626,40,Up,0.07748511226960589,0.4088302884943294
GO:0006814,21,Up,0.07801961090626675,0.41051641000267075
GO:0060644,11,Up,0.07844946799926945,0.41057790322466453
GO:0000079,22,Down,0.0784612223439804,0.41057790322466453
GO:0043153,21,Up,0.07875900310540097,0.41101009817299416
GO:0048013,69,Up,0.0796874744582356,0.4122824185511993
GO:0002009,18,Up,0.07970956989007941,0.4122824185511993
GO:0007154,12,Up,0.07975963590484124,0.4122824185511993
GO:0043392,11,Down,0.07986622767745745,0.4122824185511993
GO:0042267,27,Down,0.08019720677241567,0.4128751076423556
GO:0051896,16,Up,0.08126536161502071,0.41455646984153977
GO:0098655,16,Up,0.08158738119355248,0.41455646984153977
GO:0038084,50,Up,0.08177634725645683,0.41455646984153977
GO:0007422,14,Up,0.08178686071829752,0.41455646984153977
GO:0010001,10,Up,0.08192226197674554,0.41455646984153977
GO:0032740,18,Down,0.08210870809393309,0.41455646984153977
GO:0009954,17,Up,0.08225322143546399,0.41455646984153977
GO:0002548,21,Down,0.08226015815180292,0.41455646984153977
GO:0090090,97,Up,0.08310646962450134,0.4162811883172113
GO:0006699,14,Up,0.08323689931895253,0.4162811883172113
GO:0003091,12,Up,0.08325623766344226,0.4162811883172113
GO:0060155,10,Down,0.08491328148980218,0.41905876940734393
GO:0006284,25,Down,0.0851537205048125,0.41905876940734393
GO:0045596,19,Down,0.08517275133979309,0.41905876940734393
GO:0060048,31,Up,0.0851869838332351,0.41905876940734393
GO:0030534,21,Up,0.08519346488087168,0.41905876940734393
GO:0003351,10,Up,0.08532662831075792,0.41905876940734393
GO:0032968,40,Down,0.08540918793060961,0.41905876940734393
GO:0050770,12,Up,0.08556697385804404,0.41905876940734393
GO:0032465,26,Down,0.08638735041227108,0.4207567727388139
GO:0060412,28,Up,0.08660281263693353,0.4207567727388139
GO:0045747,29,Up,0.08699526167898587,0.4207567727388139
GO:0009058,11,Up,0.08704230358324416,0.4207567727388139
GO:0006661,34,Up,0.08720629154614719,0.4207567727388139
GO:0032729,56,Down,0.08745020975381029,0.4207567727388139
GO:0000184,15,Down,0.0874557271085388,0.4207567727388139
GO:0070207,10,Down,0.08795967673299182,0.42211804663320196
GO:0051965,24,Up,0.08824010207236878,0.42240249362963506
GO:0006287,12,Down,0.08850065440452859,0.42259062478162407
GO:0040018,20,Up,0.08913083811796696,0.42389185179349786
GO:0007268,100,Up,0.0892170284926629,0.42389185179349786
GO:0051450,11,Down,0.0895842010208057,0.4245210828145261
GO:0002230,21,Down,0.08979398819741809,0.4245210828145261
GO:0071902,19,Down,0.09098827493715783,0.42910519785178136
GO:0010595,48,Down,0.09145993472955805,0.43026718062427555
GO:0003198,10,Down,0.09295431528615988,0.4361058501152088
GO:0009966,24,Down,0.09331073028181307,0.4361058501152088
GO:0006476,11,Up,0.09387676483721041,0.4361058501152088
GO:0045778,12,Up,0.09389117022760145,0.4361058501152088
GO:0007214,11,Up,0.09405092028841146,0.4361058501152088
GO:0000281,43,Down,0.09407100012956336,0.4361058501152088
GO:0031334,40,Down,0.09481902569230437,0.43795201732453587
GO:0042733,42,Up,0.09504264559264179,0.43795201732453587
GO:0071773,18,Up,0.0952233945375076,0.43795201732453587
GO:0009311,13,Down,0.09595284319366024,0.43795201732453587
GO:0006367,43,Down,0.0959529262826752,0.43795201732453587
GO:0006911,16,Down,0.0960133110358547,0.43795201732453587
GO:0035790,41,Up,0.09607429071150814,0.43795201732453587
GO:0038145,42,Up,0.09757788504081473,0.44257110872037914
GO:0071480,28,Down,0.09758581770604005,0.44257110872037914
