ID,Description,NGenes,Direction,PValue,FDR
WP2571,Polycystic kidney disease pathway,75,Up,0.06791384403157359,0.29829414869335474
WP384,Apoptosis modulation by HSP70,19,Down,0.06794477831348636,0.29829414869335474
WP615,Senescence and autophagy in cancer,100,Down,0.06939767126661492,0.2987246410628629
WP5053,Development of ureteric derived collecting system,46,Up,0.07004518800971596,0.2987246410628629
WP5411,Phosphatidyl inositol phosphate pathway,44,Up,0.07010930813597752,0.2987246410628629
WP1984,Integrated breast cancer pathway,147,Down,0.07044777997413745,0.2987246410628629
WP4150,Wnt signaling in kidney disease,32,Up,0.07088635281262774,0.2987246410628629
WP5561,Integrative Analysis of Treg Glial Interactions,102,Down,0.07100630449209346,0.2987246410628629
WP4630,Measles virus infection,118,Down,0.0712502097398026,0.2987246410628629
WP623,Oxidative phosphorylation,60,Down,0.07159859875066645,0.2987246410628629
WP5333,Enterocyte cholesterol metabolism,30,Up,0.071776892922049,0.2987246410628629
WP4336,ncRNAs in Wnt signaling in hepatocellular carcinoma,77,Up,0.07310705159598901,0.302428182694204
WP186,Homologous recombination,13,Down,0.07363527307826799,0.302428182694204
WP4718,Cholesterol metabolism with Bloch and Kandutsch Russell pathways,45,Up,0.07392688910302765,0.302428182694204
WP4875,Disruption of postsynaptic signaling by CNV,29,Up,0.07615622043795779,0.30922018389429257
WP3624,Lung fibrosis,51,Down,0.0767491761624051,0.30922018389429257
WP3875,ATR signaling,11,Down,0.07687557349594218,0.30922018389429257
WP98,Prostaglandin synthesis and regulation,43,Up,0.07906584886104728,0.31604801076690947
WP2036,TNF related weak inducer of apoptosis TWEAK signaling,38,Down,0.07945095826223696,0.31604801076690947
WP2369,Histone modifications,43,Up,0.08336742504864608,0.32980519799464386
WP5285,Immune infiltration in pancreatic cancer,27,Down,0.08452693836786689,0.3298601555335003
WP5358,JAK STAT signaling in the regulation of beta cells,30,Down,0.08469929857587612,0.3298601555335003
WP5348,11p11 2 copy number variation syndrome,49,Down,0.0850699223218352,0.3298601555335003
WP5027,nsp1 from SARS CoV 2 inhibits translation initiation in the host cell,17,Down,0.08619654194459433,0.3298601555335003
WP3931,Embryonic stem cell pluripotency pathways,99,Up,0.08648338954265883,0.3298601555335003
WP58,Monoamine GPCRs,18,Up,0.08653836059114103,0.3298601555335003
WP231,TNF alpha signaling,87,Down,0.08658829082754382,0.3298601555335003
WP2263,Androgen receptor network in prostate cancer,104,Down,0.08713569819733429,0.33019843527410886
WP4553,FBXL10 enhancement of MAP ERK signaling in diffuse large B cell lymphoma,19,Down,0.08878603062027435,0.33469079605548446
WP167,Eicosanoid synthesis,23,Up,0.08930158641400164,0.33488094905250615
WP4905,1q21 1 copy number variation syndrome,23,Up,0.09036011676205587,0.3370947361071514
WP5373,Osteoarthritic chondrocyte hypertrophy,47,Down,0.09250259331403621,0.3421404409070684
WP5380,5q35 copy number variation,96,Down,0.09266303607899769,0.3421404409070684
WP2828,Bladder cancer,38,Down,0.09619043771081862,0.35335262832545616
WP4787,Osteoblast differentiation and related diseases,100,Up,0.09721139479770237,0.35450912170704585
WP299,Nuclear receptors in lipid metabolism and toxicity,20,Up,0.09773406543833447,0.35450912170704585
WP357,Fatty acid biosynthesis,22,Up,0.09798238224958628,0.35450912170704585
WP306,Focal adhesion,186,Down,0.09936548103920512,0.3577157317411384
WP5176,Disorders of bile acid synthesis and biliary transport,18,Up,0.10048933574859982,0.3584886404254615
WP4871,Kisspeptin kisspeptin receptor system in the ovary,32,Down,0.10072016039003774,0.3584886404254615
WP4891,COVID 19 adverse outcome pathway,12,Down,0.10107388056440095,0.3584886404254615
WP4838,Regucalcin in proximal tubule epithelial kidney cells,28,Down,0.1026776007764197,0.3595127803519672
WP5537,Psoriasis mechanism and therapies,13,Down,0.1027848844441401,0.3595127803519672
