GeneID,meanExpr,log2FC,log2FC SE,p-value,adj. p-value
DPYSL5,944.387762531685,-0.635616562483022,0.149229052864173,1.93853159749408e-06,0.000970178048910566
SLC11A1,58.8461655479176,3.64454047050949,0.926328002281303,2.81372456160869e-06,0.00136795248972381
KAZALD1,28.4354906295147,-1.98699923400792,0.500332983271504,3.19967109265688e-06,0.00151237786979582
LIPG,25.3447099712505,2.08518641714062,0.532514939555577,3.77190923027248e-06,0.0017346704719545
FAM78A,110.31235615155,-0.967597962121238,0.243800964467533,4.22249209756286e-06,0.00189078751400341
DIRAS2,4173.7951817175,-1.39965625772738,0.362473800631836,5.11269187825654e-06,0.00223070679488239
GLIS3,190.311370401295,1.39848018982092,0.363635618844699,5.3654828830937e-06,0.00228247641846806
SLC22A9,20.2201123323728,-1.66348940902628,0.431721505769553,5.6165693310894e-06,0.00233101326189798
NECTIN1,1731.36003709996,-1.25443473894936,0.326501046371433,5.88807233207999e-06,0.00238551044768269
PI16,116.406802713877,2.23409828572256,0.600172962724714,7.20939463121516e-06,0.00285290834987807
IFI30,83.725265617895,2.87125613905641,0.775541559608059,7.63165238377839e-06,0.00290208159217761
RASGRP1,803.278947513716,-1.40386268355761,0.373857439510696,7.79698889304751e-06,0.00290208159217761
TIMP1,375.9881647155,2.52307594231501,0.682323416363456,7.84530754819993e-06,0.00290208159217761
POU2AF3,36.3536823656592,1.41508605026694,0.37821564395322,8.44806463834511e-06,0.00302947740607017
NUDT14,257.609132275929,-0.727074380167005,0.187930368507447,8.56545370179618e-06,0.00302947740607017
OBSCN-AS1,27.787464136594,-2.43040815061795,0.649889504999708,8.72381246458851e-06,0.00302947740607017
ITGB4,468.201413172832,2.74993258291934,0.752332199803147,9.00297093576058e-06,0.00306389106885804
SERPINA3,1819.29449494472,6.07503731801725,1.72988397100822,9.5506838377923e-06,0.00314445537627977
MOXD1,723.920055482153,1.41418937052534,0.381206718879854,9.60929005445158e-06,0.00314445537627977
