ID,Description,p.adjust,k,stability,selected,collection,consensus,keep_final
GO:0006836,neurotransmitter transport,0.01844548661687762,46,0.36,FALSE,GO,FALSE,FALSE
GO:0045216,cell-cell junction organization,0.01701106061141062,54,0.34,FALSE,GO,FALSE,FALSE
GO:0045953,negative regulation of natural killer cell mediated cytotoxicity,0.02141347717399349,13,0.285,FALSE,GO,FALSE,FALSE
GO:0032963,collagen metabolic process,0.00187958085486762,35,0.275,FALSE,GO,FALSE,FALSE
GO:0060740,prostate gland epithelium morphogenesis,0.01543401993731085,12,0.035,FALSE,GO,FALSE,FALSE
GO:1904018,positive regulation of vasculature development,0.01816221104382268,52,0.025,FALSE,GO,FALSE,FALSE
GO:0050764,regulation of phagocytosis,0.02820206589256718,30,0.015,FALSE,GO,FALSE,FALSE
GO:0010463,mesenchymal cell proliferation,0.02621901187264595,19,0.01,FALSE,GO,FALSE,FALSE
GO:0042445,hormone metabolic process,0.00396823765655233,57,0.005,FALSE,GO,FALSE,FALSE
GO:0031589,cell-substrate adhesion,0.00396823765655233,84,0.005,FALSE,GO,FALSE,FALSE
GO:0006024,glycosaminoglycan biosynthetic process,0.02820206589256718,20,0.005,FALSE,GO,FALSE,FALSE
GO:0061448,connective tissue development,0.00124339196687665,80,0,FALSE,GO,FALSE,FALSE
GO:0061138,morphogenesis of a branching epithelium,0.00219841462096274,58,0,FALSE,GO,FALSE,FALSE
GO:0098773,skin epidermis development,0.00223044621156374,40,0,FALSE,GO,FALSE,FALSE
GO:0099565,"chemical synaptic transmission, postsynaptic",0.00396823765655233,33,0,FALSE,GO,FALSE,FALSE
GO:0060078,regulation of postsynaptic membrane potential,0.00657734498265058,36,0,FALSE,GO,FALSE,FALSE
GO:0018958,phenol-containing compound metabolic process,0.00957032709893778,32,0,FALSE,GO,FALSE,FALSE
GO:0098742,cell-cell adhesion via plasma-membrane adhesion molecules,0.011303951217709,45,0,FALSE,GO,FALSE,FALSE
GO:0016101,diterpenoid metabolic process,0.01247607801128744,25,0,FALSE,GO,FALSE,FALSE
GO:0003014,renal system process,0.01247607801128744,35,0,FALSE,GO,FALSE,FALSE
GO:0001909,leukocyte mediated cytotoxicity,0.01486379838201261,40,0,FALSE,GO,FALSE,FALSE
GO:0060688,regulation of morphogenesis of a branching structure,0.02249605721057849,21,0,FALSE,GO,FALSE,FALSE
GO:0009308,amine metabolic process,0.03457677057286613,31,0,FALSE,GO,FALSE,FALSE
GO:0002274,myeloid leukocyte activation,0.03681851645586462,64,0,FALSE,GO,FALSE,FALSE
GO:0097485,neuron projection guidance,0.03772868059500786,51,0,FALSE,GO,FALSE,FALSE
GO:0043491,phosphatidylinositol 3-kinase/protein kinase B signal transduction,0.03857271887371634,78,0,FALSE,GO,FALSE,FALSE
GO:0030204,chondroitin sulfate metabolic process,0.04141689048035731,12,0,FALSE,GO,FALSE,FALSE
GO:0030278,regulation of ossification,0.04358226146706926,38,0,FALSE,GO,FALSE,FALSE
GO:0035924,cellular response to vascular endothelial growth factor stimulus,0.04762111735114358,35,0,FALSE,GO,FALSE,FALSE
