ID,Description,k,K,GeneRatio,BgRatio,Ek,enr_ratio,pvalue,p.adjust,Count,n_in_table,N_in_table,RichFactor,FoldEnrichment,zScore,qvalue,geneID
GO:0000280,nuclear division,57,233,57/639,233/6904,21.509217243335225,2.650026700421273,2.5943949988895394e-12,1.7776794532391122e-8,57,639,6904,0.2446351931330472,2.643132039734833,8.148239438928705,1.701376930850719e-8,ANLN/AURKA/AURKB/BIRC5/BRIP1/BUB1/BUB1B/CCNB1/CCNB2/CCNE2/CDC20/CDC25B/CDC25C/CDCA5/CDK1/CDT1/CENPE/CENPF/CHEK1/CHEK2/CKS2/DLGAP5/DMC1/ESPL1/FANCD2/KIF15/KIF20B/KIF22/KIF23/KIF2C/KIF4A/KNSTRN/LIF/MAD2L1/MKI67/MND1/MRE11/MYBL1/NCAPG2/NCAPH/NDE1/NEK2/PLK1/PSRC1/PTTG1/RACGAP1/RAD51/RAD54B/SGO1/SLX4/SMC4/TGFA/TOP2A/TPX2/TRIP13/TTK/UBE2C
GO:0098813,nuclear chromosome segregation,47,174,47/639,174/6904,16.062677254679524,2.9260377491745677,5.622590615971743e-12,1.926299545031919e-8,47,639,6904,0.27011494252873564,2.9184249815624272,8.185038777582703,1.8436178703949453e-8,AURKA/AURKB/BIRC5/BRIP1/BUB1/BUB1B/CCNB1/CCNB2/CCNE2/CDC20/CDC6/CDCA5/CDK1/CDT1/CENPE/CENPF/CHEK2/DLGAP5/DMC1/ECT2/ESPL1/FANCD2/KIF15/KIF22/KIF23/KIF2C/KIF4A/KNSTRN/MAD2L1/MND1/MRE11/NCAPG2/NCAPH/NEK2/PLK1/PSRC1/PTTG1/RACGAP1/RMI2/SGO1/SMC4/TACC3/TOP2A/TPX2/TRIP13/TTK/UBE2C
GO:0048285,organelle fission,58,266,58/639,266/6904,24.555587067498582,2.361987919106522,2.438988417009021e-10,5.570649544448604e-7,58,639,6904,0.21804511278195488,2.3558426582889145,7.201787723999532,5.331543101040773e-7,ANLN/AURKA/AURKB/BIRC5/BRIP1/BUB1/BUB1B/CCNB1/CCNB2/CCNE2/CDC20/CDC25B/CDC25C/CDCA5/CDK1/CDT1/CENPE/CENPF/CHEK1/CHEK2/CKS2/DCN/DLGAP5/DMC1/ESPL1/FANCD2/KIF15/KIF20B/KIF22/KIF23/KIF2C/KIF4A/KNSTRN/LIF/MAD2L1/MKI67/MND1/MRE11/MYBL1/NCAPG2/NCAPH/NDE1/NEK2/PLK1/PSRC1/PTTG1/RACGAP1/RAD51/RAD54B/SGO1/SLX4/SMC4/TGFA/TOP2A/TPX2/TRIP13/TTK/UBE2C
GO:1903047,mitotic cell cycle process,86,476,86/639,476/6904,43.941576857629045,1.9571441479817733,3.442734425522149e-10,5.897404070919441e-7,86,639,6904,0.18067226890756302,1.9520521823752974,6.8744051370486305,5.644272492369208e-7,ANLN/AURKA/AURKB/BIRC5/BLM/BUB1/BUB1B/CCNA2/CCNB1/CCNB2/CCNE2/CCNG2/CDC20/CDC25B/CDC25C/CDC45/CDC6/CDC7/CDCA5/CDK1/CDKN1A/CDKN2C/CDT1/CENPA/CENPE/CENPF/CHEK1/CHEK2/CIT/CKS1B/CKS2/CLSPN/CYP1A1/DBF4/DLGAP5/ECT2/ESPL1/EZH2/FANCD2/FOXM1/GJC2/ID4/IER3/IQGAP3/KIF15/KIF20B/KIF22/KIF23/KIF2C/KIF4A/KNSTRN/MAD2L1/MCM2/MCM3/MCM6/MDM2/MIIP/MKI67/MRE11/MSH2/NBN/NCAPG2/NCAPH/NDE1/NEK2/NES/PLK1/PLK3/POLA1/PPM1D/PRKCB/PSRC1/RACGAP1/RAD51/RRM2/RRM2B/SMC4/STMN1/TACC3/TGFA/TPX2/TRIP13/TTK/UBE2C/WNT10B/XPC
GO:0000070,mitotic sister chromatid segregation,32,107,32/639,107/6904,9.877623369256948,3.2396456924645047,9.244070293933963e-10,1.2668073930807105e-6,32,639,6904,0.29906542056074764,3.2312170008629133,7.428205200218727,1.21243279855176e-6,AURKB/BIRC5/BUB1/BUB1B/CCNB1/CDC20/CDCA5/CDK1/CDT1/CENPE/CENPF/CHEK2/DLGAP5/ESPL1/KIF15/KIF22/KIF23/KIF2C/KIF4A/KNSTRN/MAD2L1/NCAPG2/NCAPH/NEK2/PLK1/PSRC1/RACGAP1/SMC4/TPX2/TRIP13/TTK/UBE2C
GO:0140014,mitotic nuclear division,40,159,40/639,159/6904,14.677963698241633,2.725173656397028,2.2666205375692955e-9,2.322285031681712e-6,40,639,6904,0.25157232704402516,2.718083483430281,6.9993977905146965,2.222606653052058e-6,ANLN/AURKA/AURKB/BIRC5/BUB1/BUB1B/CCNB1/CDC20/CDC25C/CDCA5/CDK1/CDT1/CENPE/CENPF/CHEK1/CHEK2/DLGAP5/ESPL1/KIF15/KIF20B/KIF22/KIF23/KIF2C/KIF4A/KNSTRN/MAD2L1/MKI67/NCAPG2/NCAPH/NDE1/NEK2/PLK1/PSRC1/RACGAP1/SMC4/TGFA/TPX2/TRIP13/TTK/UBE2C
GO:0007059,chromosome segregation,52,239,52/639,239/6904,22.06310266591038,2.3568761287751703,2.372445303819612e-9,2.322285031681712e-6,52,639,6904,0.2175732217573222,2.350744167468783,6.787046155498326,2.222606653052058e-6,AURKA/AURKB/BIRC5/BRIP1/BUB1/BUB1B/CCNB1/CCNB2/CCNE2/CDC20/CDC6/CDCA5/CDK1/CDT1/CENPE/CENPF/CHEK2/DLGAP5/DMC1/ECT2/ESPL1/FANCD2/HJURP/KIF15/KIF22/KIF23/KIF2C/KIF4A/KNSTRN/MAD2L1/MKI67/MND1/MRE11/NCAPG2/NCAPH/NDE1/NEK2/PLK1/PSRC1/PTTG1/RACGAP1/RMI2/SGO1/SGO2/SMC4/TACC3/TOP2A/TPX2/TRIP13/TTK/TUBB/UBE2C
GO:0000819,sister chromatid segregation,36,138,36/639,138/6904,12.739364719228588,2.8258865958725705,5.1550835445944845e-9,4.0526032233634715e-6,36,639,6904,0.2608695652173913,2.8185343947744435,6.8913434387063655,3.878655188120937e-6,AURKB/BIRC5/BUB1/BUB1B/CCNB1/CDC20/CDC6/CDCA5/CDK1/CDT1/CENPE/CENPF/CHEK2/DLGAP5/ESPL1/KIF15/KIF22/KIF23/KIF2C/KIF4A/KNSTRN/MAD2L1/NCAPG2/NCAPH/NEK2/PLK1/PSRC1/RACGAP1/RMI2/SMC4/TACC3/TOP2A/TPX2/TRIP13/TTK/UBE2C
GO:0000278,mitotic cell cycle,94,567,94/639,567/6904,52.34217243335224,1.7958750206574068,5.323034006169183e-9,4.0526032233634715e-6,94,639,6904,0.1657848324514991,1.7912026341864629,6.279806015518363,3.878655188120937e-6,ANLN/ASNS/AURKA/AURKB/BIRC5/BLM/BUB1/BUB1B/CCNA2/CCNB1/CCNB2/CCNE2/CCNG2/CDC20/CDC25B/CDC25C/CDC45/CDC6/CDC7/CDCA5/CDK1/CDKN1A/CDKN2C/CDT1/CENPA/CENPE/CENPF/CHEK1/CHEK2/CIT/CKS1B/CKS2/CLSPN/CYP1A1/DBF4/DLGAP5/ECT2/ESPL1/EZH2/FANCD2/FOXM1/GJC2/GMNN/ID4/IER3/IQGAP3/KIF15/KIF20B/KIF22/KIF23/KIF2C/KIF4A/KNSTRN/MAD2L1/MCM2/MCM3/MCM6/MDM2/MIIP/MKI67/MRE11/MSH2/MYBL1/NBN/NCAPG2/NCAPH/NDE1/NEK2/NES/PBK/PLK1/PLK3/POLA1/PPM1D/PRKCB/PSRC1/RACGAP1/RAD51/RRM2/RRM2B/SMC4/STMN1/TACC3/TGFA/TPX2/TRIP13/TTK/TUBA4A/TUBB/TUBB6/UBE2C/WNT10B/XPC/XRCC2
GO:0022402,cell cycle process,116,761,116/639,761/6904,70.25113442994895,1.6512188869443756,1.1075738361079774e-8,7.589095925011862e-6,116,639,6904,0.15243101182654403,1.6469228570429735,6.041758958596326,7.263352630476527e-6,ANLN/AURKA/AURKB/BIRC5/BLM/BRIP1/BUB1/BUB1B/CCNA2/CCNB1/CCNB2/CCNE2/CCNG2/CDC20/CDC25B/CDC25C/CDC45/CDC6/CDC7/CDCA5/CDK1/CDKN1A/CDKN2C/CDT1/CENPA/CENPE/CENPF/CEP295/CHEK1/CHEK2/CIT/CKS1B/CKS2/CLSPN/CYP1A1/DBF4/DLGAP5/DMC1/DSCC1/DTX3L/ECT2/ESPL1/EZH2/FANCD2/FEN1/FOXM1/GADD45A/GATA6/GJC2/GMNN/HJURP/ID4/IER3/IQGAP3/KIF15/KIF20B/KIF22/KIF23/KIF2C/KIF4A/KNSTRN/LIF/MAD2L1/MCM2/MCM3/MCM6/MDM2/MIIP/MKI67/MND1/MRE11/MSH2/MYBL1/NBN/NCAPG2/NCAPH/NDE1/NEK2/NES/PDS5A/PHGDH/PLK1/PLK3/PLK4/POLA1/PPM1D/PPP2R5B/PRKCB/PSRC1/PTTG1/RACGAP1/RAD51/RAD54B/RMI2/RRM2/RRM2B/SGO1/SGO2/SLX4/SMC4/SOX9/SSTR5/STMN1/SUSD2/TACC3/TGFA/TOP2A/TPPP/TPX2/TRIP13/TTK/TUBB/UBE2C/WNT10B/XPC/XRCC2
