Gene ID,Mean Expr,log2FC,log2FC SE,p-value,adj. p-value,Gene Symbol,Entrez Gene ID
ENSG00000217455,19.1,-0.0552,0.164,0.302,0.53,LOC100129603; LOC105375130,100129603; 105375130
ENSG00000287760,14.4,0.0531,0.165,0.302,NA,NA,NA
ENSG00000057663,654,0.0635,0.068,0.302,0.531,ATG5,9474
ENSG00000188004,24.4,0.0498,0.165,0.302,0.531,SNHG28,284677
ENSG00000173540,467,-0.0806,0.0965,0.303,0.531,GMPPB,29925
ENSG00000183185,8.76,0.0416,0.164,0.303,NA,GABRR3,200959
ENSG00000229891,13.6,-0.0486,0.164,0.303,NA,LINC01315,102723775
ENSG00000173285,21.5,0.0619,0.164,0.303,0.531,OR10K1,391109
ENSG00000171467,1000,0.0567,0.0593,0.303,0.531,ZNF318,24149
ENSG00000305937,9.11,0.0372,0.164,0.303,NA,NA,NA
ENSG00000165192,10.7,0.0401,0.164,0.303,NA,ASB11,140456
ENSG00000166311,602,-0.0755,0.0869,0.303,0.531,SMPD1,6609
ENSG00000230866,20.5,0.0576,0.165,0.303,0.531,NA,NA
ENSG00000168575,1620,0.0537,0.0599,0.303,0.531,SLC20A2,6575
ENSG00000228010,35.1,0.0704,0.163,0.303,0.532,NA,NA
ENSG00000141012,403,-0.0796,0.0947,0.303,0.532,GALNS,2588
ENSG00000305485,7.04,-0.0369,0.164,0.303,NA,NA,NA
ENSG00000293588,17.4,-0.0472,0.164,0.304,NA,NA,NA
ENSG00000229951,17.1,-0.05,0.164,0.304,NA,FOSL2-AS1,403150
ENSG00000232124,13,-0.053,0.164,0.304,NA,LOC105372832,105372832
ENSG00000299942,7.28,0.0382,0.164,0.304,NA,NA,NA
ENSG00000298816,15,0.042,0.164,0.304,NA,NA,NA
ENSG00000145362,1620,-0.0603,0.0641,0.304,0.533,ANK2,287
ENSG00000279742,68.3,-0.0827,0.154,0.304,0.533,NA,NA
ENSG00000151718,2070,0.0567,0.0577,0.304,0.533,WWC2,80014
ENSG00000042286,185,-0.0866,0.114,0.304,0.533,AIFM2,84883
ENSG00000171885,9.3,0.0389,0.164,0.304,NA,AQP4,361
ENSG00000289579,53.2,-0.0799,0.157,0.304,0.533,NA,NA
ENSG00000132541,129,0.0892,0.136,0.304,0.533,RIDA,10247
ENSG00000174953,1920,0.0585,0.0617,0.304,0.533,DHX36,170506
ENSG00000107625,1250,-0.0516,0.0536,0.304,0.533,DDX50,79009
ENSG00000281969,7.68,0.0323,0.163,0.304,NA,NA,NA
ENSG00000257509,11.2,0.0444,0.164,0.304,NA,NA,NA
ENSG00000225614,944,-0.0644,0.0695,0.304,0.533,ZNF469,84627
ENSG00000175387,2970,0.0493,0.0506,0.304,0.533,SMAD2,4087
ENSG00000100522,1220,-0.0612,0.0652,0.304,0.533,GNPNAT1,64841
ENSG00000204304,251,-0.0729,0.161,0.304,0.533,PBX2,5089
ENSG00000238164,13.8,-0.0484,0.164,0.305,NA,NA,NA
ENSG00000198814,149,-0.0903,0.125,0.305,0.534,GK,2710
ENSG00000297268,16.2,-0.0472,0.164,0.305,NA,NA,NA
ENSG00000272084,9.06,0.0419,0.164,0.305,NA,NA,NA
ENSG00000235092,57.8,-0.0815,0.155,0.305,0.534,ID2-AS1,100506299
ENSG00000135315,323,0.082,0.1,0.305,0.534,CEP162,22832
ENSG00000116752,718,0.0661,0.0721,0.305,0.534,BCAS2,10286
ENSG00000298376,32.7,0.0648,0.164,0.305,0.534,LOC124904094,124904094
ENSG00000171169,127,-0.0887,0.127,0.305,0.534,NAIF1,203245
ENSG00000298336,6.46,0.0371,0.164,0.305,NA,NA,NA
ENSG00000170498,7.5,0.0401,0.164,0.305,NA,KISS1,3814
ENSG00000232110,12.9,-0.0497,0.164,0.306,NA,LOC124902477,124902477
ENSG00000120341,59.4,-0.0322,0.163,0.306,0.535,SEC16B; CRYZL2P-SEC16B,89866; 111240474
ENSG00000274565,42.2,-0.0771,0.159,0.306,0.535,LOC107985020,107985020
ENSG00000058056,921,-0.0756,0.0877,0.306,0.535,USP13,8975
ENSG00000154133,8.24,-0.0357,0.164,0.306,NA,ROBO4,54538
ENSG00000161203,7910,-0.0431,0.0437,0.306,0.535,AP2M1,1173
ENSG00000146701,2680,0.0488,0.0499,0.306,0.535,MDH2,4191
ENSG00000072778,3080,-0.0505,0.0521,0.306,0.535,ACADVL,37
ENSG00000249790,70.9,0.0816,0.155,0.306,0.535,NA,NA
ENSG00000155846,78.5,0.0854,0.149,0.306,0.536,PPARGC1B,133522
ENSG00000258773,5.91,0.0235,0.163,0.307,NA,NA,NA
ENSG00000110080,332,-0.0807,0.0982,0.307,0.536,ST3GAL4,6484
ENSG00000009844,1460,0.056,0.0588,0.307,0.536,VTA1,51534
ENSG00000181827,1550,-0.0617,0.0667,0.307,0.536,RFX7,64864
ENSG00000108830,139,-0.089,0.127,0.307,0.536,RND2,8153
ENSG00000183054,2570,0.0878,0.12,0.307,0.536,RGPD6,729540
ENSG00000198912,358,-0.0762,0.0891,0.307,0.537,C1orf174,339448
ENSG00000151470,148,0.0884,0.125,0.307,0.537,C4orf33,132321
ENSG00000118729,17.7,0.0442,0.164,0.307,NA,CASQ2,845
ENSG00000105492,9.77,0.0392,0.164,0.307,NA,SIGLEC6,946
ENSG00000258779,8.82,0.0428,0.164,0.307,NA,LOHAN2,100506172
ENSG00000047648,47,0.0619,0.164,0.307,0.537,ARHGAP6,395
ENSG00000268996,60.5,0.0832,0.153,0.307,0.537,MAN1B1-DT,100289341
ENSG00000104129,187,-0.0868,0.117,0.307,0.537,DNAJC17,55192
ENSG00000272870,39.9,-0.0716,0.161,0.308,0.537,SAP30-DT,105377540
ENSG00000204792,12.1,0.045,0.164,0.308,NA,LINC01291,102724515
ENSG00000141968,13.3,-0.0477,0.165,0.308,NA,VAV1,7409
ENSG00000187391,330,-0.084,0.108,0.308,0.538,MAGI2,9863
ENSG00000143933,13500,-0.0436,0.045,0.308,0.538,CALM2,805
ENSG00000233871,22,-0.0592,0.164,0.308,0.538,NA,NA
ENSG00000285763,7.16,0.0359,0.164,0.308,NA,NA,NA
ENSG00000257545,12,0.0465,0.164,0.308,NA,RFX4-AS1; LOC100505978,100287944; 100505978
ENSG00000296162,10.5,-0.0444,0.164,0.308,NA,NA,NA
ENSG00000166860,524,-0.0668,0.0751,0.308,0.538,ZBTB39,9880
ENSG00000289314,17.3,-0.0529,0.164,0.308,NA,NA,NA
ENSG00000010361,90.4,-0.0876,0.139,0.308,0.538,FUZ,80199
ENSG00000196668,27.3,-0.0641,0.163,0.308,0.538,LINC00173,100287569
ENSG00000036530,70.6,0.0858,0.147,0.308,0.538,CYP46A1,10858
ENSG00000108309,20.6,-0.0596,0.164,0.308,0.538,RUNDC3A,10900
ENSG00000188107,20.9,-0.0623,0.164,0.308,0.538,EYS,346007
ENSG00000259462,39.3,0.0743,0.158,0.308,0.538,CPEB1-AS1,283692
ENSG00000226659,8.21,-0.0334,0.163,0.308,NA,NA,NA
ENSG00000239282,76.6,-0.08,0.155,0.308,0.538,CASTOR1,652968
ENSG00000152061,869,0.0679,0.0753,0.308,0.538,RABGAP1L,9910
ENSG00000155254,1890,0.0595,0.0633,0.308,0.538,MARVELD1,83742
ENSG00000299205,6.44,0.0304,0.163,0.309,NA,LOC124904416,124904416
ENSG00000230465,6.39,-0.0337,0.163,0.309,NA,NA,NA
ENSG00000281706,72.2,0.0849,0.149,0.309,0.538,LINC01012,100507173
ENSG00000197978,349,-0.0811,0.0999,0.309,0.538,GOLGA6L9,440295
ENSG00000136935,566,0.0674,0.0736,0.309,0.538,GOLGA1,2800
ENSG00000205913,50.7,0.0786,0.157,0.309,0.538,SRRM2-AS1,100128788
ENSG00000185453,120,-0.0879,0.133,0.309,0.538,ZSWIM9,374920
ENSG00000185920,297,0.0827,0.103,0.309,0.538,PTCH1,5727
ENSG00000264343,759,-0.0688,0.0769,0.309,0.538,NOTCH2NLA,388677
ENSG00000298665,18.1,-0.0575,0.164,0.309,NA,NA,NA
ENSG00000060237,10200,-0.0382,0.0378,0.309,0.539,WNK1,65125
ENSG00000169062,1120,0.0536,0.0563,0.309,0.539,UPF3A,65110
ENSG00000035664,57.1,-0.0828,0.152,0.309,0.539,DAPK2,23604
ENSG00000205795,70.2,0.0868,0.144,0.309,0.539,CYS1,192668
ENSG00000137463,29,0.0597,0.164,0.309,0.539,MGARP,84709
ENSG00000205930,51.6,0.0804,0.155,0.309,0.539,EPCIP-AS1,54067
ENSG00000214900,57.7,0.0826,0.152,0.309,0.539,LINC01599; LINC01588,196913; 283551
ENSG00000261584,19.6,0.0587,0.164,0.309,0.539,NA,NA
ENSG00000095261,1210,0.0538,0.0568,0.309,0.539,PSMD5,5711
ENSG00000266962,199,0.0843,0.111,0.309,0.539,HSD17B1-AS1,108783654
ENSG00000130741,7430,0.0413,0.0421,0.31,0.539,EIF2S3,1968
ENSG00000172785,833,0.0674,0.0753,0.31,0.539,ZNG1A,55871
ENSG00000141750,5.81,0.0313,0.163,0.31,NA,STAC2,342667
ENSG00000274766,7.02,0.035,0.163,0.31,NA,NA,NA
ENSG00000172752,14.1,0.0419,0.164,0.31,NA,COL6A5,256076
ENSG00000170915,205,-0.0855,0.113,0.31,0.54,PAQR8,85315
ENSG00000089693,2670,-0.0497,0.0521,0.31,0.54,MLF2,8079
ENSG00000305731,57.7,-0.079,0.156,0.31,0.54,NA,NA
ENSG00000121073,872,-0.0596,0.064,0.31,0.54,SLC35B1,10237
ENSG00000293188,21.3,-0.058,0.164,0.31,0.54,NA,NA
ENSG00000072803,2360,0.0464,0.049,0.31,0.54,FBXW11,23291
ENSG00000005801,1340,0.065,0.0715,0.31,0.54,ZNF195,7748
ENSG00000105819,1230,-0.0531,0.0559,0.31,0.54,PMPCB,9512
ENSG00000272812,12.2,-0.0463,0.164,0.31,NA,NA,NA
ENSG00000117691,246,-0.0863,0.11,0.311,0.54,NENF,29937
ENSG00000285077,42.2,-0.0698,0.162,0.311,0.54,ARHGAP11B,89839
ENSG00000279696,19.7,-0.0583,0.164,0.311,0.54,NA,NA
ENSG00000275632,14.5,-0.0512,0.164,0.311,NA,NA,NA
ENSG00000286380,7.71,0.0374,0.164,0.311,NA,LOC105375501,105375501
ENSG00000143458,285,-0.0817,0.103,0.311,0.54,GABPB2,126626
ENSG00000148225,166,0.0878,0.128,0.311,0.54,WDR31,114987
ENSG00000226877,22.4,0.0536,0.164,0.311,0.541,LOC124900638,124900638
ENSG00000156256,1280,-0.0551,0.0581,0.311,0.541,USP16,10600
ENSG00000310050,13.7,0.0485,0.164,0.311,NA,NA,NA
ENSG00000304381,16.3,-0.0536,0.164,0.311,NA,NA,NA
ENSG00000293431,9.11,-0.0391,0.164,0.311,NA,MBL1P,8512
ENSG00000279648,49.3,0.0724,0.161,0.311,0.541,NA,NA
ENSG00000293471,17.6,0.0582,0.164,0.311,NA,NA,NA
ENSG00000146233,10,0.0385,0.164,0.311,NA,CYP39A1,51302
ENSG00000149201,93.8,0.0867,0.142,0.311,0.541,CCDC81,60494
ENSG00000262267,15,0.053,0.164,0.311,NA,NA,NA
ENSG00000310037,7.86,-0.0378,0.164,0.311,NA,NA,NA
ENSG00000108370,311,0.0803,0.0988,0.312,0.542,RGS9,8787
ENSG00000258818,132,0.051,0.164,0.312,0.542,RNASE4,6038
ENSG00000293707,10.2,-0.0388,0.164,0.312,NA,NA,NA
ENSG00000170502,632,0.0662,0.0733,0.312,0.542,NUDT9,53343
ENSG00000284948,13.5,-0.0501,0.164,0.312,NA,LOC254896,254896
ENSG00000100387,806,-0.061,0.0661,0.312,0.542,RBX1,9978
ENSG00000198793,2210,-0.0446,0.046,0.312,0.542,MTOR,2475
ENSG00000295877,22.3,-0.0582,0.164,0.312,0.542,NA,NA
ENSG00000196566,10.3,0.041,0.164,0.312,NA,NA,NA
ENSG00000092036,215,-0.086,0.117,0.312,0.542,HAUS4,54930
ENSG00000230079,8.31,-0.041,0.164,0.312,NA,NA,NA
ENSG00000198909,768,-0.0634,0.0695,0.312,0.542,MAP3K3,4215
ENSG00000158428,26.8,0.0667,0.163,0.312,0.542,CATIP,375307
ENSG00000178607,330,0.0815,0.102,0.312,0.542,ERN1,2081
ENSG00000196670,498,-0.0736,0.0855,0.312,0.542,ZFP62,643836
ENSG00000185774,74.2,0.0827,0.152,0.312,0.542,KCNIP4,80333
ENSG00000271851,54.9,-0.0723,0.16,0.312,0.542,NA,NA
ENSG00000149679,263,-0.0809,0.101,0.312,0.542,CABLES2,81928
ENSG00000100577,189,-0.0854,0.115,0.312,0.542,GSTZ1,2954
ENSG00000067191,121,0.0878,0.129,0.312,0.542,CACNB1,782
ENSG00000274064,7.36,-0.0352,0.163,0.313,NA,NA,NA
ENSG00000282033,29.4,0.0651,0.163,0.313,0.542,NA,NA
ENSG00000230448,11.2,-0.0405,0.164,0.313,NA,LINC00276,100499171
ENSG00000085274,585,0.0716,0.0815,0.313,0.542,MYNN,55892
ENSG00000171100,319,0.0778,0.0937,0.313,0.542,MTM1,4534
ENSG00000228415,6.66,0.0301,0.163,0.313,NA,NA,NA
ENSG00000234171,137,-0.0872,0.129,0.313,0.542,RNASEH1-DT,100506054
ENSG00000183784,18,0.0533,0.164,0.313,NA,DOCK8-AS1,157983
ENSG00000308330,7.19,-0.0353,0.163,0.313,NA,LOC124902624,124902624
ENSG00000079974,948,-0.0647,0.0661,0.313,0.543,RABL2B; RABL2A,11158; 11159
ENSG00000108587,1350,0.0522,0.056,0.313,0.543,GOSR1,9527
ENSG00000147570,13.5,-0.0479,0.164,0.313,NA,DNAJC5B,85479
ENSG00000306312,22.9,-0.0609,0.163,0.313,0.543,NA,NA
ENSG00000251361,20.5,0.0588,0.164,0.313,0.543,NA,NA
ENSG00000136682,657,0.0733,0.0853,0.313,0.543,ZNG1B,150472
ENSG00000197982,325,-0.0823,0.105,0.313,0.543,C1orf122,127687
ENSG00000161202,3060,-0.0425,0.0439,0.313,0.543,DVL3,1857
ENSG00000260267,128,0.087,0.138,0.313,0.543,NA,NA
ENSG00000291061,33.1,-0.0678,0.162,0.313,0.543,NA,NA
ENSG00000196502,21,0.0464,0.164,0.313,0.543,SULT1A1,6817
ENSG00000165633,128,-0.0867,0.134,0.314,0.543,VSTM4,196740
ENSG00000172382,51.8,-0.0734,0.159,0.314,0.543,PRSS27,83886
ENSG00000278709,126,-0.0874,0.135,0.314,0.543,NKILA,105416157
ENSG00000185122,902,-0.0677,0.0766,0.314,0.543,HSF1,3297
ENSG00000139737,120,0.0876,0.127,0.314,0.543,SLAIN1,122060
ENSG00000111639,1320,-0.0598,0.0653,0.314,0.543,MRPL51,51258
ENSG00000300133,13.2,0.0463,0.164,0.314,NA,LOC105374937,105374937
ENSG00000197608,536,0.0765,0.0915,0.314,0.543,ZNF841,284371
ENSG00000296159,28.9,0.0673,0.162,0.314,0.543,NA,NA
ENSG00000082213,942,0.0563,0.062,0.314,0.544,C5orf22,55322
ENSG00000149634,6.69,0.0358,0.163,0.314,NA,SPATA25,128497
ENSG00000196535,1340,0.0879,0.126,0.314,0.544,MYO18A,399687
ENSG00000263724,7.14,0.0374,0.163,0.314,NA,DLGAP1-AS3,201477
ENSG00000309643,11.6,0.0466,0.164,0.314,NA,NA,NA
ENSG00000164142,134,0.0874,0.132,0.314,0.544,FHIP1A,729830
ENSG00000117143,1680,-0.0534,0.0569,0.314,0.544,UAP1,6675
ENSG00000188419,943,0.0564,0.0625,0.315,0.544,CHM,1121
ENSG00000181785,105,0.087,0.137,0.315,0.544,OR5AS1,219447
ENSG00000172171,151,0.087,0.122,0.315,0.544,TEFM,79736
ENSG00000137413,592,-0.0671,0.0758,0.315,0.544,TAF8,129685
ENSG00000269825,750,0.0838,0.111,0.315,0.544,LOC122539214,122539214
ENSG00000205628,7.92,0.0358,0.163,0.315,NA,LINC01446,401337
ENSG00000227070,14.3,0.0491,0.164,0.315,NA,EPS15-AS1,105378720
ENSG00000053254,3330,-0.0401,0.0412,0.315,0.545,FOXN3,1112
ENSG00000150456,64.9,-0.0828,0.149,0.315,0.545,EEF1AKMT1,221143
ENSG00000018625,233,-0.0864,0.138,0.315,0.545,ATP1A2,477
ENSG00000180884,95.8,0.0838,0.147,0.315,0.545,ZNF792,126375
ENSG00000130818,873,0.0683,0.0774,0.315,0.545,ZNF426,79088
ENSG00000113905,11.6,-0.0455,0.164,0.315,NA,HRG,3273
ENSG00000139641,3060,0.0443,0.0461,0.315,0.545,ESYT1,23344
ENSG00000278987,32.5,-0.0696,0.161,0.315,0.545,NA,NA
ENSG00000198270,145,0.0868,0.127,0.315,0.545,TMEM116,89894
ENSG00000176749,252,-0.0807,0.102,0.315,0.545,CDK5R1,8851
ENSG00000279675,17.2,0.0528,0.164,0.316,NA,NA,NA
ENSG00000090905,2530,0.044,0.0456,0.316,0.545,TNRC6A,27327
ENSG00000119720,510,-0.0669,0.0756,0.316,0.545,NRDE2,55051
ENSG00000148483,47.5,-0.0747,0.158,0.316,0.545,TMEM236,653567
ENSG00000126733,26.8,-0.0543,0.164,0.316,0.545,DACH2,117154
ENSG00000050730,7.74,-0.0334,0.163,0.316,NA,TNIP3,79931
ENSG00000163170,165,0.0853,0.117,0.316,0.546,BOLA3,388962
ENSG00000173674,1900,0.0582,0.0633,0.316,0.546,EIF1AX; LOC124905557,1964; 124905557
ENSG00000267858,1510,-0.0534,0.057,0.316,0.546,CENPBD2P; MZF1-AS1,65996; 100131691
ENSG00000250130,7.25,0.0372,0.163,0.316,NA,NA,NA
ENSG00000225434,20.1,0.0564,0.164,0.316,0.546,LINC01504,100507540
ENSG00000289609,7.07,0.0374,0.163,0.316,NA,LOC124901321,124901321
ENSG00000049167,655,-0.0669,0.0752,0.316,0.546,ERCC8,1161
ENSG00000119686,54.6,-0.0797,0.153,0.316,0.546,FLVCR2,55640
ENSG00000023572,380,0.0804,0.0994,0.316,0.546,GLRX2,51022
ENSG00000240053,223,0.0866,0.135,0.317,0.546,LY6G5B,58496
ENSG00000268173,13.9,-0.00858,0.162,0.317,NA,NA,NA
ENSG00000253390,8.53,-0.0368,0.163,0.317,NA,NA,NA
ENSG00000256193,13.1,0.0491,0.164,0.317,NA,LINC00507,100862680
ENSG00000287110,40,-0.0736,0.159,0.317,0.547,ACAD9-DT,123706524
ENSG00000131828,1510,0.0635,0.0706,0.317,0.547,PDHA1,5160
ENSG00000100075,827,-0.0628,0.0696,0.317,0.547,SLC25A1,6576
ENSG00000287619,10,-0.0394,0.164,0.317,NA,NA,NA
ENSG00000287074,16.1,0.0537,0.164,0.317,NA,NA,NA
ENSG00000277721,7.92,-0.0356,0.163,0.317,NA,NA,NA
ENSG00000185721,983,-0.0548,0.0591,0.317,0.547,DRG1,4733
ENSG00000100372,672,-0.063,0.0684,0.317,0.548,SLC25A17,10478
ENSG00000134900,1860,0.0523,0.056,0.318,0.548,TPP2,7174
ENSG00000279759,150,0.0866,0.131,0.318,0.548,NA,NA
ENSG00000310015,9.74,0.0396,0.164,0.318,NA,LOC105374998,105374998
ENSG00000064309,833,-0.0693,0.0795,0.318,0.548,CDON,50937
ENSG00000185015,128,-0.0863,0.131,0.318,0.548,CA13,377677
ENSG00000186212,277,0.0804,0.102,0.318,0.548,SOWAHB,345079
ENSG00000111364,514,-0.0708,0.0823,0.318,0.548,DDX55,57696
ENSG00000135124,236,-0.0828,0.11,0.318,0.548,P2RX4,5025
ENSG00000230042,18.8,-0.0543,0.164,0.318,NA,AK3P3,100419075
ENSG00000185988,18.5,0.0524,0.164,0.318,NA,PLK5,126520
ENSG00000078403,1160,0.0607,0.0668,0.318,0.548,MLLT10,8028
ENSG00000205045,106,0.0834,0.147,0.318,0.548,SLFN12L,100506736
ENSG00000181817,241,-0.0817,0.106,0.318,0.549,LSM10,84967
ENSG00000234608,237,-0.0809,0.104,0.318,0.549,MAPKAPK5-AS1,51275
ENSG00000293899,18.5,0.0541,0.164,0.318,NA,NA,NA
ENSG00000295811,15.1,-0.0469,0.164,0.319,NA,NA,NA
ENSG00000186625,332,-0.0794,0.1,0.319,0.549,KATNA1,11104
ENSG00000177663,626,-0.0701,0.0786,0.319,0.549,IL17RA,23765
ENSG00000198929,44.6,0.0751,0.157,0.319,0.549,NOS1AP,9722
ENSG00000124802,409,-0.0714,0.0837,0.319,0.549,EEF1E1,9521
ENSG00000003393,2220,0.0451,0.0473,0.319,0.549,ALS2,57679
ENSG00000205464,7.22,0.024,0.163,0.319,NA,NA,NA
ENSG00000235615,5.77,0.0342,0.163,0.319,NA,NA,NA
ENSG00000164743,79.8,0.0844,0.144,0.319,0.549,C8orf48,157773
ENSG00000228005,6.64,-0.0312,0.163,0.319,NA,NA,NA
ENSG00000287383,16.7,0.0489,0.164,0.319,NA,NA,NA
ENSG00000188505,16.7,0.0519,0.164,0.319,NA,NCCRP1,342897
ENSG00000250295,9.08,-0.0388,0.163,0.319,NA,RDH10-AS1,101926926
ENSG00000085832,2220,0.0514,0.055,0.319,0.55,EPS15,2060
ENSG00000198961,7000,0.0425,0.0442,0.319,0.55,PJA2,9867
ENSG00000293422,40,-0.0729,0.159,0.319,0.55,PRORSD1P,344405
ENSG00000275223,12.1,0.0461,0.164,0.319,NA,NA,NA
ENSG00000289523,35.6,-0.0705,0.16,0.32,0.55,NA,NA
ENSG00000237082,7.19,-0.0328,0.163,0.32,NA,NA,NA
ENSG00000198221,58.1,-0.0796,0.153,0.32,0.55,LINC01558,26238
ENSG00000142235,140,-0.0856,0.131,0.32,0.55,LMTK3,114783
ENSG00000166206,869,0.0633,0.0704,0.32,0.55,GABRB3,2562
ENSG00000126246,11,-0.0389,0.163,0.32,NA,IGFLR1,79713
ENSG00000184307,63.4,0.0756,0.157,0.32,0.551,ZDHHC23,254887
ENSG00000249993,12,0.0407,0.164,0.32,NA,BFSP2-AS1,85003
ENSG00000091622,118,0.0857,0.133,0.32,0.551,PITPNM3,83394
ENSG00000197808,157,0.0845,0.117,0.32,0.551,ZNF461,92283
ENSG00000272356,30,0.0651,0.162,0.32,0.551,NA,NA
ENSG00000090565,265,-0.0694,0.16,0.32,0.551,RAB11FIP3,9727
ENSG00000273542,8.16,-0.0282,0.163,0.321,NA,H4C12,8362
ENSG00000302195,16.6,-0.0491,0.164,0.321,NA,NA,NA
ENSG00000068354,237,0.0841,0.112,0.321,0.551,TBC1D25,4943
ENSG00000047662,57.5,-0.077,0.155,0.321,0.551,FAM184B,27146
ENSG00000306320,9.95,-0.041,0.164,0.321,NA,NA,NA
ENSG00000183665,240,-0.0802,0.103,0.321,0.551,TYW2,55039
ENSG00000258603,13.9,0.0496,0.164,0.321,NA,NA,NA
ENSG00000115085,22.3,0.053,0.164,0.321,0.551,ZAP70,7535
ENSG00000275418,13.2,-0.0454,0.163,0.321,NA,LINC03110,102724745
ENSG00000140263,1020,-0.0584,0.0648,0.321,0.552,SORD,6652
ENSG00000138079,8.6,0.0372,0.163,0.321,NA,SLC3A1,6519
ENSG00000224945,44.4,-0.07,0.16,0.321,0.552,NA,NA
ENSG00000133460,277,0.0802,0.103,0.321,0.552,SLC2A11,66035
ENSG00000296289,8.67,0.0383,0.163,0.321,NA,NA,NA
ENSG00000127663,1710,-0.0544,0.0591,0.321,0.552,KDM4B,23030
ENSG00000204620,15.4,-0.0495,0.164,0.321,NA,NA,NA
ENSG00000157429,89,-0.0848,0.138,0.322,0.552,ZNF19; LOC124903710,7567; 124903710
ENSG00000243819,23.3,-0.0627,0.162,0.322,0.553,RN7SL832P,106479524
ENSG00000070495,428,-0.0731,0.0877,0.322,0.553,JMJD6,23210
ENSG00000285533,61.8,-0.0785,0.153,0.322,0.553,RELA-DT,105369347
ENSG00000256087,703,0.0711,0.0839,0.322,0.553,ZNF432,9668
ENSG00000168792,205,0.0832,0.112,0.322,0.553,ABHD15,116236
ENSG00000273706,19,-0.0351,0.163,0.322,0.553,LHX1,3975
ENSG00000106524,603,0.0623,0.0698,0.322,0.553,ANKMY2,57037
ENSG00000130312,284,0.0767,0.0947,0.322,0.553,MRPL34,64981
ENSG00000288781,504,-0.0742,0.0898,0.322,0.553,LOC105377378,105377378
ENSG00000150630,234,-0.082,0.108,0.322,0.553,VEGFC,7424
ENSG00000198682,982,0.0656,0.0738,0.322,0.553,PAPSS2,9060
ENSG00000297687,6.06,-0.0331,0.163,0.322,NA,NA,NA
ENSG00000157470,11,0.0439,0.164,0.322,NA,FAM81A,145773
ENSG00000133169,877,-0.0631,0.0712,0.322,0.553,BEX1,55859
ENSG00000130005,322,0.0765,0.0944,0.322,0.553,GAMT,2593
ENSG00000246375,16,0.0517,0.164,0.322,NA,PPM1K-DT,105369192
ENSG00000279349,7.62,0.0349,0.163,0.322,NA,NA,NA
ENSG00000188910,14.5,0.0465,0.164,0.322,NA,GJB3,2707
ENSG00000155052,9.9,-0.0399,0.163,0.323,NA,CNTNAP5,129684
ENSG00000301880,18.3,0.0503,0.164,0.323,NA,NA,NA
ENSG00000126756,403,-0.0733,0.0882,0.323,0.553,UXT,8409
ENSG00000158683,9.7,0.0419,0.164,0.323,NA,PKD1L1,168507
ENSG00000287126,73.8,-0.0801,0.15,0.323,0.554,LOC124907726,124907726
ENSG00000110777,14.4,-0.0453,0.163,0.323,NA,POU2AF1,5450
ENSG00000267751,41.1,-0.0703,0.159,0.323,0.554,NA,NA
ENSG00000187699,41.4,0.0668,0.161,0.323,0.554,AKAP19,84281
ENSG00000172456,89.2,-0.0849,0.137,0.323,0.554,FGGY,55277
ENSG00000287714,16.9,0.047,0.164,0.323,NA,NA,NA
ENSG00000287085,12.3,0.041,0.163,0.323,NA,NA,NA
ENSG00000087495,8.38,0.0396,0.163,0.323,NA,PHACTR3,116154
ENSG00000170653,1280,0.0513,0.0554,0.323,0.555,ATF7,11016
ENSG00000145248,8.8,0.0397,0.163,0.324,NA,SLC10A4,201780
ENSG00000149926,24.3,0.0601,0.163,0.324,0.555,TLCD3B,83723
ENSG00000104691,176,-0.0829,0.114,0.324,0.555,UBXN8,7993
ENSG00000203711,77.5,0.0826,0.146,0.324,0.555,LINC02901,100130967
ENSG00000243410,8.61,-0.0382,0.163,0.324,NA,PSMD6-AS1,109729140
ENSG00000168653,2490,0.0428,0.0452,0.324,0.555,NDUFS5,4725
ENSG00000287549,8.74,0.0379,0.163,0.324,NA,NA,NA
ENSG00000294947,6.19,-0.0356,0.163,0.324,NA,NA,NA
ENSG00000203740,8.03,0.0387,0.163,0.324,NA,NTMT2,149281
ENSG00000176399,65.9,0.0794,0.151,0.324,0.556,DMRTA1,63951
ENSG00000226051,11.3,-0.0388,0.163,0.324,NA,ZNF503-AS1,253264
ENSG00000123360,28.5,-0.0661,0.161,0.324,0.556,PDE1B,5153
ENSG00000287839,404,-0.0757,0.0932,0.324,0.556,NA,NA
ENSG00000288995,9.91,0.0417,0.163,0.324,NA,NA,NA
ENSG00000106089,128,-0.0847,0.128,0.324,0.556,STX1A,6804
ENSG00000139767,27.4,-0.0602,0.162,0.324,0.556,SRRM4,84530
ENSG00000031823,938,-0.059,0.0627,0.324,0.556,RANBP3,8498
ENSG00000197362,156,0.0839,0.117,0.325,0.556,ZNF786,136051
ENSG00000213563,120,-0.0848,0.132,0.325,0.556,C8orf82,414919
ENSG00000124593,127,-0.0818,0.146,0.325,0.556,NA,NA
ENSG00000168591,564,-0.0696,0.0815,0.325,0.556,TMUB2,79089
ENSG00000265401,23.6,-0.0552,0.163,0.325,0.556,NA,NA
ENSG00000196166,10.1,-0.0425,0.163,0.325,NA,LINC03042,389649
ENSG00000151687,46.3,0.0752,0.156,0.325,0.556,ANKAR,150709
ENSG00000197557,212,0.0832,0.114,0.325,0.556,IFT70A,92104
ENSG00000143740,427,-0.0699,0.0826,0.325,0.556,SNAP47,116841
