ID,NGenes,Direction,PValue,FDR
GO:0030308,10,Down,4.6289932933762376e-4,0.04304963762839901
GO:0000398,20,Up,0.00609824775994515,0.2835685208374495
GO:0035556,19,Down,0.020968931508061697,0.6457629909718976
GO:0007005,12,Down,0.030292642211704794,0.6457629909718976
GO:0032869,11,Down,0.03744393784378321,0.6457629909718976
GO:0006468,26,Down,0.04166212844979984,0.6457629909718976
GO:0043065,19,Up,0.061962739796624304,0.6932218599711389
GO:0006281,17,Up,0.07441579171587251,0.6932218599711389
GO:0010628,30,Down,0.08058787327955062,0.6932218599711389
GO:0006364,10,Down,0.08218954839548546,0.6932218599711389
GO:0007166,10,Down,0.08520019225603342,0.6932218599711389
GO:0016477,17,Down,0.10093652608836595,0.6932218599711389
GO:0001501,13,Down,0.1213058595338644,0.6932218599711389
GO:0043161,12,Down,0.12512569625579673,0.6932218599711389
GO:0034599,13,Down,0.1296617562568881,0.6932218599711389
GO:0070374,10,Down,0.13732300893383045,0.6932218599711389
GO:0008283,11,Down,0.15110513160888378,0.6932218599711389
GO:0001525,16,Down,0.15384663748786742,0.6932218599711389
GO:0006954,21,Down,0.1693242654781434,0.6932218599711389
GO:0007264,10,Up,0.1729853173351417,0.6932218599711389
GO:0007411,13,Down,0.17582039590338963,0.6932218599711389
GO:0006974,19,Up,0.1803368807384744,0.6932218599711389
GO:0043123,14,Down,0.18415997978400162,0.6932218599711389
GO:0006629,10,Down,0.18567712482465454,0.6932218599711389
GO:0051897,12,Down,0.1969580169141676,0.6932218599711389
GO:0007283,15,Up,0.22160683642555548,0.6932218599711389
GO:0030335,20,Down,0.2275454744037641,0.6932218599711389
GO:0045087,26,Up,0.23183555302896697,0.6932218599711389
GO:0008380,17,Up,0.23426049831046605,0.6932218599711389
GO:0042776,10,Up,0.23585442956876673,0.6932218599711389
GO:0072659,13,Up,0.24347395485628406,0.6932218599711389
GO:0007399,14,Down,0.2664633146519464,0.6932218599711389
GO:0001558,10,Down,0.2666272090336677,0.6932218599711389
GO:0016525,14,Down,0.27029273075192434,0.6932218599711389
GO:0042593,10,Down,0.27092651388295336,0.6932218599711389
GO:0006366,12,Up,0.2769958703027737,0.6932218599711389
GO:0042127,13,Down,0.27711029929457165,0.6932218599711389
GO:0006357,61,Up,0.28325194278390625,0.6932218599711389
GO:0001666,22,Down,0.312225074690273,0.7445367165691125
GO:0005975,10,Down,0.32169612848164114,0.7479434987198157
GO:0016192,10,Up,0.3419556764546743,0.7708227884869439
