ID,Description,k,K,GeneRatio,BgRatio,Ek,enr_ratio,pvalue,p.adjust,Count,n_in_table,N_in_table,RichFactor,FoldEnrichment,zScore,qvalue,geneID
GO:0030198,extracellular matrix organization,91,183,91/1775,183/7155,45.62465753424657,1.994535519125683,1.5761019893937842e-13,5.303057826980286e-10,91,1775,7155,0.4972677595628415,2.0044793350265526,7.906246870097021,4.919650279876177e-10,ADAM10/ADAMTS2/ADAMTS9/ADAMTSL3/AXIN2/B4GALT1/BMP1/CMA1/COL10A1/COL11A1/COL11A2/COL4A1/COL4A2/COL4A5/COL4A6/COL5A1/COL5A2/COL5A3/COL6A1/COL6A6/COL9A2/COL9A3/COLGALT1/CREB3L1/CSGALNACT1/CTSG/CTSV/CYP1B1/DDR1/ELANE/ELF3/ELN/ENG/EXT1/FAP/FBLN5/FKBP10/FOXC2/FSCN1/GREM1/HPSE2/IBSP/ITGB3/LAMA1/LAMB1/LAMC1/LOXL1/LOXL2/LOXL3/MAD2L2/MATN1/MMP1/MMP10/MMP11/MMP12/MMP13/MMP14/MMP27/MMP28/MMP3/MMP8/MMP9/MYH11/MYO1E/NTN4/P3H4/P4HA1/P4HA3/PDGFRA/PLOD1/PLOD2/PLOD3/POSTN/PRDX4/PXDN/RUNX1/SELENON/SERPINH1/SLC39A8/SMOC2/SMPD3/SOX9/SPINK5/TGFB1/TGFBR1/TGFBR3/TIE1/TMPRSS6/TNFRSF1B/TNXB/VWA1
GO:0043062,extracellular structure organization,91,183,91/1775,183/7155,45.62465753424657,1.994535519125683,1.5761019893937842e-13,5.303057826980286e-10,91,1775,7155,0.4972677595628415,2.0044793350265526,7.906246870097021,4.919650279876177e-10,ADAM10/ADAMTS2/ADAMTS9/ADAMTSL3/AXIN2/B4GALT1/BMP1/CMA1/COL10A1/COL11A1/COL11A2/COL4A1/COL4A2/COL4A5/COL4A6/COL5A1/COL5A2/COL5A3/COL6A1/COL6A6/COL9A2/COL9A3/COLGALT1/CREB3L1/CSGALNACT1/CTSG/CTSV/CYP1B1/DDR1/ELANE/ELF3/ELN/ENG/EXT1/FAP/FBLN5/FKBP10/FOXC2/FSCN1/GREM1/HPSE2/IBSP/ITGB3/LAMA1/LAMB1/LAMC1/LOXL1/LOXL2/LOXL3/MAD2L2/MATN1/MMP1/MMP10/MMP11/MMP12/MMP13/MMP14/MMP27/MMP28/MMP3/MMP8/MMP9/MYH11/MYO1E/NTN4/P3H4/P4HA1/P4HA3/PDGFRA/PLOD1/PLOD2/PLOD3/POSTN/PRDX4/PXDN/RUNX1/SELENON/SERPINH1/SLC39A8/SMOC2/SMPD3/SOX9/SPINK5/TGFB1/TGFBR1/TGFBR3/TIE1/TMPRSS6/TNFRSF1B/TNXB/VWA1
GO:0045229,external encapsulating structure organization,91,183,91/1775,183/7155,45.62465753424657,1.994535519125683,1.5761019893937842e-13,5.303057826980286e-10,91,1775,7155,0.4972677595628415,2.0044793350265526,7.906246870097021,4.919650279876177e-10,ADAM10/ADAMTS2/ADAMTS9/ADAMTSL3/AXIN2/B4GALT1/BMP1/CMA1/COL10A1/COL11A1/COL11A2/COL4A1/COL4A2/COL4A5/COL4A6/COL5A1/COL5A2/COL5A3/COL6A1/COL6A6/COL9A2/COL9A3/COLGALT1/CREB3L1/CSGALNACT1/CTSG/CTSV/CYP1B1/DDR1/ELANE/ELF3/ELN/ENG/EXT1/FAP/FBLN5/FKBP10/FOXC2/FSCN1/GREM1/HPSE2/IBSP/ITGB3/LAMA1/LAMB1/LAMC1/LOXL1/LOXL2/LOXL3/MAD2L2/MATN1/MMP1/MMP10/MMP11/MMP12/MMP13/MMP14/MMP27/MMP28/MMP3/MMP8/MMP9/MYH11/MYO1E/NTN4/P3H4/P4HA1/P4HA3/PDGFRA/PLOD1/PLOD2/PLOD3/POSTN/PRDX4/PXDN/RUNX1/SELENON/SERPINH1/SLC39A8/SMOC2/SMPD3/SOX9/SPINK5/TGFB1/TGFBR1/TGFBR3/TIE1/TMPRSS6/TNFRSF1B/TNXB/VWA1
GO:0030199,collagen fibril organization,29,47,29/1775,47/7155,11.717808219178082,2.474865559971943,8.313659642359726e-8,4.025485846622681e-5,29,1775,7155,0.6170212765957447,2.487204075516931,5.875276297707669,3.734445902365696e-5,ADAMTS2/BMP1/COL11A1/COL11A2/COL5A1/COL5A2/COL5A3/COL6A1/COLGALT1/CYP1B1/EXT1/FKBP10/FOXC2/GREM1/LOXL1/LOXL2/LOXL3/MMP11/P3H4/P4HA1/P4HA3/PLOD1/PLOD2/PLOD3/PXDN/SELENON/SERPINH1/TGFBR1/TNXB
GO:0000280,nuclear division,94,236,94/1775,236/7155,58.83835616438356,1.597597317936301,1.643101058347917e-7,6.910609201234948e-5,94,1775,7155,0.3983050847457627,1.6055621866793985,5.4334489812375955,6.410976760992576e-5,ACTR2/ACTR3/ANLN/AURKA/AURKB/BIRC5/BMP4/BMP7/BRCA2/BRIP1/BTC/BUB1/BUB1B/CALR/CCNB1/CCNB2/CCNE1/CCNE2/CDC20/CDC25C/CDCA5/CDK1/CDKN1C/CDT1/CENPE/CENPF/CENPS/CHEK1/CKS2/CYP26B1/DAPK3/DLGAP5/ESPL1/FANCD2/FLNA/GPR3/HSPA1B/KAT2B/KIF15/KIF20B/KIF23/KIF2C/KIF4A/KNSTRN/KPNB1/LRP5/MAD2L1/MAD2L2/MKI67/MND1/MSX2/MYBL2/NCAPG2/NCAPH/NEK2/NFIA/NFIB/NPR2/NUP62/P3H4/PDE3A/PDGFB/PIWIL2/PKMYT1/PLK1/PSRC1/PTTG1/RACGAP1/RAD51/RAD54L/RAN/RANBP1/RCC1/SGO1/SHOC1/SMC2/SMC4/SMPD3/SPHK1/STAG3/SUN1/TGFB1/TOM1L2/TOP2A/TPX2/TRIP13/TTK/TUBG1/UBE2C/UBE2S/UHRF1/USP44/WNT4/WNT5A
GO:0051216,cartilage development,65,150,65/1775,150/7155,37.397260273972606,1.738095238095238,4.1670039555102905e-7,1.4504047561007198e-4,65,1775,7155,0.43333333333333335,1.7467605633802816,5.308910980320558,1.3455414587375516e-4,AXIN2/BBS2/BMP1/BMP3/BMP4/BMP7/BMP8A/BMP8B/CBS/CCN3/CHST11/CHSY1/COL11A1/COL11A2/COL6A1/CSGALNACT1/CYTL1/EXT1/FGF18/FGFR3/FRZB/GATA3/GHR/GREM1/HIF1A/HMGA2/HYAL2/KAT2A/LEP/LOXL2/LTBP3/MATN1/MGP/MMP13/MSX2/NFIA/NFIB/NPR2/OSR1/OSR2/PRKG2/RARG/RUNX1/RUNX2/SERPINH1/SIX2/SLC39A14/SMPD3/SNAI1/SNAI2/SOX5/SOX6/SOX9/STC1/TGFB1/TGFBR1/TIMP1/TYMS/WNT10B/WNT11/WNT2B/WNT5A/WNT5B/ZBTB16/ZNF219
GO:0071774,response to fibroblast growth factor,51,111,51/1775,111/7155,27.673972602739727,1.8428868428868428,8.752466530124434e-7,2.760856161096126e-4,51,1775,7155,0.4594594594594595,1.8520746098210887,5.196512171847817,2.561248100394308e-4,CREB3L1/CSF1R/CXCL13/DDR1/EGFR/EGR3/ELK1/EPHA4/ERBB2/ERBB4/EXT1/FAM20C/FGF16/FGF18/FGF22/FGFR2/FGFR3/GALNT3/GATA3/GRB2/HYAL2/KDR/KIT/KL/MERTK/MET/MST1R/NGFR/NPR2/NR4A1/NRXN1/NTRK1/NTRK2/NTRK3/PDGFRA/POSTN/RET/RUNX2/SFRP1/SHCBP1/SMOC2/TBX1/TBX2/THBS1/TIE1/TNC/TYRO3/WNT4/WNT5A/ZFP36/ZFP36L2
GO:0051783,regulation of nuclear division,42,88,42/1775,88/7155,21.93972602739726,1.9143356643356644,2.3676072249301577e-6,6.289112454853952e-4,42,1775,7155,0.4772727272727273,1.9238796414852755,5.00866166773705,5.834413815229552e-4,AURKA/AURKB/BIRC5/BMP4/BMP7/BTC/BUB1/BUB1B/CALR/CCNB1/CDC20/CDC25C/CENPF/CHEK1/DAPK3/DLGAP5/ESPL1/GPR3/KIF20B/LRP5/MAD2L1/MAD2L2/MKI67/MSX2/NEK2/NPR2/NUP62/PDE3A/PDGFB/PIWIL2/PKMYT1/PLK1/RCC1/SMPD3/SPHK1/TOM1L2/TRIP13/TTK/UBE2C/USP44/WNT4/WNT5A
GO:0061448,connective tissue development,80,207,80/1775,207/7155,51.608219178082194,1.5501406805754632,5.49459260016001e-6,0.0012433919668766598,80,1775,7155,0.3864734299516908,1.55786895284752,4.6781050380254525,0.0011534955562277503,AXIN2/BBS2/BMP1/BMP3/BMP4/BMP7/BMP8A/BMP8B/CBS/CCN3/CD34/CHST11/CHSY1/COL11A1/COL11A2/COL5A1/COL6A1/CSGALNACT1/CYTL1/DGAT2/EXT1/FGF18/FGFR3/FOXC2/FRZB/GATA3/GDF7/GHR/GPR4/GREM1/HIF1A/HMGA2/HYAL2/ID4/ITGB3/KAT2A/LEP/LOXL2/LRP5/LTBP3/MATN1/MGP/MMP13/MSX2/NFIA/NFIB/NPR2/OSR1/OSR2/PARP1/PDGFB/PDGFD/PPARGC1A/PRKG2/RARG/RORC/RUNX1/RUNX2/SERPINH1/SIX2/SLC39A14/SMPD3/SNAI1/SNAI2/SOX5/SOX6/SOX9/SPI1/STC1/TGFB1/TGFBR1/TIMP1/TYMS/WNT10B/WNT11/WNT2B/WNT5A/WNT5B/ZBTB16/ZNF219
GO:0044344,cellular response to fibroblast growth factor stimulus,48,108,48/1775,108/7155,26.926027397260274,1.7826617826617828,5.792597858287194e-6,0.0012440528251393816,48,1775,7155,0.4444444444444444,1.791549295774648,4.760693453035036,0.0011541086348784522,CREB3L1/CSF1R/CXCL13/DDR1/EGFR/EGR3/EPHA4/ERBB2/ERBB4/EXT1/FAM20C/FGF16/FGF18/FGF22/FGFR2/FGFR3/GALNT3/GATA3/GRB2/HYAL2/KDR/KIT/KL/MERTK/MET/MST1R/NGFR/NR4A1/NRXN1/NTRK1/NTRK2/NTRK3/PDGFRA/POSTN/RET/RUNX2/SFRP1/SHCBP1/SMOC2/TBX1/TBX2/THBS1/TIE1/TYRO3/WNT4/WNT5A/ZFP36/ZFP36L2
