ID,NES,pval,padj,size,leadingEdge
GO:0072091,-1.7141465987726214,0.006982444019772495,0.08128898537994271,10,ZFP36L1;YAP1;HMGB2;NOTCH1;NF2
GO:0050768,-1.7086151750457517,0.007025909188680543,0.08128898537994271,16,PAX6;LHX2;BMPR1A;NOTCH1;BMP7;DYNLT1;REST;B2M;CTDSP1;IL1B
GO:0045071,-1.7659124085049231,0.007173869350220036,0.08176725814679277,24,IFITM2;ZC3HAV1;PLSCR1;APOBEC3G;IFITM3;IFITM1;IFI16;MAVS;IFIH1;BANF1;BST2
GO:0006366,-1.5100300081105704,0.007195163400206642,0.08176725814679277,146,HIF3A;PAX6;BCL6;TAL1;ADRB2;SOX9;SMAD4;CEBPD;NFATC2;CEBPB;FGF2;SQSTM1;NFIL3;TNFRSF1A;TEAD2;PRRX1;SMAD1;NEUROD1;THRA;GTF2IRD1;NOTCH1;CBFB;CCNK;XBP1;INHBA;IRF1;STAT5B;MED16;MSX1;SLC40A1;NFKB1;TAF12;POLR2J;PKNOX1;IRF9;HAMP;POLR2G;ZBTB7B;FOS;DEAF1;AR;DEK;GTF2A2;GATA2;POLR2L;DTX1;JAK2;GTF2E2;TAF4;CHD7;GTF2F2;CDK9;FOSB;MED20;POLR2H;KLF4;TAF6;NFIX;POLR2K
GO:0030031,-1.739731199186619,0.007288854881604606,0.08232381495112932,14,SCIN;RAC2;CAPG;FGFR1;GSN
GO:0098609,-1.4908868145317409,0.007370445933270496,0.08273774977531088,122,ITGB4;TNXB;CD44;LPP;SRPX2;DSC2;PERP;TMOD3;SOX9;EGFR;PDLIM5;ITGB8;ITGA10;MPZL2;TLN1;ITGA6;LIMS1;PLPP3;NTN1;ANXA2;NEO1;ITGA5;SCRIB;S100A11;ADGRV1;CTNNA1;PECAM1;ITGB2;ITGB5;BOC;JUP;ITGA7;ITGAV;PKP1;SHC1;PKD1L1;CTNNA2;LRP5;F11R;TJP2
GO:0014002,-1.7346950577830482,0.007507825337213037,0.08376912997460123,13,VIM;ROR1;LAMB2;TLR4;S100A9;GFAP
GO:0007229,-1.629118253586145,0.00808843851357339,0.08970370664752175,66,ITGB4;FERMT2;ITGB8;FERMT3;ITGA10;NRP1;TLN1;ITGA6;PLPP3;ITGA5;DIAPH3;CTNNA1;ERBIN;ITGB2;SYK;ITGB5;VAV3;PRKD1;ITGA7;ITGAV;FGR;PLEK;ZYX
GO:0098693,1.8339129615878587,0.008381168652736594,0.09239360173465909,13,CDK5R1;PRKAR1B;PPP3R1;RAB3B;PSEN1;C9orf72;PLD1;BSN;CASP3;RAPGEF4
GO:0046854,1.7482735735616135,0.008766540840438621,0.09576669921545128,19,PIP5K1A;PIK3R1;PIK3CB;BPNT2;PI4KA;PIK3C3;PIP5KL1;PI4K2A;PIP5K1B;PIP4K2C;PIP4K2B
GO:0006414,-1.7142467494745508,0.00879118531635593,0.09576669921545128,13,EEF1A1;EEF1D;EEF1G;EEF2;RPLP1;EEF2K;TUFM;EEF1B2
GO:0031954,1.8253711882816828,0.008907729553596208,0.09646547122453306,13,CALM2;RAD50;MRE11;CALM1;PDGFB;DDX3X;TAOK2;NBN;CALM3;TNKS1BP1
GO:0071353,-1.6855832374940058,0.00901328281224846,0.09670397858231967,18,TCF7;RPLP0;RPL3;NFIL3;PML;IMPDH2;XBP1;CDK4
GO:1904262,1.6517525214900377,0.009062827692689767,0.09670397858231967,36,TBK1;NLK;SEH1L;DEPDC5;UBE2D1;VHL;ATXN3;ATM;CASTOR3P;YWHAG;YWHAZ;PRKACB;PRKAA2;PRKAA1;DEPTOR;USP7;UBE3A;TSC1
GO:0016192,1.5368256506589468,0.0090873374767742009,0.09670397858231967,78,SYT11;PRICKLE1;KALRN;AP3S1;SYT1;VPS41;ENPP2;RAB39B;RTN3;KIF3B;PRKCI;VAMP2;RAB36;SYT13;SYT12;CHML;AP3B2;AP2M1;MYO5A;ACTR1A;RAB14;ARL6;NSF;MAPK8IP3;ARL5B;AP2B1;RAB4B;INTU;AP1G1;AP3D1;AP2A2;KIF1B;CYTH1;RAB2A;GDI1
GO:0007158,1.8991862399422543,0.009238607181378759,0.09774871161447295,12,NLGN1;NRXN3;CDK5R1;CNTN4;NRXN1;NLGN4X;ASTN1;NRXN2;NLGN2
GO:0050862,-1.70472699304116,0.009432866667301405,0.09811247194633835,13,KCNN4;PRKD2;RPS3;RELA;NECTIN2;CD81
GO:0050679,-1.6529322171085858,0.009406763840961558,0.09811247194633835,45,YAP1;ERBB2;SOX9;TCF7L2;EGFR;LAMC1;MYC;SMO;EYA1;RUNX2;BMPR1A;NOTCH1;TGFB1
GO:0001649,-1.546326994678256,0.009398492140483843,0.09811247194633835,102,IGFBP3;BMPR1B;SOX2;SMAD4;SMAD5;GLI1;CCN1;FGF2;GJA1;SMO;ASF1A;WWTR1;ID4;COL6A1;SMAD1;GLI2;SMAD9;SNRNP200;HNRNPC;RUNX2;BMPR1A;BMP7;H3-3A;CBFB;VCAN;RPS15;SPP1;CAT;H3-3B;LOX;TNC;RRBP1;GLI3;BGLAP;FBL
GO:0003085,1.8353300951320328,0.009697733809728073,0.10030071878488417,11,NPPA;CRH;ADORA1;NTSR1;KL;TAC1;BMPR2
GO:0018107,1.6578902467383272,0.010088148242008885,0.10375575929351039,34,PRKCD;CDK1;MYLK2;LRRK2;TBK1;NLK;MAPK8;GSK3B;CDK5R1;CDK5
GO:0006749,-1.7211430407252437,0.01041365787035102,0.10407941025001978,25,GSTP1;SLC7A11;SOD2;HPGDS;GSTM2;GPX1;ETHE1;GSTO1;GSTM5;MMACHC;G6PD;SOD1;GSTT2B;GSTM4;GSTT2
GO:0150052,1.7030444512513754,0.010458821779605465,0.10407941025001978,27,ELMO1;MARK1;RTN4;MAP1B;RTN4R;ZDHHC8;SEMA4C;HTR4;SLC12A5
GO:0042744,-1.6980020544574823,0.010255933099852234,0.10407941025001978,14,DUOX1;HBB;PRDX1;GPX1;CAT;PRDX4;HBA1
GO:0001782,-1.6689017249142577,0.010239562010812053,0.10407941025001978,18,PKN1;TRAF3IP2;LYN;BCL2L11
GO:0006811,1.615552032520992,0.010360800897198316,0.10407941025001978,48,SLC8A3;RACGAP1;CHRNA4;TRPA1;SLC12A2;SLCO4C1;SLCO1A2;SLC12A5;GLRB;SLC1A1;CHRNB2;SLC8A1;SLC20A2;SLC9A1;SLC25A22;SLCO3A1;P2RY12;SLC26A4;SLC17A8;SLC1A6
GO:0007626,1.6007132574227332,0.010351101944096207,0.10407941025001978,52,PAK5;DRD2;STRN;FIG4;MYO15A;ALS2;NPY2R;PDE1B;UBA6;ZDHHC8;APP;NPY1R;ALDH1A3;SLC1A1;CHRNB2;APBA2;SNAP25;HPRT1;CNTN1;GRM5
GO:0061564,1.7743977558330342,0.010516225957789007,0.10408802144241701,17,KCNA1;ATOH7;GRM7;SLC25A46;MARK2;MAPT;L1CAM;PLP1;MAPK8IP3;NMNAT2;NEUROD2;TRIM32
GO:0008209,-1.7206506413688583,0.010661421767514943,0.10420436788219843,11,TIPARP;SGPL1;ADM;HSD17B10;INHBA;DHRS9
