Gene ID,Mean Expr,log2FC,log2FC SE,p-value,adj. p-value,Gene Symbol
79739,7410,0.111,0.0893,0.147,0.327,TTLL7
29956,17200,-0.084,0.0625,0.147,0.328,CERS2
1163,8290,-0.101,0.0791,0.147,0.328,CKS1B
200186,1890,-0.125,0.109,0.147,0.328,CRTC2
105376859,14.8,0.0819,0.188,0.148,NA,NA
27042,1960,0.0967,0.0745,0.148,0.33,UTP25
4608,22,-0.0994,0.193,0.148,NA,MYBPH
65220,3890,-0.118,0.0989,0.149,0.331,NADK
101927949,34.6,0.116,0.195,0.149,0.332,NA
79654,2230,-0.12,0.103,0.151,0.334,HECTD3
100132618,1660,0.117,0.099,0.152,0.336,NA
220988,341,0.131,0.122,0.152,0.336,HNRNPA3
54507,29.6,-0.102,0.193,0.152,0.336,ADAMTSL4
653820,3160,0.102,0.0814,0.153,0.338,FAM72B
59269,4650,-0.0965,0.0758,0.153,0.338,HIVEP3
26750,2180,0.111,0.0918,0.155,0.341,RPS6KC1
267002,535,0.12,0.104,0.155,0.341,PGBD2
51373,12.5,0.0706,0.183,0.156,NA,MRPS17
257044,51.1,0.125,0.191,0.157,0.344,CATSPERE
22826,13300,0.0888,0.0687,0.157,0.344,DNAJC8
112268218,172,-0.137,0.144,0.157,0.344,NA
84328,6660,0.0972,0.0772,0.157,0.344,LZIC
149428,53.2,0.123,0.191,0.157,0.344,BNIPL
7439,278,0.131,0.127,0.158,0.344,BEST1
2495,278,0.131,0.127,0.158,0.344,FTH1
163479,34.8,0.116,0.193,0.158,0.344,FNDC7
9191,4610,0.0868,0.0672,0.159,0.346,DEDD
842,424,-0.124,0.113,0.16,0.347,CASP9
51603,5460,-0.0929,0.0734,0.16,0.347,METTL13
100132287,67.5,-0.126,0.188,0.16,0.347,NA
23175,5200,-0.0847,0.0656,0.16,0.347,LPIN1
63906,469,-0.131,0.129,0.16,0.347,GPATCH3
54953,3840,0.11,0.0926,0.161,0.349,ODR4
6080,90.3,0.135,0.176,0.162,0.349,NA
4853,39700,-0.0855,0.0665,0.162,0.35,NOTCH2
440603,48.3,0.117,0.191,0.162,0.35,BCL2L15
4681,363,-0.132,0.135,0.163,0.35,NBL1
81559,263,-0.136,0.152,0.164,0.353,TRIM11
149465,20.4,0.0898,0.189,0.164,NA,CFAP57
23248,10700,0.083,0.0646,0.164,0.353,RPRD2
51093,1080,-0.121,0.111,0.165,0.354,METTL25B
114625,1570,0.0962,0.0779,0.165,0.354,ERMAP
102724548,50.1,0.123,0.188,0.165,0.354,NA
91544,441,-0.135,0.149,0.166,0.354,UBXN11
6284,5890,-0.102,0.0854,0.166,0.354,S100A13
92703,11000,-0.0821,0.0645,0.166,0.355,TMEM183A
6868,6400,0.0918,0.0738,0.167,0.356,ADAM17
111240474,40.7,-0.112,0.19,0.168,0.357,SEC16B
26774,995,0.103,0.0877,0.168,0.358,NA
101927164,78.7,0.132,0.174,0.169,0.359,NA
80308,2840,-0.113,0.104,0.169,0.359,FLAD1
102724329,91.7,0.131,0.174,0.17,0.36,NA
9698,13500,-0.0797,0.0628,0.171,0.363,PUM1
100873935,186,-0.132,0.14,0.171,0.363,MTOR-AS1
375056,4310,-0.1,0.0844,0.172,0.363,MIA3
8764,18,-0.0795,0.185,0.172,NA,TNFRSF14
730102,139,-0.132,0.145,0.172,0.364,NA
7416,9.2,0.0612,0.18,0.172,NA,VDAC1
1325,30.6,0.102,0.189,0.173,0.364,CORT
84284,1380,-0.0974,0.0813,0.173,0.364,NTPCR
29899,16100,-0.0931,0.0766,0.173,0.364,GPSM2
55599,1560,0.103,0.0873,0.173,0.364,RNPC3
2306,85.8,-0.131,0.167,0.174,0.364,FOXD2
8682,41700,-0.0799,0.0635,0.174,0.364,PEA15
112268219,146,-0.131,0.148,0.174,0.364,NA
109616989,30,-0.1,0.189,0.174,0.365,NA
80232,9200,-0.0976,0.0822,0.174,0.365,WDR26
4898,24900,-0.0899,0.0737,0.175,0.366,NRDC
107985054,9.46,0.0617,0.18,0.177,NA,NA
88,637,0.111,0.1,0.178,0.371,ACTN2
9900,16500,-0.0951,0.0791,0.178,0.371,SV2A
4953,30400,0.0802,0.0612,0.178,0.371,ODC1
677834,49.7,0.119,0.184,0.179,0.373,SNORA55
54499,12500,0.0854,0.0699,0.18,0.373,TMCO1
11315,18700,-0.0851,0.063,0.18,0.373,PARK7
6421,60500,0.0837,0.0687,0.18,0.373,SFPQ
118424,1470,-0.105,0.0925,0.18,0.373,UBE2J2
51102,1000,-0.111,0.103,0.181,0.374,MECR
4919,19.3,0.082,0.185,0.181,NA,ROR1
23114,234,-0.127,0.137,0.181,0.374,NFASC
3664,28.1,0.0988,0.188,0.182,0.375,IRF6
4817,2000,-0.105,0.0942,0.182,0.376,NIT1
115019,62.5,-0.121,0.179,0.182,0.376,SLC26A9
10207,229,0.122,0.124,0.183,0.377,PATJ
3312,96.9,0.124,0.175,0.184,0.377,HSPA8
57549,72.1,-0.122,0.177,0.184,0.378,IGSF9
2665,248,0.128,0.136,0.184,0.378,GDI2
107985259,18.8,0.0835,0.185,0.185,NA,NA
101927891,43.8,0.109,0.186,0.185,0.38,PKN2-AS1
55765,1630,-0.104,0.0936,0.186,0.381,INAVA
105378833,51.4,-0.117,0.181,0.187,0.382,NA
1263,419,-0.126,0.14,0.187,0.382,PLK3
128346,809,-0.1,0.0893,0.187,0.382,C1orf162
55224,238,-0.121,0.126,0.188,0.383,ETNK2
6675,9000,0.0906,0.0785,0.188,0.384,UAP1
91543,62.4,0.118,0.179,0.189,0.385,RSAD2
11240,16.7,-0.0691,0.181,0.19,NA,PADI2
148534,55.1,0.113,0.182,0.19,0.387,TLCD4
374973,9.25,0.0593,0.179,0.19,NA,TEX38
10103,66.2,-0.121,0.173,0.192,0.389,TSPAN1
5865,12900,-0.0774,0.0655,0.192,0.39,RAB3B
5298,8220,-0.0972,0.0868,0.193,0.39,PI4KB
81788,1840,0.0963,0.0852,0.193,0.391,NUAK2
4570,1480,0.103,0.0935,0.194,0.391,NA
22796,2630,0.0825,0.07,0.195,0.394,COG2
54879,2750,0.089,0.0773,0.195,0.394,ST7L
105371586,11.8,-0.0639,0.179,0.196,NA,NA
149134,14.1,-0.0706,0.181,0.197,NA,NA
56893,11100,-0.075,0.0633,0.198,0.398,UBQLN4
9406,17700,0.102,0.0974,0.198,0.399,ZRANB2
3309,80.6,-0.117,0.174,0.199,0.399,HSPA5
8503,7210,-0.08,0.0681,0.199,0.399,PIK3R3
3595,57.8,0.115,0.176,0.199,0.4,IL12RB2
163933,18.4,-0.0724,0.181,0.199,NA,FAM43B
117145,2140,0.082,0.07,0.199,0.4,THEM4
574406,13.8,-0.069,0.181,0.2,NA,MCL1
22911,8550,-0.0892,0.0787,0.2,0.4,WDR47
105378847,13.4,-0.0635,0.179,0.201,NA,NA
3192,107000,0.0831,0.0698,0.201,0.401,HNRNPU
93474,2100,-0.0974,0.0895,0.201,0.401,ZNF670
101928933,36.2,0.0903,0.184,0.201,0.401,NA
57234,15.7,-0.0742,0.181,0.202,NA,NA
5396,178,0.122,0.138,0.202,0.401,PRRX1
606495,1770,0.0946,0.0856,0.202,0.401,CYB5RL
128153,56.5,0.113,0.177,0.202,0.401,SPATA17
10472,12300,0.0827,0.0717,0.203,0.404,ZBTB18
105378924,110,-0.12,0.156,0.204,0.405,NA
105371433,44,0.106,0.18,0.205,0.405,NA
375260,55.5,-0.109,0.179,0.205,0.405,NA
642864,95.1,0.122,0.158,0.205,0.405,SPATA42
6920,51.1,0.111,0.177,0.205,0.405,TCEA3
219293,43,-0.106,0.18,0.205,0.405,ATAD3C
105373255,57.7,0.114,0.174,0.205,0.405,NA
3061,171,-0.119,0.163,0.205,0.405,HCRTR1
100313892,83.2,-0.119,0.165,0.206,0.405,MIR761
112268272,114,-0.12,0.154,0.206,0.405,NA
79699,7190,0.09,0.0826,0.207,0.407,ZYG11B
339529,15,0.0681,0.18,0.208,NA,LINC02774
1743,68,0.114,0.173,0.208,0.409,DLST
101928059,116,-0.118,0.163,0.208,0.409,NA
101928017,12,-0.0638,0.179,0.209,NA,NA
4807,268,-0.114,0.122,0.209,0.41,NHLH1
107985522,11.9,0.0622,0.179,0.21,NA,NA
388591,118,-0.117,0.164,0.21,0.41,RNF207
23673,6480,0.0868,0.0781,0.21,0.41,STX12
51706,2590,-0.082,0.0726,0.211,0.412,CYB5R1
6900,287,0.117,0.134,0.212,0.413,CNTN2
3925,37100,0.0836,0.0746,0.213,0.416,STMN1
163404,6320,0.0935,0.0875,0.214,0.418,PLPPR5
107985591,11.4,0.062,0.178,0.215,NA,NA
646471,640,-0.106,0.109,0.215,0.419,NA
10905,16900,-0.089,0.0824,0.216,0.42,MAN1A2
57489,1260,0.111,0.122,0.216,0.42,ODF2L
8416,421,-0.103,0.102,0.216,0.42,ANXA9
2330,93.7,0.115,0.156,0.218,0.423,FMO5
10327,2380,-0.0946,0.0905,0.219,0.424,AKR1A1
9804,16400,-0.0937,0.0859,0.219,0.424,TOMM20
79862,1770,0.0893,0.0829,0.219,0.424,ZNF669
112268256,128,0.116,0.149,0.219,0.424,NA
51594,159000,0.0837,0.0697,0.22,0.425,NBAS
148867,2970,0.089,0.0833,0.221,0.426,SLC30A7
4170,38300,0.0908,0.0854,0.221,0.426,MCL1
11231,284,0.113,0.129,0.221,0.426,SEC63
107985194,563,-0.108,0.117,0.222,0.426,LINC02798
1131,30.3,0.0885,0.181,0.222,0.426,CHRM3
4146,18.1,0.0695,0.179,0.223,NA,MATN1
6664,9050,-0.091,0.0869,0.224,0.429,SOX11
83931,3560,-0.097,0.0958,0.224,0.429,STK40
11022,6400,-0.0747,0.0672,0.224,0.429,TDRKH
55243,17500,0.0736,0.0653,0.225,0.43,KIRREL1
10440,15000,-0.08,0.0733,0.225,0.43,TIMM17A
8438,3420,-0.0899,0.0855,0.225,0.43,RAD54L
9588,31400,0.077,0.07,0.226,0.432,PRDX6
51118,4750,0.0769,0.0698,0.227,0.432,UTP11
84832,657,0.104,0.108,0.227,0.432,ANKRD36BP1
23596,685,-0.096,0.0958,0.228,0.433,OPN3; CHML
3183,93.6,0.113,0.157,0.229,0.434,HNRNPC
6195,801,-0.0991,0.101,0.229,0.434,RPS6KA1
148932,561,0.0997,0.102,0.23,0.436,MOB3C
114827,169,-0.112,0.14,0.23,0.436,FHAD1
257177,810,0.0943,0.0934,0.231,0.437,CFAP126
54482,6100,0.0928,0.0911,0.231,0.437,TRMT13
5132,16.6,0.0662,0.178,0.231,NA,PDC
11221,331,0.105,0.113,0.232,0.438,DUSP10
3320,88.6,0.111,0.158,0.232,0.439,HSP90AA1
9372,6020,0.0829,0.0781,0.233,0.439,ZFYVE9
6272,45700,0.0787,0.0711,0.234,0.441,SORT1
100506007,147,-0.112,0.15,0.234,0.441,NA
375057,97.2,0.111,0.155,0.235,0.442,STUM
107985361,42.4,-0.0939,0.177,0.235,0.442,NA
79577,10700,-0.0914,0.091,0.236,0.442,CDC73
34,13400,0.0836,0.0794,0.236,0.442,ACADM
4904,64400,-0.0715,0.0659,0.236,0.443,YBX1
284498,84.8,-0.1,0.173,0.237,0.443,C1orf167
6207,260,0.105,0.117,0.237,0.443,RPS13
128239,2860,-0.0924,0.0913,0.237,0.443,IQGAP3
5216,145,-0.11,0.141,0.238,0.443,PFN1
107985193,50.6,-0.0951,0.176,0.238,0.443,NA
100852410,39,-0.0936,0.176,0.238,0.443,NA
25974,8610,0.0731,0.0677,0.238,0.443,MMACHC
63931,4680,-0.074,0.0689,0.239,0.444,MRPS14
729218,10.5,0.0545,0.176,0.239,NA,NA
101927886,382,-0.101,0.11,0.24,0.445,NA
9731,2450,0.0741,0.0691,0.24,0.445,CEP104
56181,3850,-0.0748,0.0703,0.241,0.446,MTFR1L
22823,4050,0.0855,0.084,0.241,0.447,MTF2
5686,19500,0.0747,0.0708,0.242,0.448,PSMA5
1893,362,-0.107,0.128,0.243,0.449,ECM1
10352,1900,0.0814,0.0786,0.244,0.45,WARS2
64326,8100,0.0799,0.0768,0.245,0.451,COP1
55187,8230,-0.0683,0.0635,0.245,0.452,VPS13D
6164,256,0.108,0.137,0.245,0.452,RPL34
284611,8110,-0.0837,0.0824,0.246,0.453,EEIG2
284565,8410,0.0685,0.0641,0.247,0.454,NBPF15
261734,924,-0.107,0.135,0.248,0.454,NPHP4
55585,11700,0.0671,0.0634,0.248,0.454,UBE2Q1
1298,133,-0.107,0.153,0.248,0.454,COL9A2
54823,830,0.0943,0.0995,0.248,0.455,SWT1
105373271,16.4,-0.0631,0.177,0.249,NA,NA
2634,254,0.104,0.122,0.25,0.457,GBP2
100302401,121,0.107,0.143,0.25,0.457,RASAL2-AS1
728833,2320,0.082,0.0817,0.251,0.458,FAM72C; FAM72D
5993,12100,-0.065,0.0612,0.251,0.458,RFX5
105379283,33.7,0.0843,0.176,0.251,0.458,NA
101928973,13.3,0.0568,0.176,0.252,NA,LINC01732
101927262,24.1,-0.0735,0.177,0.252,0.459,NA
23038,3290,-0.096,0.105,0.253,0.459,WDTC1
127495,706,0.101,0.114,0.253,0.459,LRRC39
114814,2020,0.0812,0.0802,0.253,0.459,GNRHR2
105371648,16.7,-0.0621,0.176,0.253,NA,NA
6905,2260,0.0809,0.0803,0.253,0.459,TBCE
205,35900,-0.0742,0.0722,0.254,0.46,AK4
54855,18.7,-0.0645,0.176,0.255,NA,TENT5C
261726,9050,0.0865,0.0886,0.255,0.461,TIPRL
1870,1560,0.0914,0.0966,0.255,0.462,E2F2
4660,11500,0.0736,0.0714,0.256,0.462,PPP1R12B
6097,102,-0.0967,0.169,0.256,0.462,RORC
163590,10600,0.0581,0.0636,0.256,0.462,TOR1AIP2
11266,3420,0.0744,0.072,0.257,0.463,DUSP12
100527960,1420,0.0775,0.0771,0.258,0.464,NA
473,8100,0.0745,0.073,0.258,0.464,RERE
55650,895,-0.0837,0.0857,0.258,0.464,PIGV
55732,4230,0.0729,0.0713,0.259,0.465,FIRRM
89866,14.8,-0.0612,0.176,0.259,NA,SEC16B
105377826,29,0.0811,0.176,0.26,0.467,NA
100873165,21.3,-0.0725,0.176,0.261,NA,SRGAP2-AS1
9213,18700,-0.0777,0.0778,0.261,0.467,XPR1
100505666,236,0.0995,0.119,0.262,0.468,NA
343521,103,0.103,0.148,0.262,0.468,DYNLT4
101929823,31.1,0.0824,0.175,0.262,0.468,NA
23569,10.7,0.0519,0.175,0.262,NA,PADI4
64757,89.4,-0.101,0.159,0.263,0.469,MTARC1
25950,820,0.088,0.0939,0.263,0.47,RWDD3
4998,2640,-0.0751,0.0751,0.264,0.47,ORC1
51506,8460,-0.0647,0.0625,0.265,0.471,UFC1
100500808,2410,0.0748,0.0743,0.266,0.473,MIR3917
84320,4840,-0.0688,0.0675,0.266,0.473,ACBD6
100873946,19.6,0.0674,0.176,0.266,NA,VAV3-AS1
1117,24.1,-0.069,0.176,0.267,0.473,CHI3L2
112268254,334,0.0971,0.113,0.267,0.473,NA
7268,1440,0.0755,0.0766,0.267,0.473,TTC4
6884,4680,0.0831,0.0873,0.268,0.474,TAF13
55705,65000,0.0671,0.0604,0.268,0.474,IPO9
9910,2410,-0.0829,0.0872,0.269,0.475,RABGAP1L
4514,3580,0.0824,0.0871,0.269,0.476,MT-CO3
55268,23.5,0.067,0.176,0.27,0.477,ECHDC2
8668,17700,-0.0725,0.0736,0.271,0.477,EIF3I
965,2680,0.0784,0.0809,0.272,0.478,CD58
5538,25200,0.0716,0.0729,0.272,0.479,PPT1
100506504,25.5,-0.0745,0.175,0.273,0.48,PRKCZ-AS1
4209,3020,-0.0864,0.0942,0.273,0.48,MEF2D
149473,47.5,-0.0842,0.172,0.274,0.481,CCDC24
54558,9870,-0.0824,0.0846,0.275,0.482,SPATA6
529,33.2,-0.0773,0.174,0.275,0.482,ATP6V1E1
105378629,17.1,-0.0639,0.175,0.276,NA,NA
6006,1760,-0.0763,0.0793,0.276,0.483,RHCE
100529241,8.73,-0.045,0.173,0.277,NA,HSPE1-MOB4
653519,2490,0.0752,0.0782,0.279,0.487,GPR89A; GPR89B
148281,11.7,0.0517,0.174,0.279,NA,SYT6
1307,293,-0.099,0.147,0.28,0.489,COL16A1
105378797,17.7,0.0635,0.175,0.28,NA,NA
101929178,11.4,0.0534,0.174,0.281,NA,NA
107984841,73.6,-0.093,0.163,0.282,0.491,NA
728963,22.3,-0.0667,0.174,0.282,0.491,NA
107984952,72.5,0.0923,0.164,0.282,0.491,NA
5710,13700,-0.0741,0.0779,0.283,0.492,PSMD4
1945,456,-0.0918,0.109,0.283,0.492,EFNA4
6187,92.6,-0.0937,0.161,0.284,0.492,RPS2
23585,3270,-0.0729,0.0751,0.284,0.492,TMEM50A
109623456,19.4,-0.0594,0.174,0.284,NA,NA
85397,1940,0.0736,0.0773,0.284,0.492,RGS8
4553,1140,0.087,0.0986,0.284,0.492,NA
692198,205,0.0964,0.124,0.285,0.494,NA
10765,22000,0.0659,0.0673,0.286,0.494,KDM5B
100874097,963,0.0778,0.083,0.286,0.494,UBE2Q1-AS1
84144,13.6,-0.0523,0.174,0.286,NA,SYDE2
60674,19100,0.0753,0.0797,0.286,0.494,GAS5
105373041,22.5,-0.0653,0.174,0.287,0.495,NA
55116,1500,-0.0827,0.0923,0.288,0.495,TMEM39B
105376736,145,-0.0967,0.15,0.288,0.495,NA
105378891,220,0.0946,0.12,0.289,0.496,NA
284697,32.7,0.0744,0.173,0.289,0.496,BTBD8
2130,486,0.0856,0.0977,0.289,0.496,EWSR1
91368,49,0.0816,0.17,0.289,0.496,CDKN2AIPNL
5784,4910,0.0643,0.0658,0.289,0.496,PTPN14
25798,20.1,0.065,0.174,0.29,NA,BRI3
7388,19600,-0.0598,0.0642,0.291,0.498,UQCRH
79894,3900,-0.0785,0.0866,0.292,0.499,ZNF672
110117499,6460,-0.0659,0.0684,0.292,0.499,P3R3URF-PIK3R3
113451,84.2,-0.09,0.163,0.292,0.499,AZIN2
23435,33800,0.066,0.0686,0.293,0.499,TARDBP
339448,1700,-0.074,0.08,0.293,0.499,C1orf174
57657,715,-0.0926,0.118,0.293,0.499,HCN3
729737,21.3,-0.0649,0.174,0.294,NA,NA
100506144,464,0.086,0.101,0.294,0.501,TMEM35B
27173,13200,-0.0594,0.0648,0.295,0.501,SLC39A1
127253,4070,0.0775,0.0854,0.295,0.501,TYW3
7159,3940,-0.0642,0.0673,0.296,0.503,TP53BP2
110841583,135,0.0956,0.141,0.297,0.504,LAMC1-AS1
400745,60.6,0.09,0.161,0.298,0.504,SH2D5
127255,70.7,0.0913,0.158,0.298,0.506,LRRIQ3
57801,56.1,-0.0804,0.169,0.301,0.509,HES4
148479,4300,0.0674,0.0721,0.302,0.51,PHF13
112268230,34.3,0.0771,0.17,0.302,0.51,NA
677825,36.1,0.0761,0.171,0.302,0.51,SNORA44
107984921,240,-0.0906,0.116,0.303,0.511,LINC01772
55256,4370,0.0664,0.071,0.303,0.511,ADI1
23648,3200,-0.0705,0.0769,0.304,0.511,SSBP3
148789,3390,0.0724,0.0795,0.305,0.512,B3GALNT2
148709,179,-0.0933,0.135,0.306,0.514,ACTG1P25
101929796,126,-0.092,0.15,0.306,0.514,NOTCH2NLR
115361,7.81,-0.0414,0.172,0.307,NA,GBP4
440574,6310,-0.0685,0.0749,0.307,0.516,MICOS10
55154,2820,-0.0762,0.0874,0.309,0.517,MSTO1
1350,15.6,0.0557,0.173,0.309,NA,COX7C
653659,1020,-0.0784,0.0912,0.309,0.517,NA
11124,9490,0.0639,0.0676,0.31,0.518,FAF1
105376829,10.9,-0.0427,0.172,0.31,NA,NA
3608,42400,0.0587,0.062,0.311,0.52,ILF2
493754,97.1,-0.0914,0.147,0.312,0.521,NA
440600,99.9,-0.0911,0.147,0.313,0.521,RBM15-AS1
80176,50.7,0.0826,0.164,0.313,0.521,SPSB1
9295,40300,0.0753,0.0869,0.313,0.521,SRSF11
25896,3440,0.0679,0.075,0.313,0.521,INTS7
400940,10.4,-0.0408,0.172,0.313,NA,NA
81611,35600,0.0765,0.0896,0.315,0.523,ANP32E
100128537,35.5,0.0757,0.169,0.315,0.523,NA
10054,41.3,0.0759,0.168,0.316,0.525,UBA2
55105,943,0.0757,0.0873,0.317,0.525,GPATCH2
2213,13.4,-0.0503,0.172,0.317,NA,FCGR2B
7709,1020,-0.0824,0.102,0.318,0.527,ZBTB17
100129405,2100,-0.0718,0.0818,0.319,0.529,NA
105371441,57.4,0.0811,0.164,0.32,0.529,NA
55917,4460,0.0651,0.0722,0.32,0.529,CTTNBP2NL
54952,1830,-0.0657,0.0735,0.32,0.529,TRNAU1AP
6133,11.9,-0.0482,0.172,0.32,NA,RPL9
148713,19.3,-0.0587,0.172,0.321,NA,NA
6275,2800,-0.0754,0.0902,0.322,0.531,S100A4
163732,10.9,-0.0426,0.172,0.323,NA,CITED4
101929147,961,0.0719,0.0824,0.323,0.533,WARS2-AS1
23499,60900,-0.0546,0.0618,0.324,0.534,MACF1
57643,219,-0.0888,0.128,0.325,0.535,ZSWIM5
127254,55.2,0.0793,0.163,0.327,0.537,ERICH3
23215,66600,0.0567,0.0682,0.327,0.537,PRRC2C
100506046,775,0.0779,0.0957,0.328,0.539,NA
57463,1420,-0.0668,0.077,0.33,0.541,AMIGO1
5549,26.3,-0.065,0.17,0.33,0.541,PRELP
2537,215,0.0872,0.124,0.331,0.542,IFI6
6210,98,0.0872,0.147,0.331,0.542,RPS15A
56957,4840,0.0585,0.0651,0.331,0.542,OTUD7B
3178,39.7,0.0746,0.166,0.332,0.542,HNRNPA1
6497,4270,0.0606,0.0681,0.332,0.542,SKI
5245,16.1,-0.0517,0.172,0.332,NA,PHB1
64858,5270,0.0585,0.0657,0.333,0.544,DCLRE1B
105378753,74.4,0.0847,0.153,0.335,0.545,LINC02777
107985046,66,-0.0823,0.157,0.335,0.546,NA
83941,972,0.0763,0.0944,0.336,0.546,TM2D1
107985184,147,0.0872,0.134,0.336,0.546,NA
100130557,560,0.0761,0.0945,0.336,0.546,NA
1718,28800,0.0626,0.0703,0.336,0.546,DHCR24
101926907,13.1,-0.0489,0.171,0.337,NA,NA
126661,95.1,0.085,0.15,0.337,0.547,CCDC163
204962,39.8,-0.0726,0.166,0.338,0.547,SLC44A5
107985203,28.8,0.065,0.169,0.338,0.548,NA
84275,2780,-0.0664,0.0784,0.339,0.548,SLC25A33
25936,2240,0.0676,0.0808,0.339,0.548,NSL1
1677,894,-0.0719,0.0878,0.339,0.548,DFFB
101929541,10.8,0.0386,0.171,0.339,NA,LINC02608
105371475,11,-0.0441,0.171,0.341,NA,NA
101928079,28.4,-0.0647,0.169,0.342,0.551,SLC44A3-AS1
6045,5040,0.071,0.0867,0.342,0.551,RNF2
112268224,34.5,-0.0686,0.169,0.342,0.551,NA
7813,3880,0.0689,0.0859,0.343,0.552,EVI5
22887,9460,0.0594,0.0688,0.343,0.552,FOXJ3
374666,130,-0.0852,0.142,0.343,0.552,NA
64766,5900,0.0653,0.0768,0.344,0.552,S100PBP
79693,2930,-0.0581,0.0672,0.345,0.553,YRDC
246243,8270,0.0572,0.0646,0.345,0.554,RNASEH1
85440,23200,0.0662,0.078,0.346,0.554,DOCK7
10728,1070,0.0706,0.0862,0.347,0.555,PTGES3
128178,58.6,0.0782,0.159,0.347,0.555,EDARADD
51253,6630,-0.0609,0.0714,0.347,0.555,MRPL37
23028,31300,-0.0553,0.0636,0.348,0.556,KDM1A
128338,3860,-0.0669,0.0818,0.348,0.556,DRAM2
9898,31700,-0.0538,0.0668,0.349,0.556,UBAP2L
399474,239,0.0817,0.115,0.35,0.557,TMEM200B
84230,1160,-0.0738,0.0946,0.35,0.557,LRRC8C
55706,11800,-0.0647,0.0782,0.35,0.557,NDC1
100034743,75.1,0.0817,0.151,0.35,0.557,NA
84301,7530,-0.0597,0.0699,0.351,0.557,DDI2
126823,13.9,-0.0486,0.171,0.352,NA,KLHDC9
105371466,179,-0.0831,0.127,0.352,0.559,NA
100506161,66.9,0.0748,0.161,0.353,0.559,NA
5690,12800,-0.0576,0.0678,0.353,0.56,PSMB2
998,24600,0.0664,0.0814,0.355,0.561,CDC42
25973,429,-0.0758,0.101,0.356,0.562,PARS2
1660,68500,0.0563,0.0663,0.356,0.562,DHX9
3187,60.7,0.0742,0.161,0.356,0.563,HNRNPH1
55219,2910,0.0626,0.0761,0.357,0.563,MACO1
91624,7270,0.0755,0.103,0.357,0.563,NEXN
117143,4160,0.0597,0.0713,0.357,0.563,TADA1
105377771,40.4,0.0692,0.165,0.359,0.564,NA
2058,17200,0.0638,0.0781,0.359,0.564,EPRS1
7804,11100,-0.0553,0.0642,0.361,0.567,LRP8
107984912,9.11,-0.0378,0.171,0.362,NA,NA
8370,24.8,0.0603,0.168,0.362,0.569,H4C14
127579,28.6,-0.0605,0.168,0.362,0.569,DCST2
107985847,14.8,-0.0458,0.17,0.363,NA,NA
57554,51.5,-0.0606,0.168,0.364,0.57,LRRC7
105378649,111,0.0815,0.14,0.364,0.57,NA
51702,61.8,0.0753,0.158,0.364,0.57,PADI3
8289,11600,-0.0611,0.0754,0.365,0.571,ARID1A
4179,4100,0.0683,0.0881,0.366,0.571,CD46
692212,54.6,0.0745,0.158,0.367,0.573,NA
84265,1930,0.0623,0.0781,0.368,0.574,POLR3GL
4512,90600,0.0609,0.0774,0.371,0.578,MT-CO1
728463,32.8,-0.0648,0.165,0.372,0.578,NA
52,11100,0.0543,0.0658,0.372,0.578,ACP1
200172,119,0.0798,0.143,0.372,0.578,SLFNL1
102466751,17.9,-0.0516,0.169,0.372,NA,MIR6859-1
148645,15.1,0.0445,0.17,0.373,NA,ICMT-DT
200014,2110,0.0668,0.0894,0.374,0.58,CC2D1B
100133161,35.3,-0.063,0.166,0.375,0.582,NA
401944,105,-0.0737,0.156,0.375,0.582,LDLRAD2
9403,14500,0.0612,0.0775,0.376,0.582,SELENOF
107985360,97.6,-0.0782,0.144,0.376,0.582,NA
1296,13.8,-0.0403,0.17,0.376,NA,COL8A2
5052,39300,0.0598,0.0753,0.377,0.584,PRDX1
632,12,-0.0413,0.17,0.379,NA,BGLAP
10542,6220,-0.0526,0.0649,0.38,0.587,LAMTOR5
83715,22.7,0.051,0.169,0.38,0.587,ESPN
101929882,19.1,-0.0496,0.169,0.38,NA,NA
51377,12100,0.0653,0.0862,0.381,0.587,UCHL5
11079,6530,-0.0536,0.0668,0.381,0.587,RER1
29982,13.4,0.0442,0.17,0.383,NA,NRBF2
1676,8360,0.0521,0.0646,0.383,0.59,DFFA
101928895,80.8,-0.0713,0.157,0.384,0.591,NA
107985736,17.4,-0.049,0.169,0.384,NA,NA
9475,14800,0.0588,0.0812,0.385,0.592,ROCK2
126969,131,-0.0802,0.142,0.386,0.593,SLC44A3
643387,61.5,0.0726,0.154,0.386,0.593,NA
105379524,16.3,-0.0489,0.169,0.386,NA,NA
84938,2020,0.0695,0.0966,0.387,0.594,ATG4C
10250,13100,-0.0582,0.0757,0.387,0.594,SRRM1
343099,2350,0.0721,0.101,0.387,0.594,CCDC18
64744,6310,0.0504,0.0624,0.39,0.597,SMAP2
7805,64.9,0.0723,0.154,0.39,0.597,LAPTM5
114803,7580,0.068,0.0942,0.392,0.599,MYSM1
105378728,263,-0.0739,0.114,0.393,0.601,NA
164091,335,-0.0747,0.118,0.393,0.601,PAQR7
7292,301,-0.0731,0.112,0.394,0.601,TNFSF4
22926,12100,0.0581,0.075,0.395,0.601,ATF6
103,37700,-0.0566,0.063,0.395,0.601,ADAR
84196,11600,0.0588,0.0785,0.395,0.601,USP48
105371687,22.3,-0.0534,0.167,0.395,0.601,NA
10487,15300,0.0522,0.0657,0.396,0.602,CAP1
26508,13,0.0387,0.17,0.397,NA,HEYL
