,GSM7796306,GSM7796307,GSM7796308,GSM7796309,GSM7796310,GSM7796311
653635,8.76161626630889,8.50167078340536,8.18980726448272,8.2580833574327,8.35941382660288,7.87942990632401
102466751,4.6471212043433,4.34386061823905,4.23718058185203,4.22533717667961,4.16229229763744,3.63665981577905
100996442,5.2912650986656,5.09802632495688,5.23911199427631,5.01094884885976,5.4498063552362,5.47455457578056
729737,5.05970294729147,4.55606768146569,4.31538652223072,4.22533717667961,4.48244242682295,3.98815244535604
102723897,8.7393865539162,8.45833454452744,8.29970319001603,8.34382450294672,8.38267585617963,7.89337756750182
102465909,4.38604839827045,4.26557161770102,4.23718058185203,4.22533717667961,4.29898792677933,3.76357981867191
100132287,6.68696751519681,6.20818916741413,5.79772640974617,5.86493535941102,6.10055897850138,5.6816273439178
113219467,9.50550784323345,10.1737920845473,10.299876686126,11.01930355031,10.0189577809718,11.3210784835683
100133331,7.2477013146522,7.06608330354333,6.60952829607158,7.080532333732,7.05182032301881,6.65117929981277
107984841,6.54038183556299,6.47494299559365,5.97684943000169,6.01187606368717,6.34121038900296,5.83403452259141
107984847,6.97074909753754,6.86836864015015,6.24007673172142,6.74454920024448,6.90959172697702,6.43934929317703
107984849,4.49620821780349,4.1827891971004,3.5242252922267,4.51542508330187,4.23225849906278,3.63665981577905
100288069,7.4664831678874,7.26026870866044,7.15806834249125,7.23811932581061,7.11800022260134,7.12306006410267
105378580,7.32437466840256,7.51836171601694,7.37445731770091,7.76569068447914,7.95103643334053,7.78532707958777
400728,5.40860894516391,4.7977603851377,4.76888416600929,5.22693515937085,5.19335849344664,4.9946733624321
79854,6.67530511510818,6.71479356695514,6.62496627844006,6.65792701128899,6.49143295787749,6.85022477830222
643837,10.7769645121523,10.5757315369701,10.7239176950845,10.644470455534,10.6628577492203,10.6262206831355
284600,4.38604839827045,4.26557161770102,4.38957016469207,4.57966912387191,3.65152168893003,3.76357981867191
148398,7.04512866244858,6.80058094841034,6.37401793041512,6.68738275529453,6.72777178363375,6.47688528482907
26155,12.0705678506499,11.8437821844879,11.4894701890526,11.4984165825779,11.5228137740867,11.2333283763822
339451,7.64450132588949,7.44032747556591,6.89068057073544,6.46732148045561,7.01259396592276,5.97186857736526
57801,6.41975828436759,5.98206770987185,5.3547376748385,5.89048845667088,5.71712255886603,5.35868854051701
9636,5.49074942766107,4.68196943113308,3.9733728864749,3.6387749213193,4.29898792677933,4.18243051785973
375790,12.0579927215776,11.6685288298287,11.2472589841471,11.3434074538161,11.329366038613,10.8731795282391
54991,7.74833485726863,7.43139060639866,7.13668707358815,6.98887287964367,6.99257344290794,6.47688528482907
51150,11.6908208023683,11.3881763156894,10.8936483368016,10.9188865331792,11.0531143700832,10.5401844520506
126792,11.1414725365725,11.0960928304611,10.9197011320093,10.8898820946727,10.8237704139654,10.707413560022
118424,10.6963149077043,10.6459792835798,10.4197907619475,10.5097764610202,10.5119208514664,10.3408550061077
101928895,6.86178141584807,6.18710672559008,6.24007673172142,6.32464685092974,6.49143295787749,5.80481396568053
6339,7.59584033330582,6.9828957140569,7.08180505961996,6.90359692881479,6.58799437952871,6.47688528482907
116983,11.7073780124427,11.2976407261453,10.9212650699971,10.9503598481522,10.9387505009691,10.4905820534517
109623456,5.19653599319065,4.34386061823905,3.87350567619415,4.30350798076062,4.29898792677933,3.49748757958178
126789,8.15331121539023,7.85551567876679,7.0592540166264,7.28704213260404,7.51180435428449,7.13484932984557
54973,10.9466465673325,10.6216324192868,10.3794001269823,10.2057606511872,10.2077122926567,9.83201836377221
80772,7.93106275159016,7.67042191891317,7.30906094285958,7.45914593481812,7.34022903928856,6.99954478032515
83756,4.86811084824935,5.14251308083955,4.23718058185203,5.01094884885976,4.69558534682256,4.18243051785973
1855,10.0055821256104,9.70086723108991,9.14780291159916,9.04148644094394,9.08677353702454,8.47863084894779
54587,7.69735202735288,7.007157056348,6.97742804030318,6.73046854632298,6.54739963847624,6.29970373066601
54998,10.2314288613896,9.97288124378923,9.52222780075723,9.50353881732709,9.49700846411717,8.95494331720368
81669,13.1809757908956,12.9962639519976,13.0283905533958,13.0906452427798,13.1556503604345,13.107984763308
148413,10.3276952042922,10.2251140295927,9.99437184273549,10.015650634376,10.0580138052425,9.81563166992684
55052,11.5965816085151,11.7231010421061,11.4810115618535,11.4748551027111,11.4188192132192,11.3810843185259
107984868,2.93287664609494,2.89442149655225,3.87350567619415,4.14268690210507,4.53875222741908,4.3536243495108
441869,3.65690264001932,3.08882573915602,3.65028407955566,5.10125907925103,5.26186901802713,5.09464271760154
105378585,2.57947859564581,3.08882573915602,2.86852346087205,3.51280743447058,3.84258358299523,4.43216077214249
102724312,3.21651600995269,3.67788463470374,3.65028407955566,3.96166308184392,3.75021321395569,3.76357981867191
64856,7.56457208031102,7.3292479345971,7.0247524160669,7.01233944772749,6.66590986008153,6.54914866744926
