ID,Description,k,K,GeneRatio,BgRatio,Ek,enr_ratio,pvalue,p.adjust,Count,n_in_table,N_in_table,RichFactor,FoldEnrichment,zScore,qvalue,geneID
WP4262,Breast cancer pathway,20,134,20/651,134/7052,12.37010777084515,1.6168007886833116,0.020832943022101265,0.310969783646975,20,651,7052,0.14925373134328357,1.6168007886833113,2.2987883035143475,0.2957796531764313,APC2/BAK1/BAX/CDKN1A/DDB2/ESR1/FGF1/FGF18/FGF7/FRAT1/FZD8/FZD9/GADD45A/KIT/MRE11/NBN/NOTCH1/RAD51/WNT10B/WNT6
WP5158,Urotensin II mediated signaling,11,62,11/651,62/7052,5.723482699943278,1.9219067439670978,0.024935775036040293,0.35790620534576856,11,651,7052,0.1774193548387097,1.9219067439670978,2.3250708260404362,0.34042334288993814,ALOX5/BAX/CDK1/ESPL1/ICAM1/IL6/JAK2/MMP9/NOX4/NPPA/NPPB
WP5289,Axon guidance,12,70,12/651,70/7052,6.461996596710153,1.8570111915734036,0.025265246332464696,0.35790620534576856,12,651,7052,0.17142857142857143,1.8570111915734038,2.2979338845058837,0.34042334288993814,ABLIM3/BOC/CXCR4/DPYSL2/EFNB1/EPHA2/EPHB1/L1CAM/RGMA/RHOD/ROBO2/RRAS
WP2865,IL1 and megakaryocytes in obesity,5,19,5/651,19/7052,1.7539705048213272,2.8506750747837337,0.025731818684989898,0.35790620534576856,5,651,7052,0.2631578947368421,2.8506750747837333,2.5758976663031197,0.34042334288993814,ICAM1/IL1R1/MMP9/S100A9/TLR1
WP5095,Overview of proinflammatory and profibrotic mediators,7,33,7/651,33/7052,3.046369824163358,2.2978168784620396,0.02825335983182449,0.38424569371281303,7,651,7052,0.21212121212121213,2.29781687846204,2.383003634568993,0.36547621022219745,CTF1/CXCL2/IL36RN/IL6/LIF/MMP9/TNFSF13
WP236,Adipogenesis,17,113,17/651,113/7052,10.431508791832105,1.6296779631064529,0.029409153074887378,0.39126960177893644,17,651,7052,0.1504424778761062,1.6296779631064529,2.151796568227995,0.3721570171719158,CDKN1A/CEBPA/CEBPD/CNTFR/FAS/FRZB/GADD45A/GATA2/IL6/LIF/PLIN2/SOCS1/SOCS3/SPOCK1/STAT5A/TRIB3/WNT10B
WP5090,Complement system in neuronal development and plasticity,13,80,13/651,80/7052,7.3851389676687464,1.7602918586789555,0.030476090192014853,0.396837599947087,13,651,7052,0.1625,1.7602918586789555,2.1809142106292936,0.3774530319414158,ATP10A/ATP8B3/BAK1/BAX/C4A/C4B/CSMD1/DLGAP5/FAS/GAS6/MFGE8/SERPING1/TGFB3
WP5222,2q13 copy number variation syndrome,9,49,9/651,49/7052,4.523397617697107,1.989654848114361,0.03312295863955326,0.42231772265430406,9,651,7052,0.1836734693877551,1.9896548481143612,2.21682633162479,0.40168851157177526,CKAP2L/GAS6/IL1R1/IL36RN/IL6/NT5DC4/POLR2L/SOCS1/SOCS3
WP2291,Deregulation of Rab and Rab effector genes in bladder cancer,4,14,4/651,14/7052,1.2923993193420307,3.0950186526223393,0.03402323233159484,0.42494322830481723,4,651,7052,0.2857142857142857,3.095018652622339,2.5021838610938896,0.40418576754826957,EXPH5/MLPH/RAB27B/SYTL1
WP408,Oxidative stress response,6,28,6/651,28/7052,2.5847986386840613,2.3212639894667544,0.039232678363172395,0.4802079831652301,6,651,7052,0.21428571428571427,2.3212639894667544,2.2339235211601878,0.4567509712596702,CYP1A1/GPX1/GPX3/JUNB/NOX4/SOD3
